municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,otras infecciones,ira sin neumonia,2005-01-01,25,0,50,0.0,3,0,25,0.0,3,0,106,,
ACHACACHI,otras infecciones,ira sin neumonia,2005-01-01,60,0,89,0.0,24,0,90,0.0,17,0,280,,
ACHOCALLA,otras infecciones,ira sin neumonia,2005-01-01,16,0,18,0.0,10,0,18,0.0,1,0,63,,
AIQUILE,otras infecciones,ira sin neumonia,2005-01-01,62,0,79,0.0,24,0,50,0.0,28,0,243,,
ALALAY,otras infecciones,ira sin neumonia,2005-01-01,4,0,32,0.0,1,0,3,0.0,1,0,41,,
ALCALA,otras infecciones,ira sin neumonia,2005-01-01,27,0,38,0.0,0,0,7,0.0,3,0,75,,
ANCORAIMES,otras infecciones,ira sin neumonia,2005-01-01,35,0,80,0.0,7,0,44,0.0,4,0,170,,
ANDAMARCA,otras infecciones,ira sin neumonia,2005-01-01,3,0,14,0.0,4,0,17,0.0,7,0,45,,
ANTEQUERA,otras infecciones,ira sin neumonia,2005-01-01,13,0,7,0.0,0,0,1,0.0,0,0,21,,
ANZALDO,otras infecciones,ira sin neumonia,2005-01-01,12,0,18,0.0,7,0,8,0.0,9,0,54,,
APOLO,otras infecciones,ira sin neumonia,2005-01-01,72,0,131,0.0,28,0,47,0.0,14,0,292,,
ARAMPAMPA,otras infecciones,ira sin neumonia,2005-01-01,20,0,54,0.0,5,0,19,0.0,0,0,98,,
ARANI,otras infecciones,ira sin neumonia,2005-01-01,14,0,7,0.0,2,0,1,0.0,0,0,24,,
ARBIETO,otras infecciones,ira sin neumonia,2005-01-01,22,0,20,0.0,1,0,18,0.0,7,0,68,,
ARQUE,otras infecciones,ira sin neumonia,2005-01-01,61,0,77,0.0,7,0,37,0.0,5,0,187,,
ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2005-01-01,112,0,169,0.0,12,0,33,0.0,2,0,328,,
ATOCHA,otras infecciones,ira sin neumonia,2005-01-01,100,0,141,0.0,107,0,354,0.0,47,0,749,,
AUCAPATA,otras infecciones,ira sin neumonia,2005-01-01,4,0,6,0.0,2,0,16,0.0,4,0,32,,
