municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACHACACHI,otras infecciones,malaria,2005-01-01,1,,0,0.0,0,0.0,0,0.0,0,0.0,1,,
AIQUILE,otras infecciones,malaria,2005-01-01,0,0.0,2,0.0,1,0.0,13,0.0,0,0.0,16,,
ARAMPAMPA,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,3,,
AZURDUY,otras infecciones,malaria,2005-01-01,3,0.0,10,0.0,8,0.0,17,0.0,1,0.0,39,,
BAURES,otras infecciones,malaria,2005-01-01,0,0.0,2,0.0,6,0.0,5,0.0,0,0.0,13,,
BELLA FLOR,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,0.0,3,0.0,0,0.0,4,,
BERMEJO,otras infecciones,malaria,2005-01-01,2,0.0,20,0.0,52,0.0,136,0.0,6,0.0,216,,
BUENA VISTA,otras infecciones,malaria,2005-01-01,0,0.0,6,0.0,5,0.0,16,0.0,1,0.0,28,,
CABEZAS,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
CAMIRI,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
CARANAVI,otras infecciones,malaria,2005-01-01,0,0.0,3,0.0,33,0.0,131,0.0,9,0.0,176,,
CARAPARI,otras infecciones,malaria,2005-01-01,1,0.0,19,0.0,33,0.0,44,0.0,2,0.0,99,,
CHIMORE,otras infecciones,malaria,2005-01-01,1,0.0,1,0.0,2,0.0,12,0.0,0,0.0,16,,
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COBIJA,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,2,0.0,19,0.0,0,0.0,21,,
COCHABAMBA,otras infecciones,malaria,2005-01-01,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,2,,
COMARAPA,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
CORIPATA,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
COTOCA,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CUEVO,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
CULPINA,otras infecciones,malaria,2005-01-01,0,0.0,1,0.0,9,0.0,4,0.0,1,0.0,15,,
EL PUENTE(TJA),otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
EL TORNO,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,2,0.0,10,0.0,0,0.0,12,,
EL VILLAR,otras infecciones,malaria,2005-01-01,0,0.0,1,0.0,0,0.0,3,0.0,0,0.0,4,,
ENTRE RIOS,otras infecciones,malaria,2005-01-01,0,0.0,4,0.0,1,0.0,2,0.0,0,0.0,7,,
ENTRE RIOS,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,3,,
EUREKA (SANTOS MERCADO),otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
FILADELFIA,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
GENERAL SAAVEDRA,otras infecciones,malaria,2005-01-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
GUANAY,otras infecciones,malaria,2005-01-01,2,0.0,15,0.0,52,0.0,38,0.0,9,0.0,116,,
GUAYARAMERIN,otras infecciones,malaria,2005-01-01,28,0.0,220,0.0,806,0.0,1079,0.0,124,0.0,2257,,
GUTIERREZ,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
HUACARETA,otras infecciones,malaria,2005-01-01,0,0.0,3,0.0,5,0.0,4,0.0,0,0.0,12,,
INCAHUASI,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
INGAVI (HUMAITA),otras infecciones,malaria,2005-01-01,0,0.0,5,0.0,12,0.0,17,0.0,1,0.0,35,,
IXIAMAS,otras infecciones,malaria,2005-01-01,0,0.0,1,0.0,2,0.0,3,0.0,0,0.0,6,,
LA ASUNTA,otras infecciones,malaria,2005-01-01,6,0.0,13,0.0,28,0.0,129,0.0,1,0.0,177,,
LA GUARDIA,otras infecciones,malaria,2005-01-01,0,0.0,2,0.0,0,0.0,1,0.0,0,0.0,3,,
LA PAZ,otras infecciones,malaria,2005-01-01,1,0.0,3,0.0,0,0.0,160,0.0,2,0.0,166,,
MACHARETI,otras infecciones,malaria,2005-01-01,0,0.0,3,0.0,3,0.0,12,0.0,1,0.0,19,,
MAGDALENA,otras infecciones,malaria,2005-01-01,0,0.0,2,0.0,2,0.0,4,0.0,0,0.0,8,,
MAIRANA,otras infecciones,malaria,2005-01-01,0,0.0,2,0.0,4,0.0,7,0.0,1,0.0,14,,
MAPIRI,otras infecciones,malaria,2005-01-01,1,0.0,9,0.0,93,0.0,150,0.0,16,0.0,269,,
MIZQUE,otras infecciones,malaria,2005-01-01,0,0.0,2,0.0,3,0.0,6,0.0,0,0.0,11,,
MONTEAGUDO,otras infecciones,malaria,2005-01-01,2,0.0,11,0.0,37,0.0,88,0.0,13,0.0,151,,
NUEVO MANOA (NUEVA ESPERANZA),otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,3,0.0,11,0.0,0,0.0,14,,
OMEREQUE,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,2,0.0,26,0.0,1,0.0,29,,
PADCAYA,otras infecciones,malaria,2005-01-01,0,0.0,8,0.0,34,0.0,73,0.0,7,0.0,122,,
PADILLA,otras infecciones,malaria,2005-01-01,1,0.0,5,0.0,0,0.0,5,0.0,0,0.0,11,,
PALOS BLANCOS,otras infecciones,malaria,2005-01-01,1,0.0,1,0.0,4,0.0,56,0.0,0,0.0,62,,
PAMPA GRANDE,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
PASORAPA,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
POJO (CBBA),otras infecciones,malaria,2005-01-01,0,0.0,3,0.0,17,0.0,38,0.0,9,0.0,67,,
POROMA,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,5,0.0,8,0.0,1,0.0,14,,
PORONGO,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,4,0.0,9,0.0,1,0.0,14,,
PORVENIR,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
PUERTO GONZALO MORENO,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUERTO RICO,otras infecciones,malaria,2005-01-01,9,0.0,40,0.0,89,0.0,218,0.0,11,0.0,367,,
PUERTO SILES,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,3,,
PUERTO VILLARROEL,otras infecciones,malaria,2005-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
REYES,otras infecciones,malaria,2005-01-01,0,0.0,1,0.0,0,0.0,4,0.0,0,0.0,5,,
RIBERALTA,otras infecciones,malaria,2005-01-01,83,0.0,125,0.0,151,0.0,2331,0.0,36,0.0,2726,,
