municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
BERMEJO,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,5,0.0,1,0.0,6,,
BOLPEBRA,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
CAJUATA,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CARANAVI,otras infecciones,leishmaniasis,2005-01-01,0,0.0,2,0.0,5,0.0,5,0.0,0,0.0,12,,
CARAPARI,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,leishmaniasis,2005-01-01,0,0.0,1,0.0,1,0.0,6,0.0,2,0.0,10,,
COBIJA,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,1,0.0,5,0.0,0,0.0,6,,
COCHABAMBA,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CORIPATA,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
EL TORNO,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,10,,0,0.0,10,,
GUANAY,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
GUAYARAMERIN,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
IXIAMAS,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,5,,0,0.0,5,,
LA ASUNTA,otras infecciones,leishmaniasis,2005-01-01,1,0.0,0,0.0,0,0.0,3,0.0,0,0.0,4,,
LA PAZ,otras infecciones,leishmaniasis,2005-01-01,0,0.0,2,0.0,0,0.0,7,0.0,1,0.0,10,,
PALOS BLANCOS,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,2,0.0,30,0.0,3,0.0,35,,
POTOSI,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUERTO RICO,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUERTO SILES,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
RIBERALTA,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,1,0.0,6,0.0,1,0.0,8,,
RURRENABAQUE,otras infecciones,leishmaniasis,2005-01-01,0,0.0,1,0.0,0,0.0,7,0.0,3,0.0,11,,
SAN BORJA,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SAN BUENA VENTURA,otras infecciones,leishmaniasis,2005-01-01,0,0.0,1,0.0,0,0.0,6,0.0,0,0.0,7,,
SANTA CRUZ DE LA SIERRA,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
SOPACHUY,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
TIRAQUE (CBBA),otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,2,,0,0.0,0,0.0,2,,
URIONDO (A. CONCEPCION),otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
VILLA NUEVA (LOMA ALTA),otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
VILLA TUNARI,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,3,0.0,3,0.0,1,0.0,7,,
YAPACANI,otras infecciones,leishmaniasis,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
APOLO,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
ARBIETO,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
BUENA VISTA,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
CABEZAS,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CAJUATA,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CARANAVI,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,1,0.0,6,0.0,0,0.0,7,,
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,2,0.0,2,0.0,1,0.0,5,,
COBIJA,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
CORIPATA,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
EL TORNO,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,8,0.0,1,0.0,9,,
FILADELFIA,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
GUANAY,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,3,,
GUAYARAMERIN,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,0,0.0,2,,2,,
IRUPANA (VILLA DE LANZA),otras infecciones,leishmaniasis,2005-02-01,0,0.0,1,0.0,1,0.0,4,0.0,1,0.0,7,,
IXIAMAS,otras infecciones,leishmaniasis,2005-02-01,0,0.0,1,0.0,1,0.0,9,0.0,0,0.0,11,,
LA ASUNTA,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
LA PAZ,otras infecciones,leishmaniasis,2005-02-01,0,0.0,2,0.0,1,0.0,13,0.0,0,0.0,16,,
MAPIRI,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PALOS BLANCOS,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,3,0.0,23,0.0,2,0.0,28,,
PUERTO GONZALO MORENO,otras infecciones,leishmaniasis,2005-02-01,0,0.0,1,0.0,0,0.0,2,0.0,0,0.0,3,,
PUERTO RICO,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
RIBERALTA,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,5,,0,0.0,5,,
RURRENABAQUE,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
SAN BORJA,otras infecciones,leishmaniasis,2005-02-01,0,0.0,0,0.0,2,0.0,2,0.0,0,0.0,4,,
