municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,otras infecciones,neumonia,2005-01-01,1,0.0,3,0.0,0,0.0,0,0.0,1,0.0,5,,
ACHACACHI,otras infecciones,neumonia,2005-01-01,35,0.0,29,0.0,3,0.0,11,0.0,5,0.0,83,,
ACHOCALLA,otras infecciones,neumonia,2005-01-01,2,0.0,4,0.0,1,0.0,6,0.0,0,0.0,13,,
AIQUILE,otras infecciones,neumonia,2005-01-01,3,0.0,1,0.0,0,0.0,6,0.0,0,0.0,10,,
ALALAY,otras infecciones,neumonia,2005-01-01,2,0.0,4,0.0,0,0.0,0,0.0,0,0.0,6,,
ANCORAIMES,otras infecciones,neumonia,2005-01-01,0,0.0,2,,0,0.0,0,0.0,0,0.0,2,,
ANDAMARCA,otras infecciones,neumonia,2005-01-01,2,0.0,1,0.0,0,0.0,0,0.0,2,0.0,5,,
ANTEQUERA,otras infecciones,neumonia,2005-01-01,7,0.0,8,0.0,1,0.0,2,0.0,0,0.0,18,,
ANZALDO,otras infecciones,neumonia,2005-01-01,3,0.0,3,0.0,0,0.0,2,0.0,3,0.0,11,,
ARAMPAMPA,otras infecciones,neumonia,2005-01-01,0,0.0,11,0.0,0,0.0,1,0.0,0,0.0,12,,
ARANI,otras infecciones,neumonia,2005-01-01,1,0.0,1,0.0,0,0.0,2,0.0,1,0.0,5,,
ARBIETO,otras infecciones,neumonia,2005-01-01,2,0.0,2,0.0,0,0.0,1,0.0,0,0.0,5,,
ARQUE,otras infecciones,neumonia,2005-01-01,4,0.0,4,0.0,0,0.0,7,0.0,1,0.0,16,,
ASCENCION DE GUARAYOS,otras infecciones,neumonia,2005-01-01,13,0.0,38,0.0,1,0.0,0,0.0,0,0.0,52,,
ATOCHA,otras infecciones,neumonia,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
AUCAPATA,otras infecciones,neumonia,2005-01-01,3,0.0,4,0.0,2,0.0,5,0.0,0,0.0,14,,
AYATA,otras infecciones,neumonia,2005-01-01,5,0.0,7,0.0,1,0.0,7,0.0,3,0.0,23,,
AYO AYO,otras infecciones,neumonia,2005-01-01,0,0.0,3,,0,0.0,0,0.0,0,0.0,3,,
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,neumonia,2005-01-01,3,0.0,2,0.0,0,0.0,8,0.0,3,0.0,16,,
AZURDUY,otras infecciones,neumonia,2005-01-01,2,0.0,0,0.0,0,0.0,3,0.0,1,0.0,6,,
BATALLAS,otras infecciones,neumonia,2005-01-01,0,0.0,5,0.0,0,0.0,0,0.0,1,0.0,6,,
BAURES,otras infecciones,neumonia,2005-01-01,1,0.0,4,0.0,0,0.0,0,0.0,0,0.0,5,,
BELEN DE ANDAMARCA,otras infecciones,neumonia,2005-01-01,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,2,,
BELLA FLOR,otras infecciones,neumonia,2005-01-01,5,0.0,12,0.0,0,0.0,1,0.0,0,0.0,18,,
BERMEJO,otras infecciones,neumonia,2005-01-01,9,0.0,30,0.0,2,0.0,0,0.0,0,0.0,41,,
BETANZOS,otras infecciones,neumonia,2005-01-01,19,0.0,23,0.0,0,0.0,1,0.0,2,0.0,45,,
BOLIVAR,otras infecciones,neumonia,2005-01-01,10,0.0,12,0.0,0,0.0,2,0.0,0,0.0,24,,
BOLPEBRA,otras infecciones,neumonia,2005-01-01,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,2,,
BOYUIBE,otras infecciones,neumonia,2005-01-01,4,0.0,7,0.0,3,0.0,2,0.0,1,0.0,17,,
BUENA VISTA,otras infecciones,neumonia,2005-01-01,4,0.0,6,0.0,0,0.0,0,0.0,0,0.0,10,,
CABEZAS,otras infecciones,neumonia,2005-01-01,9,0.0,9,0.0,0,0.0,1,0.0,1,0.0,20,,
CAIROMA,otras infecciones,neumonia,2005-01-01,7,0.0,7,0.0,0,0.0,0,0.0,0,0.0,14,,
"CAIZA ""D""",otras infecciones,neumonia,2005-01-01,3,0.0,1,0.0,0,0.0,0,0.0,0,0.0,4,,
CAJUATA,otras infecciones,neumonia,2005-01-01,2,0.0,9,0.0,1,0.0,2,0.0,2,0.0,16,,
CALACOTO,otras infecciones,neumonia,2005-01-01,1,0.0,3,0.0,0,0.0,1,0.0,0,0.0,5,,
CALAMARCA,otras infecciones,neumonia,2005-01-01,3,0.0,3,0.0,0,0.0,2,0.0,1,0.0,9,,
CAMARGO,otras infecciones,neumonia,2005-01-01,4,0.0,4,0.0,0,0.0,0,0.0,0,0.0,8,,
CAMATAQUI (C. VILLA ABECIA),otras infecciones,neumonia,2005-01-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
CAMIRI,otras infecciones,neumonia,2005-01-01,18,0.0,30,0.0,0,0.0,4,0.0,5,0.0,57,,
CAPINOTA,otras infecciones,neumonia,2005-01-01,5,0.0,18,0.0,2,0.0,1,0.0,0,0.0,26,,
CAQUIAVIRI,otras infecciones,neumonia,2005-01-01,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,4,,
CARACOLLO,otras infecciones,neumonia,2005-01-01,5,0.0,10,0.0,0,0.0,0,0.0,0,0.0,15,,
CARANAVI,otras infecciones,neumonia,2005-01-01,21,0.0,26,0.0,2,0.0,0,0.0,0,0.0,49,,
CARAPARI,otras infecciones,neumonia,2005-01-01,7,0.0,10,0.0,1,0.0,1,0.0,0,0.0,19,,
CARIPUYO,otras infecciones,neumonia,2005-01-01,7,0.0,13,0.0,0,0.0,2,0.0,0,0.0,22,,
CATACORA,otras infecciones,neumonia,2005-01-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
CHALLAPATA,otras infecciones,neumonia,2005-01-01,32,0.0,34,0.0,1,0.0,3,0.0,1,0.0,71,,
CHAQUI,otras infecciones,neumonia,2005-01-01,0,0.0,3,0.0,1,0.0,0,0.0,1,0.0,5,,
CHARAGUA,otras infecciones,neumonia,2005-01-01,21,0.0,54,0.0,5,0.0,8,0.0,1,0.0,89,,
CHARAÑA,otras infecciones,neumonia,2005-01-01,2,0.0,3,0.0,0,0.0,0,0.0,0,0.0,5,,
CHAYANTA,otras infecciones,neumonia,2005-01-01,1,0.0,13,0.0,0,0.0,4,0.0,0,0.0,18,,
CHIMORE,otras infecciones,neumonia,2005-01-01,44,0.0,56,0.0,3,0.0,5,0.0,0,0.0,108,,
CHIPAYA,otras infecciones,neumonia,2005-01-01,0,0.0,2,0.0,0,0.0,0,0.0,1,0.0,3,,
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,neumonia,2005-01-01,17,0.0,9,0.0,1,0.0,7,0.0,0,0.0,34,,
CHUMA,otras infecciones,neumonia,2005-01-01,2,0.0,2,0.0,0,0.0,2,0.0,0,0.0,6,,
CLIZA,otras infecciones,neumonia,2005-01-01,6,0.0,7,0.0,1,0.0,1,0.0,1,0.0,16,,
COBIJA,otras infecciones,neumonia,2005-01-01,8,0.0,25,0.0,2,0.0,1,0.0,2,0.0,38,,
COCHABAMBA,otras infecciones,neumonia,2005-01-01,57,0.0,47,0.0,13,0.0,19,0.0,13,0.0,149,,
COLCAPIRHUA,otras infecciones,neumonia,2005-01-01,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,2,,
"COLCHA ""K""",otras infecciones,neumonia,2005-01-01,3,0.0,5,0.0,0,0.0,0,0.0,1,0.0,9,,
COLOMI,otras infecciones,neumonia,2005-01-01,2,0.0,11,0.0,1,0.0,2,0.0,2,0.0,18,,
COLPA BELGICA,otras infecciones,neumonia,2005-01-01,3,0.0,5,0.0,0,0.0,0,0.0,0,0.0,8,,
COLQUECHACA,otras infecciones,neumonia,2005-01-01,2,0.0,9,0.0,1,0.0,3,0.0,2,0.0,17,,
COLQUENCHA,otras infecciones,neumonia,2005-01-01,2,0.0,3,0.0,1,0.0,1,0.0,2,0.0,9,,
COLQUIRI,otras infecciones,neumonia,2005-01-01,11,0.0,20,0.0,1,0.0,1,0.0,0,0.0,33,,
COMARAPA,otras infecciones,neumonia,2005-01-01,4,0.0,3,0.0,0,0.0,1,0.0,0,0.0,8,,
CONCEPCION,otras infecciones,neumonia,2005-01-01,13,0.0,44,0.0,0,0.0,1,0.0,0,0.0,58,,
COPACABANA,otras infecciones,neumonia,2005-01-01,3,0.0,6,0.0,0,0.0,2,0.0,1,0.0,12,,
CORIPATA,otras infecciones,neumonia,2005-01-01,0,0.0,2,0.0,2,0.0,0,0.0,4,0.0,8,,
CORO CORO,otras infecciones,neumonia,2005-01-01,3,0.0,4,0.0,0,0.0,2,0.0,0,0.0,9,,
COROICO,otras infecciones,neumonia,2005-01-01,0,0.0,3,0.0,0,0.0,2,0.0,0,0.0,5,,
CORQUE,otras infecciones,neumonia,2005-01-01,1,0.0,12,0.0,1,0.0,3,0.0,0,0.0,17,,
COTAGAITA,otras infecciones,neumonia,2005-01-01,15,0.0,33,0.0,2,0.0,6,0.0,12,0.0,68,,
COTOCA,otras infecciones,neumonia,2005-01-01,47,0.0,56,0.0,3,0.0,1,0.0,1,0.0,108,,
CUATRO CAÑADAS,otras infecciones,neumonia,2005-01-01,19,0.0,48,0.0,0,0.0,0,0.0,0,0.0,67,,
CUCHUMUELA (V. G. VILLARROEL),otras infecciones,neumonia,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
CUEVO,otras infecciones,neumonia,2005-01-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
CULPINA,otras infecciones,neumonia,2005-01-01,21,0.0,18,0.0,0,0.0,2,0.0,2,0.0,43,,
CURAHUARA DE CARANGAS,otras infecciones,neumonia,2005-01-01,0,0.0,4,0.0,2,0.0,4,0.0,0,0.0,10,,
CURVA,otras infecciones,neumonia,2005-01-01,0,0.0,2,,0,0.0,0,0.0,0,0.0,2,,
DESAGUADERO,otras infecciones,neumonia,2005-01-01,5,0.0,0,0.0,0,0.0,1,0.0,1,0.0,7,,
EL ALTO,otras infecciones,neumonia,2005-01-01,225,0.0,285,0.0,28,0.0,26,0.0,7,0.0,571,,
EL CHORO,otras infecciones,neumonia,2005-01-01,3,0.0,12,0.0,0,0.0,4,0.0,2,0.0,21,,
EL PUENTE(STC),otras infecciones,neumonia,2005-01-01,2,0.0,10,0.0,2,0.0,0,0.0,0,0.0,14,,
EL PUENTE(TJA),otras infecciones,neumonia,2005-01-01,1,0.0,5,0.0,0,0.0,1,0.0,0,0.0,7,,
EL TORNO,otras infecciones,neumonia,2005-01-01,3,0.0,9,0.0,2,0.0,0,0.0,0,0.0,14,,
ENTRE RIOS,otras infecciones,neumonia,2005-01-01,28,0.0,35,0.0,2,0.0,8,0.0,0,0.0,73,,
ENTRE RIOS,otras infecciones,neumonia,2005-01-01,5,0.0,10,0.0,5,0.0,3,0.0,0,0.0,23,,
EUCALIPTUS,otras infecciones,neumonia,2005-01-01,5,0.0,5,0.0,1,0.0,1,0.0,5,0.0,17,,
EUREKA (SANTOS MERCADO),otras infecciones,neumonia,2005-01-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
EXALTACION,otras infecciones,neumonia,2005-01-01,0,0.0,2,0.0,1,0.0,0,0.0,0,0.0,3,,
FERNANDEZ ALONSO,otras infecciones,neumonia,2005-01-01,7,0.0,16,0.0,1,0.0,10,0.0,3,0.0,37,,
FILADELFIA,otras infecciones,neumonia,2005-01-01,1,0.0,5,0.0,1,0.0,0,0.0,0,0.0,7,,
GENERAL SAAVEDRA,otras infecciones,neumonia,2005-01-01,14,0.0,25,0.0,2,0.0,0,0.0,1,0.0,42,,
GRAL. J.J. PEREZ (CHARAZANI),otras infecciones,neumonia,2005-01-01,1,,0,0.0,0,0.0,0,0.0,0,0.0,1,,
GUANAY,otras infecciones,neumonia,2005-01-01,9,0.0,21,0.0,1,0.0,0,0.0,2,0.0,33,,
GUAQUI,otras infecciones,neumonia,2005-01-01,0,0.0,3,0.0,0,0.0,0,0.0,1,0.0,4,,
GUAYARAMERIN,otras infecciones,neumonia,2005-01-01,0,0.0,3,0.0,1,0.0,2,0.0,4,0.0,10,,
GUTIERREZ,otras infecciones,neumonia,2005-01-01,5,0.0,8,0.0,1,0.0,2,0.0,0,0.0,16,,
HUACARETA,otras infecciones,neumonia,2005-01-01,7,0.0,2,0.0,0,0.0,2,0.0,1,0.0,12,,
HUACAYA (VILLA DE HUACAYA),otras infecciones,neumonia,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
HUACHACALLA,otras infecciones,neumonia,2005-01-01,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,2,,
HUANUNI,otras infecciones,neumonia,2005-01-01,8,0.0,13,0.0,0,0.0,10,0.0,0,0.0,31,,
HUAYLLAMARCA,otras infecciones,neumonia,2005-01-01,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,4,,
ICHOCA,otras infecciones,neumonia,2005-01-01,2,0.0,3,0.0,0,0.0,0,0.0,1,0.0,6,,
ICLA,otras infecciones,neumonia,2005-01-01,4,0.0,3,0.0,0,0.0,0,0.0,0,0.0,7,,
INCAHUASI,otras infecciones,neumonia,2005-01-01,16,0.0,16,0.0,2,0.0,5,0.0,1,0.0,40,,
INGAVI (HUMAITA),otras infecciones,neumonia,2005-01-01,0,0.0,3,,0,0.0,0,0.0,0,0.0,3,,
INQUISIVI,otras infecciones,neumonia,2005-01-01,2,0.0,8,0.0,0,0.0,2,0.0,3,0.0,15,,
IRUPANA (VILLA DE LANZA),otras infecciones,neumonia,2005-01-01,6,0.0,8,0.0,1,0.0,3,0.0,3,0.0,21,,
IXIAMAS,otras infecciones,neumonia,2005-01-01,21,0.0,8,0.0,1,0.0,3,0.0,1,0.0,34,,
