municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
APOLO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,2,0,0,2
COTOCA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,1,0,2
EL TORNO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,0,2,2
ENTRE RIOS CBBA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,0,0,1
GUAYARAMERIN,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,4,0,0,4
IRUPANA (VILLA DE LANZA),sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
LA GUARDIA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,1,0,2
MONTEAGUDO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,0,1,2
MONTERO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,3,1,4
PALOS BLANCOS,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,0,0,1
PORONGO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,2,0,2
PUERTO GONZALO MORENO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
SAN MATIAS,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,1,4,0,3,1,9
SAN MIGUEL DE VELASCO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,3,0,3
SHINAOTA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
