municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
POTOSI,sospecha diagnostica,paralisis flacida aguda (polio),2010-01-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2010-01-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2010-02-01,0.0,1.0,1.0,0.0,0.0,0.0,2.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2010-03-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
HUACARETA,sospecha diagnostica,paralisis flacida aguda (polio),2010-03-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
SORACACHI,sospecha diagnostica,paralisis flacida aguda (polio),2010-03-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2010-04-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
PORTACHUELO,sospecha diagnostica,paralisis flacida aguda (polio),2010-04-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
PUNA,sospecha diagnostica,paralisis flacida aguda (polio),2010-05-01,0.0,0.0,0.0,2.0,0.0,0.0,2.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2010-07-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PORTACHUELO,sospecha diagnostica,paralisis flacida aguda (polio),2010-07-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2010-07-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
VILLA MONTES,sospecha diagnostica,paralisis flacida aguda (polio),2010-08-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
EL ALTO,sospecha diagnostica,paralisis flacida aguda (polio),2010-09-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
MONTERO,sospecha diagnostica,paralisis flacida aguda (polio),2010-09-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
SUCRE,sospecha diagnostica,paralisis flacida aguda (polio),2010-09-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TARIJA,sospecha diagnostica,paralisis flacida aguda (polio),2010-09-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
URIONDO (A. CONCEPCION),sospecha diagnostica,paralisis flacida aguda (polio),2010-09-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2010-11-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
LA PAZ,sospecha diagnostica,paralisis flacida aguda (polio),2010-11-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2010-11-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2010-12-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
