municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-01-01,0,0,1,0,0,0,1
EL PUENTE(TJA),sospecha diagnostica,sarampion / rubeola,2010-01-01,0,0,0,0,1,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-02-01,0,0,1,0,0,0,1
TARIJA,sospecha diagnostica,sarampion / rubeola,2010-02-01,0,1,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2010-03-01,0,1,3,0,0,0,4
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-03-01,0,0,1,0,0,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2010-03-01,2,1,0,0,0,0,3
VILLA MONTES,sospecha diagnostica,sarampion / rubeola,2010-03-01,0,1,0,0,0,0,1
YOCALLA,sospecha diagnostica,sarampion / rubeola,2010-03-01,0,1,1,0,0,0,2
ATOCHA,sospecha diagnostica,sarampion / rubeola,2010-04-01,0,0,1,1,1,0,3
BERMEJO,sospecha diagnostica,sarampion / rubeola,2010-04-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2010-04-01,0,0,1,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-04-01,1,1,1,0,0,0,3
EL PUENTE(TJA),sospecha diagnostica,sarampion / rubeola,2010-04-01,0,0,1,1,0,0,2
PASORAPA,sospecha diagnostica,sarampion / rubeola,2010-04-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2010-04-01,1,0,0,0,0,0,1
TRINIDAD,sospecha diagnostica,sarampion / rubeola,2010-04-01,0,0,1,0,0,0,1
URIONDO (A. CONCEPCION),sospecha diagnostica,sarampion / rubeola,2010-04-01,1,0,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-05-01,0,0,1,0,0,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2010-05-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2010-05-01,2,0,0,0,0,1,3
TARIJA,sospecha diagnostica,sarampion / rubeola,2010-05-01,0,1,0,0,0,0,1
URIONDO (A. CONCEPCION),sospecha diagnostica,sarampion / rubeola,2010-05-01,1,0,0,0,0,0,1
ATOCHA,sospecha diagnostica,sarampion / rubeola,2010-06-01,0,1,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-06-01,1,3,0,0,0,0,4
EL PUENTE(TJA),sospecha diagnostica,sarampion / rubeola,2010-06-01,0,0,1,1,0,0,2
LA PAZ,sospecha diagnostica,sarampion / rubeola,2010-06-01,1,0,2,0,0,1,4
PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2010-06-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2010-06-01,1,0,0,0,0,0,1
VILLA MONTES,sospecha diagnostica,sarampion / rubeola,2010-06-01,0,0,0,1,0,0,1
VILLAZON,sospecha diagnostica,sarampion / rubeola,2010-06-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2010-07-01,0,1,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-07-01,2,1,1,0,1,0,5
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-08-01,0,0,0,0,1,0,1
POTOSI,sospecha diagnostica,sarampion / rubeola,2010-08-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2010-08-01,1,0,0,0,0,0,1
TARIJA,sospecha diagnostica,sarampion / rubeola,2010-08-01,2,0,1,0,0,0,3
ATOCHA,sospecha diagnostica,sarampion / rubeola,2010-09-01,0,0,0,1,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2010-09-01,0,1,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-09-01,0,2,0,1,0,0,3
LA PAZ,sospecha diagnostica,sarampion / rubeola,2010-09-01,1,2,0,0,0,0,3
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2010-09-01,0,0,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2010-09-01,10,0,0,0,2,0,12
TARIJA,sospecha diagnostica,sarampion / rubeola,2010-09-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2010-10-01,2,0,0,0,0,0,2
COIPASA,sospecha diagnostica,sarampion / rubeola,2010-10-01,0,0,0,1,1,0,2
EL ALTO,sospecha diagnostica,sarampion / rubeola,2010-10-01,1,2,1,1,0,0,5
