municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-01-01,0,0,1,1,4,4,10
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-01-01,0,0,0,3,5,2,10
PATACAMAYA,sospecha diagnostica,influenza / pandemica,2010-01-01,0,0,0,0,0,1,1
POTOSI,sospecha diagnostica,influenza / pandemica,2010-01-01,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2010-01-01,1,1,1,11,28,4,46
TARIJA,sospecha diagnostica,influenza / pandemica,2010-01-01,0,0,0,0,1,0,1
UYUNI,sospecha diagnostica,influenza / pandemica,2010-01-01,0,0,0,0,1,0,1
VILLAZON,sospecha diagnostica,influenza / pandemica,2010-01-01,0,0,0,1,1,0,2
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-02-01,0,0,1,0,0,0,1
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-02-01,1,1,0,0,2,0,4
LA PAZ,sospecha diagnostica,influenza / pandemica,2010-02-01,0,0,0,0,1,0,1
ORURO,sospecha diagnostica,influenza / pandemica,2010-02-01,0,0,0,0,0,2,2
POTOSI,sospecha diagnostica,influenza / pandemica,2010-02-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2010-02-01,0,1,2,10,28,6,47
SORATA,sospecha diagnostica,influenza / pandemica,2010-02-01,1,0,0,0,0,0,1
ACHACACHI,sospecha diagnostica,influenza / pandemica,2010-03-01,0,1,0,0,0,0,1
CAMIRI,sospecha diagnostica,influenza / pandemica,2010-03-01,0,0,1,2,0,0,3
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-03-01,1,4,2,1,4,2,14
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-03-01,8,4,2,0,1,1,16
EL TORNO,sospecha diagnostica,influenza / pandemica,2010-03-01,0,0,1,0,0,0,1
LA PAZ,sospecha diagnostica,influenza / pandemica,2010-03-01,5,4,0,1,3,0,13
ORURO,sospecha diagnostica,influenza / pandemica,2010-03-01,0,1,0,0,5,0,6
PATACAMAYA,sospecha diagnostica,influenza / pandemica,2010-03-01,0,0,0,0,2,0,2
POTOSI,sospecha diagnostica,influenza / pandemica,2010-03-01,0,0,0,0,1,0,1
RURRENABAQUE,sospecha diagnostica,influenza / pandemica,2010-03-01,0,0,0,0,1,0,1
SACABA,sospecha diagnostica,influenza / pandemica,2010-03-01,0,0,0,0,3,0,3
SAN IGNACIO,sospecha diagnostica,influenza / pandemica,2010-03-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2010-03-01,26,48,20,36,85,26,241
VILLA TUNARI,sospecha diagnostica,influenza / pandemica,2010-03-01,0,0,0,0,1,0,1
ACHOCALLA,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,0,1,1,0,2
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-04-01,2,3,2,6,8,3,24
COPACABANA,sospecha diagnostica,influenza / pandemica,2010-04-01,0,1,0,1,0,0,2
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-04-01,16,11,4,7,12,1,51
EL TORNO,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,0,0,1,0,1
LA PAZ,sospecha diagnostica,influenza / pandemica,2010-04-01,35,32,13,11,31,4,126
ORURO,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,0,1,2,1,4
POTOSI,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,0,2,6,2,10
SACABA,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,0,0,3,0,3
SAN IGNACIO DE VELASCO,sospecha diagnostica,influenza / pandemica,2010-04-01,6,7,0,0,0,0,13
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2010-04-01,14,37,14,34,56,17,172
TIPUANI,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,0,0,1,0,1
TUPIZA,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,1,1,1,0,3
VALLEGRANDE,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,1,0,0,0,1
VIACHA,sospecha diagnostica,influenza / pandemica,2010-04-01,0,0,0,1,0,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-05-01,2,4,1,2,3,1,13
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-05-01,5,12,0,2,5,1,25
LA PAZ,sospecha diagnostica,influenza / pandemica,2010-05-01,18,19,2,1,7,0,47
ORURO,sospecha diagnostica,influenza / pandemica,2010-05-01,0,0,0,1,0,0,1
POTOSI,sospecha diagnostica,influenza / pandemica,2010-05-01,0,0,0,0,1,4,5
SACABA,sospecha diagnostica,influenza / pandemica,2010-05-01,0,0,0,0,0,1,1
SAN BORJA,sospecha diagnostica,influenza / pandemica,2010-05-01,0,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,sospecha diagnostica,influenza / pandemica,2010-05-01,4,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2010-05-01,19,3,5,12,32,8,79
SUCRE,sospecha diagnostica,influenza / pandemica,2010-05-01,0,0,0,0,1,0,1
TARIJA,sospecha diagnostica,influenza / pandemica,2010-05-01,1,0,0,0,0,0,1
VILLAZON,sospecha diagnostica,influenza / pandemica,2010-05-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-06-01,3,1,4,7,5,2,22
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-06-01,6,1,0,1,2,0,10
LA PAZ,sospecha diagnostica,influenza / pandemica,2010-06-01,17,8,4,4,8,0,41
ORURO,sospecha diagnostica,influenza / pandemica,2010-06-01,0,0,0,0,2,0,2
POTOSI,sospecha diagnostica,influenza / pandemica,2010-06-01,0,0,0,4,4,0,8
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2010-06-01,7,3,3,12,39,5,69
TARIJA,sospecha diagnostica,influenza / pandemica,2010-06-01,0,0,0,2,3,0,5
VILLAZON,sospecha diagnostica,influenza / pandemica,2010-06-01,0,1,0,0,1,0,2
CARAPARI,sospecha diagnostica,influenza / pandemica,2010-07-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-07-01,4,3,2,7,15,3,34
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-07-01,6,3,2,11,27,4,53
LA PAZ,sospecha diagnostica,influenza / pandemica,2010-07-01,5,11,8,4,69,3,100
ORURO,sospecha diagnostica,influenza / pandemica,2010-07-01,0,0,0,2,3,1,6
POTOSI,sospecha diagnostica,influenza / pandemica,2010-07-01,0,0,0,1,2,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2010-07-01,6,0,2,9,19,2,38
TARIJA,sospecha diagnostica,influenza / pandemica,2010-07-01,0,0,0,1,10,0,11
VIACHA,sospecha diagnostica,influenza / pandemica,2010-07-01,0,0,0,0,2,0,2
VILLAZON,sospecha diagnostica,influenza / pandemica,2010-07-01,0,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,influenza / pandemica,2010-08-01,0,0,1,0,0,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-08-01,4,15,11,19,64,8,121
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-08-01,3,10,4,12,64,4,97
EL TORNO,sospecha diagnostica,influenza / pandemica,2010-08-01,0,0,0,0,2,0,2
LA ASUNTA,sospecha diagnostica,influenza / pandemica,2010-08-01,1,1,4,0,2,0,8
LA PAZ,sospecha diagnostica,influenza / pandemica,2010-08-01,12,40,41,29,245,18,385
ORURO,sospecha diagnostica,influenza / pandemica,2010-08-01,0,2,2,33,44,5,86
PORTACHUELO,sospecha diagnostica,influenza / pandemica,2010-08-01,0,0,0,0,1,0,1
POTOSI,sospecha diagnostica,influenza / pandemica,2010-08-01,0,0,0,0,2,2,4
SACABA,sospecha diagnostica,influenza / pandemica,2010-08-01,0,0,0,2,7,0,9
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2010-08-01,5,2,1,12,44,6,70
SUCRE,sospecha diagnostica,influenza / pandemica,2010-08-01,0,0,0,1,0,0,1
TARIJA,sospecha diagnostica,influenza / pandemica,2010-08-01,0,0,0,1,2,0,3
URIONDO (A. CONCEPCION),sospecha diagnostica,influenza / pandemica,2010-08-01,0,0,2,0,0,0,2
VIACHA,sospecha diagnostica,influenza / pandemica,2010-08-01,0,1,1,1,0,0,3
WARNES,sospecha diagnostica,influenza / pandemica,2010-08-01,0,0,0,0,1,0,1
ACHACACHI,sospecha diagnostica,influenza / pandemica,2010-09-01,0,0,0,0,0,1,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-09-01,10,20,18,28,73,6,155
CORIPATA,sospecha diagnostica,influenza / pandemica,2010-09-01,0,0,0,0,0,2,2
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-09-01,6,5,0,3,5,0,19
LA ASUNTA,sospecha diagnostica,influenza / pandemica,2010-09-01,0,0,1,0,0,0,1
LA GUARDIA,sospecha diagnostica,influenza / pandemica,2010-09-01,0,0,0,1,0,0,1
LA PAZ,sospecha diagnostica,influenza / pandemica,2010-09-01,9,12,18,13,103,14,169
ORURO,sospecha diagnostica,influenza / pandemica,2010-09-01,0,0,5,38,47,2,92
POTOSI,sospecha diagnostica,influenza / pandemica,2010-09-01,0,1,0,2,9,2,14
SACABA,sospecha diagnostica,influenza / pandemica,2010-09-01,0,0,1,2,1,0,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2010-09-01,8,1,4,12,19,3,47
TARIJA,sospecha diagnostica,influenza / pandemica,2010-09-01,0,0,1,0,1,0,2
TIPUANI,sospecha diagnostica,influenza / pandemica,2010-09-01,0,1,0,0,0,0,1
TUPIZA,sospecha diagnostica,influenza / pandemica,2010-09-01,0,0,0,0,2,0,2
VIACHA,sospecha diagnostica,influenza / pandemica,2010-09-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2010-10-01,3,6,8,12,21,3,53
EL ALTO,sospecha diagnostica,influenza / pandemica,2010-10-01,3,5,3,3,5,0,19
LA PAZ,sospecha diagnostica,influenza / pandemica,2010-10-01,1,6,0,3,7,1,18
MECAPACA,sospecha diagnostica,influenza / pandemica,2010-10-01,0,0,0,0,0,1,1
