municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
BERMEJO,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,9,19,0,28
CAMIRI,sospecha diagnostica,dengue clasico,2010-01-01,1,1,1,0,4,1,8
CARANAVI,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2010-01-01,3,8,14,28,55,3,111
COCHABAMBA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,1,0,0,1
COTOCA,sospecha diagnostica,dengue clasico,2010-01-01,1,0,1,4,1,0,7
EL PUENTE(STC),sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2010-01-01,0,1,3,7,4,0,15
ENTRE RIOS CBBA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,1,0,1
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2010-01-01,0,4,3,29,69,0,105
LA GUARDIA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,1,4,0,5
LA PAZ,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,3,2,0,5
LAGUNILLAS,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,1,1,2
MONTEAGUDO,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,1,0,1
MONTERO,sospecha diagnostica,dengue clasico,2010-01-01,0,2,0,2,4,1,9
OKINAWA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,1,0,1
PAILON,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,3,2,0,5
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,1,3,1,5
PORONGO,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,2,0,0,2
PORVENIR,sospecha diagnostica,dengue clasico,2010-01-01,1,1,0,2,1,0,5
PUERTO SUAREZ,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,1,1,0,2
RIBERALTA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,1,3,5,0,9
RURRENABAQUE,sospecha diagnostica,dengue clasico,2010-01-01,0,0,1,0,1,1,3
SAN BORJA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,1,3,0,4
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,5,0,5
SAN JOSE DE CHIQUITOS,sospecha diagnostica,dengue clasico,2010-01-01,0,0,1,0,0,0,1
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,1,0,1
SAN JULIAN,sospecha diagnostica,dengue clasico,2010-01-01,0,1,1,0,1,0,3
SAN PEDRO,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,1,0,0,1
SAN RAFAEL,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,2,0,2
SANTA ANA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2010-01-01,3,11,11,50,84,9,168
SHINAOTA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,2,1,0,3
TRINIDAD,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,1,4,0,5
URUBICHA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,1,1,0,2
VALLEGRANDE,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,2,1,0,3
VILLA MONTES,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,1,0,1
VILLA TUNARI,sospecha diagnostica,dengue clasico,2010-01-01,0,0,1,5,12,1,19
WARNES,sospecha diagnostica,dengue clasico,2010-01-01,0,0,0,0,3,1,4
YACUIBA,sospecha diagnostica,dengue clasico,2010-01-01,0,0,1,0,3,0,4
ALTO BENI,sospecha diagnostica,dengue clasico,2010-02-01,0,0,0,0,4,0,4
BERMEJO,sospecha diagnostica,dengue clasico,2010-02-01,0,1,1,24,115,8,149
BOLPEBRA,sospecha diagnostica,dengue clasico,2010-02-01,0,0,0,1,1,0,2
BUENA VISTA,sospecha diagnostica,dengue clasico,2010-02-01,0,0,0,1,0,0,1
CAMIRI,sospecha diagnostica,dengue clasico,2010-02-01,0,0,2,6,2,2,12
CHIMORE,sospecha diagnostica,dengue clasico,2010-02-01,0,0,0,1,0,0,1
COBIJA,sospecha diagnostica,dengue clasico,2010-02-01,2,2,5,13,30,0,52
COCHABAMBA,sospecha diagnostica,dengue clasico,2010-02-01,0,0,0,1,5,0,6
COLOMI,sospecha diagnostica,dengue clasico,2010-02-01,0,0,0,0,1,0,1
COTOCA,sospecha diagnostica,dengue clasico,2010-02-01,0,0,0,6,1,1,8
CUATRO CAÑADAS,sospecha diagnostica,dengue clasico,2010-02-01,0,0,0,2,2,0,4
EL ALTO,sospecha diagnostica,dengue clasico,2010-02-01,0,0,0,1,1,0,2
