municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
MONTEAGUDO,sospecha diagnostica,leptospirosis,2010-01-01,0,0,1,0,2,1,4
VILLA TUNARI,sospecha diagnostica,leptospirosis,2010-01-01,0,0,0,0,3,0,3
EL PUENTE(STC),sospecha diagnostica,leptospirosis,2010-02-01,0,0,0,0,5,0,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2010-02-01,0,0,0,0,1,0,1
VILLA TUNARI,sospecha diagnostica,leptospirosis,2010-02-01,0,0,0,0,2,0,2
COCHABAMBA,sospecha diagnostica,leptospirosis,2010-03-01,0,0,0,0,1,0,1
RURRENABAQUE,sospecha diagnostica,leptospirosis,2010-03-01,0,0,0,0,1,0,1
COMARAPA,sospecha diagnostica,leptospirosis,2010-04-01,0,0,1,0,0,0,1
SAN JULIAN,sospecha diagnostica,leptospirosis,2010-04-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2010-04-01,0,0,0,0,3,0,3
COCHABAMBA,sospecha diagnostica,leptospirosis,2010-05-01,0,0,0,0,0,1,1
EL TORNO,sospecha diagnostica,leptospirosis,2010-06-01,0,0,0,0,1,0,1
VALLEGRANDE,sospecha diagnostica,leptospirosis,2010-06-01,0,0,0,0,1,0,1
SAN BORJA,sospecha diagnostica,leptospirosis,2010-07-01,0,0,1,0,0,0,1
YAPACANI,sospecha diagnostica,leptospirosis,2010-08-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2010-09-01,0,0,0,0,0,1,1
EL TORNO,sospecha diagnostica,leptospirosis,2010-10-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2010-10-01,0,0,0,0,2,0,2
VILLA TUNARI,sospecha diagnostica,leptospirosis,2010-11-01,0,0,0,0,2,0,2
MONTEAGUDO,sospecha diagnostica,leptospirosis,2010-12-01,0,0,0,1,0,0,1
