municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ENTRE RIOS CBBA,sospecha diagnostica,difteria,2010-05-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
TARIJA,sospecha diagnostica,difteria,2010-05-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SAN LORENZO(TJA),sospecha diagnostica,difteria,2010-06-01,0.0,0.0,0.0,1.0,3.0,0.0,4.0
TARIJA,sospecha diagnostica,difteria,2010-06-01,0.0,2.0,2.0,3.0,1.0,0.0,8.0
CARAPARI,sospecha diagnostica,difteria,2010-07-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,difteria,2010-07-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CULPINA,sospecha diagnostica,difteria,2010-07-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
PUNATA,sospecha diagnostica,difteria,2010-07-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SAN LORENZO(TJA),sospecha diagnostica,difteria,2010-07-01,0.0,0.0,1.0,1.0,1.0,0.0,3.0
TARIJA,sospecha diagnostica,difteria,2010-07-01,0.0,1.0,2.0,3.0,3.0,0.0,9.0
BERMEJO,sospecha diagnostica,difteria,2010-08-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
HUACARETA,sospecha diagnostica,difteria,2010-08-01,0.0,0.0,0.0,2.0,0.0,0.0,2.0
SAN LORENZO(TJA),sospecha diagnostica,difteria,2010-08-01,0.0,0.0,0.0,3.0,2.0,0.0,5.0
TARIJA,sospecha diagnostica,difteria,2010-08-01,1.0,1.0,1.0,3.0,2.0,0.0,8.0
URIONDO (A. CONCEPCION),sospecha diagnostica,difteria,2010-08-01,0.0,0.0,1.0,2.0,0.0,0.0,3.0
VILLA MONTES,sospecha diagnostica,difteria,2010-08-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN LORENZO(TJA),sospecha diagnostica,difteria,2010-09-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
TARIJA,sospecha diagnostica,difteria,2010-09-01,0.0,0.0,0.0,1.0,1.0,0.0,2.0
ORURO,sospecha diagnostica,difteria,2010-11-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
TARIJA,sospecha diagnostica,difteria,2010-12-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
