,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTO BENI,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
BERMEJO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAJUATA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,2,4
CAPINOTA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARANAVI,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3
CHIMORE,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,5
COBIJA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,2,1,2,1,0,0,5,1,1,0,0,0,1,0,11,3,14
COCHABAMBA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1,1,2,0,8,4,12
CONCEPCION,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COROICO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL TORNO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,1,2,0,3,1,4,1,5,0,3,0,17,3,20
ENTRE RIOS CBBA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,4
FILADELFIA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
GUANAY,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,5,3,8
IRUPANA (VILLA DE LANZA),enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,3
IXIAMAS,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
LA ASUNTA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,2,1,0,1,1,0,2,1,0,0,0,0,1,3,6,9
LA PAZ,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,1,1,0,1,0,0,0,0,2,3,0,1,1,0,4,1,8,7,15
MONTEAGUDO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PALOS BLANCOS,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,1,4
PORCO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
POTOSI,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PUERTO RICO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO VILLARROEL,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,2,6
QUILLACOLLO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,13,0,13
REYES,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
RIBERALTA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
RURRENABAQUE,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,2,1,7,1,1,0,0,0,1,0,0,1,11,3,14
SACABA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BORJA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN BUENA VENTURA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SHINAOTA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
TEOPONTE,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TIQUIPAYA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,1,0,2,0,3,2,0,3,3,2,0,3,2,3,0,13,11,24
YACUIBA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ALCALA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ALTO BENI,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
APOLO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
AYATA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BELLA FLOR,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
BERMEJO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAJUATA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CAPINOTA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARANAVI,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
COBIJA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,2,1,2,0,2,2,1,0,1,0,1,0,9,3,12
COCHABAMBA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,4,1,5
CORIPATA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2
EL ALTO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
EL TORNO,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,9,0,9
ENTRE RIOS CBBA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FILADELFIA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
GUAYARAMERIN,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,1,1,1,0,5,5,10
IRUPANA (VILLA DE LANZA),enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,2,2,1,7,3,10
IXIAMAS,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LA ASUNTA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
LA GUARDIA,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,enfermedades transmitidas por vectores (etv),leishmaniasis,2020-02-01,1,0,1,0,1,2,1,5,2,2,7,0,2,4,2,1,2,1,1,0,20,15,35
