,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ALCALA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
BELLA FLOR,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CAMIRI,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,1,4,3,7
CHARAGUA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,14,6,20
COBIJA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
COCHABAMBA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
COLCAPIRHUA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
CONCEPCION,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,2,2,2,2,1,3,1,4,0,2,0,0,0,0,2,1,8,14,22
EL TORNO,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,2,4
EL VILLAR,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EUREKA (SANTOS MERCADO),enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,3,0,2,1,2,0,15,2,1,0,2,0,0,1,25,4,29
FILADELFIA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,1,1,1,0,5,2,0,0,0,0,0,0,7,3,10
GUAYARAMERIN,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,1,2,8,10,106,77,180,171,140,160,147,160,238,334,97,101,87,80,78,89,1082,1184,2266
HUACARETA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
ICLA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
INGAVI (HUMAITA),enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,3
IXIAMAS,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,4,1,6,3,3,3,8,0,6,10,6,6,0,0,0,1,33,24,57
MACHARETI,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
MOJOCOYA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,6,6
MONTEAGUDO,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,4,2,6
NACEBE (SANTA ROSA DEL ABUNA),enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,1,2,1,2,0,2,1,5,2,0,0,0,1,0,0,11,6,17
NUEVO MANOA (NUEVA ESPERANZA),enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,3,1,3,0,1,2,0,0,5,5,4,0,0,0,1,0,17,8,25
PADILLA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,1,0,4,2,7,0,1,0,0,0,0,2,13,15
PORVENIR,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PRESTO,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
PUERTO GONZALO MORENO,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,1,0,0,0,6,5,11
PUERTO RICO,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,1,0,0,3,6,1,7,7,13,5,6,4,5,3,3,2,41,25,66
REYES,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,3,3,6
RIBERALTA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,2,7,5,11,12,21,16,36,16,66,32,15,8,11,4,4,3,171,98,269
RURRENABAQUE,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,3
SAIPINA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,1,0,0,1,2,0,2,2,2,1,2,4,14,1,10,1,8,4,5,14,46,60
SAN BUENA VENTURA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
SAN IGNACIO DE VELASCO,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,2,0,1,3,3,2,1,0,2,2,1,1,0,0,0,0,10,8,18
SAN JOAQUIN,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,2,0,5,4,4,0,0,0,2,0,13,4,17
SAN JOSE DE CHIQUITOS,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,1,3,0,1,3,2,3,0,2,0,1,1,1,7,11,18
SAN LORENZO(PND),enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,1,2,2,1,3,4,4,1,5,2,1,2,0,0,1,0,17,12,29
SAN MIGUEL DE VELASCO,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,1,1,5,3,0,1,1,2,7,0,0,1,2,1,4,9,20,29
SAN PEDRO(PND),enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA ROSA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,1,0,0,2,3,0,3,0,3,2,1,1,3,1,1,0,15,6,21
SENA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,12,10,21,13,15,17,12,10,45,23,5,3,4,2,4,0,118,78,196
SOPACHUY,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,1,0,0,0,2,0,1,2,0,7,0,3,0,0,0,1,4,13,17
SUCRE,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,1,1,0,0,0,5,4,9
TARABUCO,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,1,2,0,8,1,15,0,0,1,0,1,1,4,26,30
TOMINA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,0,1,0,0,2,6,8
VILLA NUEVA (LOMA ALTA),enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,5,1,6
VILLA SERRANO,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,2,0,0,1,1,0,0,0,3,5,0,0,2,1,2,1,10,8,18
VILLA VACA GUZMAN (MUYUPAMPA),enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,1,0,0,0,1,2,0,4,4,1,0,1,0,0,6,8,14
YACUIBA,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YAMPARAEZ,enfermedades transmitidas por vectores (etv),malaria,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
ALCALA,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3
CAMIRI,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,1,0,1,1,0,0,1,3,1,0,1,0,3,3,8,7,15
CARANAVI,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHARAGUA,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,7,5,8,13
COBIJA,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,3,2,5
COCHABAMBA,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,3
CONCEPCION,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,2,2,6,5,0,3,0,10,0,3,0,1,2,1,10,25,35
EL ALTO,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,1,0,0,0,0,1,5,2,1,1,0,0,0,0,7,4,11
EL TORNO,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,3,4
EL VILLAR,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,4
EUREKA (SANTOS MERCADO),enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,1,0,1,1,0,4,1,0,7,1,1,0,1,0,0,0,12,6,18
FILADELFIA,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,2,5
GUAYARAMERIN,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,4,2,10,9,84,63,98,83,84,106,112,99,222,230,66,59,49,56,70,59,799,766,1565
HUACARETA,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,2,4
HUACAYA (VILLA DE HUACAYA),enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ICLA,enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
INGAVI (HUMAITA),enfermedades transmitidas por vectores (etv),malaria,2020-02-01,0,0,0,0,2,2,1,3,1,2,0,3,12,2,2,0,0,0,0,0,18,12,30
