,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CHARAGUA,salud sexual y reproductiva,eclampsia,2019-01-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2019-01-01,3,0,3
LA PAZ,salud sexual y reproductiva,eclampsia,2019-01-01,3,0,3
POTOSI,salud sexual y reproductiva,eclampsia,2019-01-01,1,0,1
SAN BORJA,salud sexual y reproductiva,eclampsia,2019-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-01-01,0,2,2
SUCRE,salud sexual y reproductiva,eclampsia,2019-01-01,9,0,9
TARIJA,salud sexual y reproductiva,eclampsia,2019-01-01,3,0,3
TARVITA,salud sexual y reproductiva,eclampsia,2019-01-01,0,1,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2019-01-01,2,0,2
CAMARGO,salud sexual y reproductiva,eclampsia,2019-02-01,0,1,1
CHARAGUA,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
POTOSI,salud sexual y reproductiva,eclampsia,2019-02-01,1,1,2
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
SAN BORJA,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-02-01,3,0,3
SENA,salud sexual y reproductiva,eclampsia,2019-02-01,0,1,1
SUCRE,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
TARIJA,salud sexual y reproductiva,eclampsia,2019-02-01,2,0,2
TOTORA(CBBA),salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2019-02-01,3,0,3
CHARAGUA,salud sexual y reproductiva,eclampsia,2019-03-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2019-03-01,4,1,5
EL ALTO,salud sexual y reproductiva,eclampsia,2019-03-01,4,0,4
LA PAZ,salud sexual y reproductiva,eclampsia,2019-03-01,4,0,4
ORURO,salud sexual y reproductiva,eclampsia,2019-03-01,1,0,1
POTOSI,salud sexual y reproductiva,eclampsia,2019-03-01,0,1,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2019-03-01,1,0,1
SAN CARLOS,salud sexual y reproductiva,eclampsia,2019-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-03-01,0,3,3
SUCRE,salud sexual y reproductiva,eclampsia,2019-03-01,3,0,3
TRINIDAD,salud sexual y reproductiva,eclampsia,2019-03-01,3,0,3
VILLA MONTES,salud sexual y reproductiva,eclampsia,2019-03-01,0,1,1
VILLAZON,salud sexual y reproductiva,eclampsia,2019-03-01,1,0,1
CAMARGO,salud sexual y reproductiva,eclampsia,2019-04-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2019-04-01,2,0,2
EL ALTO,salud sexual y reproductiva,eclampsia,2019-04-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2019-04-01,1,0,1
PUERTO SUAREZ,salud sexual y reproductiva,eclampsia,2019-04-01,2,0,2
SAN LUCAS,salud sexual y reproductiva,eclampsia,2019-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-04-01,3,0,3
SUCRE,salud sexual y reproductiva,eclampsia,2019-04-01,13,0,13
EL ALTO,salud sexual y reproductiva,eclampsia,2019-05-01,4,0,4
MONTERO,salud sexual y reproductiva,eclampsia,2019-05-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2019-05-01,1,0,1
SACABA,salud sexual y reproductiva,eclampsia,2019-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-05-01,1,0,1
SUCRE,salud sexual y reproductiva,eclampsia,2019-05-01,10,2,12
TRINIDAD,salud sexual y reproductiva,eclampsia,2019-05-01,2,0,2
EL ALTO,salud sexual y reproductiva,eclampsia,2019-06-01,3,0,3
LA PAZ,salud sexual y reproductiva,eclampsia,2019-06-01,2,0,2
ORURO,salud sexual y reproductiva,eclampsia,2019-06-01,1,0,1
POTOSI,salud sexual y reproductiva,eclampsia,2019-06-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2019-06-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-06-01,9,0,9
SUCRE,salud sexual y reproductiva,eclampsia,2019-06-01,16,0,16
ARQUE,salud sexual y reproductiva,eclampsia,2019-07-01,0,1,1
EL PUENTE(STC),salud sexual y reproductiva,eclampsia,2019-07-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2019-07-01,3,0,3
MONTERO,salud sexual y reproductiva,eclampsia,2019-07-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2019-07-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2019-07-01,5,0,5
SAN BORJA,salud sexual y reproductiva,eclampsia,2019-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-07-01,8,0,8
SUCRE,salud sexual y reproductiva,eclampsia,2019-07-01,20,0,20
TRINIDAD,salud sexual y reproductiva,eclampsia,2019-07-01,1,0,1
YAMPARAEZ,salud sexual y reproductiva,eclampsia,2019-07-01,1,0,1
CHARAGUA,salud sexual y reproductiva,eclampsia,2019-08-01,2,0,2
LA GUARDIA,salud sexual y reproductiva,eclampsia,2019-08-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2019-08-01,1,0,1
MONTERO,salud sexual y reproductiva,eclampsia,2019-08-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2019-08-01,1,0,1
POTOSI,salud sexual y reproductiva,eclampsia,2019-08-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2019-08-01,3,0,3
QUIABAYA,salud sexual y reproductiva,eclampsia,2019-08-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,eclampsia,2019-08-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2019-08-01,2,0,2
SACABA,salud sexual y reproductiva,eclampsia,2019-08-01,1,0,1
SAN LUCAS,salud sexual y reproductiva,eclampsia,2019-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-08-01,7,0,7
SENA,salud sexual y reproductiva,eclampsia,2019-08-01,1,0,1
SUCRE,salud sexual y reproductiva,eclampsia,2019-08-01,17,0,17
TRINIDAD,salud sexual y reproductiva,eclampsia,2019-08-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2019-09-01,0,1,1
ORURO,salud sexual y reproductiva,eclampsia,2019-09-01,1,0,1
POTOSI,salud sexual y reproductiva,eclampsia,2019-09-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2019-09-01,2,0,2
QUILLACOLLO,salud sexual y reproductiva,eclampsia,2019-09-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2019-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-09-01,2,0,2
SUCRE,salud sexual y reproductiva,eclampsia,2019-09-01,3,0,3
TRINIDAD,salud sexual y reproductiva,eclampsia,2019-09-01,1,0,1
CAQUIAVIRI,salud sexual y reproductiva,eclampsia,2019-10-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2019-10-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2019-10-01,1,0,1
MONTERO,salud sexual y reproductiva,eclampsia,2019-10-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2019-10-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2019-10-01,3,0,3
SAN CARLOS,salud sexual y reproductiva,eclampsia,2019-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-10-01,5,2,7
SUCRE,salud sexual y reproductiva,eclampsia,2019-10-01,16,0,16
TRINIDAD,salud sexual y reproductiva,eclampsia,2019-10-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2019-11-01,2,0,2
COMARAPA,salud sexual y reproductiva,eclampsia,2019-11-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2019-11-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2019-11-01,4,0,4
RIBERALTA,salud sexual y reproductiva,eclampsia,2019-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-11-01,2,0,2
SUCRE,salud sexual y reproductiva,eclampsia,2019-11-01,2,0,2
CALACOTO,salud sexual y reproductiva,eclampsia,2019-12-01,0,1,1
ORURO,salud sexual y reproductiva,eclampsia,2019-12-01,1,0,1
PUNA,salud sexual y reproductiva,eclampsia,2019-12-01,0,1,1
PUNATA,salud sexual y reproductiva,eclampsia,2019-12-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,eclampsia,2019-12-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2019-12-01,2,0,2
SACABA,salud sexual y reproductiva,eclampsia,2019-12-01,1,0,1
SAN LUCAS,salud sexual y reproductiva,eclampsia,2019-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-12-01,3,0,3
SUCRE,salud sexual y reproductiva,eclampsia,2019-12-01,5,0,5
