,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CHIMORE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,2,0,2
FERNANDEZ ALONSO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,7,0,7
MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,1,0,1
PATACAMAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,1,0,1
POJO (CBBA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,1,0,1
PORCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,5,0,5
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,4,0,4
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,2,0,2
TARABUCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,1,0,1
VINTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-01-01,0,1,1
CAMARGO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,0,1,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,9,0,9
MACHACAMARCA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,2,0,2
PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,1,0,1
SIPE SIPE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,0,1,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,3,0,3
TARVITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-02-01,0,1,1
ANZALDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,1,0,1
CAIROMA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,0,1,1
CHIMORE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,2,0,2
CULPINA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,0,2,2
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,17,0,17
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,2,0,2
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,2,0,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,1,0,1
SAN LORENZO(PND),salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,0,1,1
SHINAOTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,0,1,1
SOPACHUY,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,0,2,2
VILLAZON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-03-01,1,0,1
CAMARGO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-04-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-04-01,4,0,4
CULPINA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-04-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-04-01,2,0,2
MACHACAMARCA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-04-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-04-01,2,0,2
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-04-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-04-01,4,0,4
VINTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-04-01,4,0,4
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
CAMARGO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
CULPINA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,0,1,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,1,2
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,1,2
PADILLA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
PAILON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,0,1,1
PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,2,0,2
SIPE SIPE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,2,0,2
TOTORA(ORR),salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,0,1,1
UNCIA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,0,1,1
VILLAZON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-05-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-06-01,2,0,2
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-06-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-06-01,3,1,4
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-06-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-06-01,1,0,1
SAN BUENA VENTURA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-06-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-06-01,3,0,3
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,2,0,2
CAMARGO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,0,2,2
CHIMORE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,5,0,5
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,1,1,2
ICLA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,3,0,3
MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,3,0,3
SAN CARLOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,3,0,3
SAN JUAN DE YAPACANI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,0,1,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-07-01,6,0,6
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-08-01,3,0,3
CAMARGO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-08-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-08-01,0,1,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-08-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-08-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-08-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-08-01,2,0,2
SENA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-08-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2019-08-01,1,0,1
