municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
LA PAZ,sospecha diagnostica,tos ferina,2013-01-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2013-01-01,6,0,0,0,0,0,6
SUCRE,sospecha diagnostica,tos ferina,2013-01-01,1,0,0,0,0,0,1
VILLA TUNARI,sospecha diagnostica,tos ferina,2013-01-01,0,0,0,0,0,0,0
EL ALTO,sospecha diagnostica,tos ferina,2013-02-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2013-02-01,3,0,0,0,0,0,3
SUCRE,sospecha diagnostica,tos ferina,2013-02-01,6,0,0,0,0,0,6
LA PAZ,sospecha diagnostica,tos ferina,2013-03-01,0,1,0,0,0,0,1
SUCRE,sospecha diagnostica,tos ferina,2013-03-01,9,2,0,0,0,0,11
TARIJA,sospecha diagnostica,tos ferina,2013-03-01,1,0,0,0,0,0,1
TRINIDAD,sospecha diagnostica,tos ferina,2013-03-01,2,0,0,0,0,0,2
BERMEJO,sospecha diagnostica,tos ferina,2013-04-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,tos ferina,2013-04-01,3,6,0,0,0,0,9
LA PAZ,sospecha diagnostica,tos ferina,2013-04-01,0,3,0,0,0,0,3
POTOSI,sospecha diagnostica,tos ferina,2013-04-01,1,0,0,0,0,0,1
QUILLACOLLO,sospecha diagnostica,tos ferina,2013-04-01,0,1,0,0,0,0,1
RIBERALTA,sospecha diagnostica,tos ferina,2013-04-01,1,0,0,0,0,0,1
SACABA,sospecha diagnostica,tos ferina,2013-04-01,1,0,0,0,0,0,1
SUCRE,sospecha diagnostica,tos ferina,2013-04-01,7,0,0,0,0,0,7
TARIJA,sospecha diagnostica,tos ferina,2013-04-01,8,0,0,0,0,0,8
URIONDO (A. CONCEPCION),sospecha diagnostica,tos ferina,2013-04-01,2,0,0,0,0,0,2
VINTO,sospecha diagnostica,tos ferina,2013-04-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,tos ferina,2013-05-01,0,3,0,0,0,0,3
LA PAZ,sospecha diagnostica,tos ferina,2013-05-01,2,0,0,0,0,0,2
SAN LORENZO(TJA),sospecha diagnostica,tos ferina,2013-05-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2013-05-01,4,0,0,0,0,0,4
SUCRE,sospecha diagnostica,tos ferina,2013-05-01,0,1,0,1,0,0,2
TARIJA,sospecha diagnostica,tos ferina,2013-05-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,tos ferina,2013-06-01,0,2,0,0,0,0,2
EL TORNO,sospecha diagnostica,tos ferina,2013-06-01,0,0,2,0,0,0,2
LA PAZ,sospecha diagnostica,tos ferina,2013-06-01,3,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2013-06-01,4,0,0,0,0,0,4
SUCRE,sospecha diagnostica,tos ferina,2013-06-01,5,0,0,0,0,0,5
VINTO,sospecha diagnostica,tos ferina,2013-06-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,tos ferina,2013-07-01,1,5,0,0,0,0,6
EL ALTO,sospecha diagnostica,tos ferina,2013-07-01,2,0,0,0,0,0,2
EL TORNO,sospecha diagnostica,tos ferina,2013-07-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2013-07-01,2,2,0,0,0,0,4
MONTERO,sospecha diagnostica,tos ferina,2013-07-01,1,0,0,0,0,0,1
POTOSI,sospecha diagnostica,tos ferina,2013-07-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2013-07-01,4,3,0,0,0,0,7
SUCRE,sospecha diagnostica,tos ferina,2013-07-01,2,1,0,0,0,0,3
COCHABAMBA,sospecha diagnostica,tos ferina,2013-08-01,2,0,0,0,0,0,2
EL ALTO,sospecha diagnostica,tos ferina,2013-08-01,4,0,0,0,0,0,4
LA PAZ,sospecha diagnostica,tos ferina,2013-08-01,1,0,0,0,0,0,1
POTOSI,sospecha diagnostica,tos ferina,2013-08-01,2,1,0,0,1,0,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2013-08-01,5,0,0,0,0,0,5
SIPE SIPE,sospecha diagnostica,tos ferina,2013-08-01,1,0,0,0,0,0,1
SUCRE,sospecha diagnostica,tos ferina,2013-08-01,4,2,0,0,0,0,6
TARIJA,sospecha diagnostica,tos ferina,2013-08-01,1,0,0,0,0,0,1
VILLA MONTES,sospecha diagnostica,tos ferina,2013-08-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,tos ferina,2013-09-01,1,0,0,0,0,0,1
