municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
MINEROS,sospecha diagnostica,rabia canina,2013-01-01,0,1,0,0,0,0,1
POTOSI,sospecha diagnostica,rabia canina,2013-01-01,1,1,0,0,0,0,2
RAVELO,sospecha diagnostica,rabia canina,2013-01-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2013-01-01,0,3,0,0,0,0,3
SUCRE,sospecha diagnostica,rabia canina,2013-01-01,3,3,0,0,0,0,6
WARNES,sospecha diagnostica,rabia canina,2013-01-01,0,2,0,0,0,0,2
YACUIBA,sospecha diagnostica,rabia canina,2013-01-01,0,0,1,0,0,0,1
COCHABAMBA,sospecha diagnostica,rabia canina,2013-02-01,0,0,1,0,0,0,1
COTOCA,sospecha diagnostica,rabia canina,2013-02-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,rabia canina,2013-02-01,1,0,0,0,0,0,1
MINEROS,sospecha diagnostica,rabia canina,2013-02-01,0,1,0,0,0,0,1
ORURO,sospecha diagnostica,rabia canina,2013-02-01,1,0,0,0,0,0,1
POTOSI,sospecha diagnostica,rabia canina,2013-02-01,1,4,1,0,0,0,6
PUNA,sospecha diagnostica,rabia canina,2013-02-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2013-02-01,0,2,0,0,0,0,2
SANTIVAÑES,sospecha diagnostica,rabia canina,2013-02-01,0,1,0,0,0,0,1
SUCRE,sospecha diagnostica,rabia canina,2013-02-01,1,0,0,0,0,0,1
UNCIA,sospecha diagnostica,rabia canina,2013-02-01,1,0,0,0,0,0,1
YACUIBA,sospecha diagnostica,rabia canina,2013-02-01,0,0,0,1,0,0,1
ARBIETO,sospecha diagnostica,rabia canina,2013-03-01,1,0,0,0,0,0,1
BERMEJO,sospecha diagnostica,rabia canina,2013-03-01,0,1,0,0,0,0,1
CARAPARI,sospecha diagnostica,rabia canina,2013-03-01,0,1,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,rabia canina,2013-03-01,0,1,0,0,0,0,1
ENTRE RIOS TRJ,sospecha diagnostica,rabia canina,2013-03-01,1,0,0,0,0,0,1
LA PAZ,sospecha diagnostica,rabia canina,2013-03-01,2,0,0,0,0,0,2
POTOSI,sospecha diagnostica,rabia canina,2013-03-01,0,3,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2013-03-01,0,1,0,0,0,0,1
SUCRE,sospecha diagnostica,rabia canina,2013-03-01,0,0,8,0,0,0,8
TARIJA,sospecha diagnostica,rabia canina,2013-03-01,0,1,0,0,0,0,1
VILA VILA,sospecha diagnostica,rabia canina,2013-03-01,1,0,0,0,0,0,1
WARNES,sospecha diagnostica,rabia canina,2013-03-01,0,1,0,0,0,0,1
BERMEJO,sospecha diagnostica,rabia canina,2013-04-01,0,1,0,0,0,0,1
"CAIZA ""D""",sospecha diagnostica,rabia canina,2013-04-01,1,0,0,0,0,0,1
EL ALTO,sospecha diagnostica,rabia canina,2013-04-01,1,0,0,0,0,0,1
MINEROS,sospecha diagnostica,rabia canina,2013-04-01,0,1,0,0,0,0,1
PORONGO,sospecha diagnostica,rabia canina,2013-04-01,0,0,1,1,0,0,2
POTOSI,sospecha diagnostica,rabia canina,2013-04-01,5,10,0,0,0,0,15
SAN JULIAN,sospecha diagnostica,rabia canina,2013-04-01,0,2,0,0,0,0,2
SUCRE,sospecha diagnostica,rabia canina,2013-04-01,0,19,0,0,0,0,19
