municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2013-01-01,0,0,0,0,2,1,3
EL ALTO,sospecha diagnostica,influenza / pandemica,2013-01-01,9,3,1,0,3,9,25
LA PAZ,sospecha diagnostica,influenza / pandemica,2013-01-01,0,0,0,1,0,0,1
ORURO,sospecha diagnostica,influenza / pandemica,2013-01-01,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2013-01-01,8,12,5,6,12,7,50
SUCRE,sospecha diagnostica,influenza / pandemica,2013-01-01,0,0,0,0,0,2,2
VILLA TUNARI,sospecha diagnostica,influenza / pandemica,2013-01-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2013-02-01,0,0,0,1,2,0,3
EL ALTO,sospecha diagnostica,influenza / pandemica,2013-02-01,7,8,1,2,2,5,25
ORURO,sospecha diagnostica,influenza / pandemica,2013-02-01,0,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2013-02-01,12,7,0,5,8,0,32
SUCRE,sospecha diagnostica,influenza / pandemica,2013-02-01,0,0,0,0,0,1,1
TARIJA,sospecha diagnostica,influenza / pandemica,2013-02-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2013-03-01,0,1,2,0,2,0,5
EL ALTO,sospecha diagnostica,influenza / pandemica,2013-03-01,23,22,0,2,3,9,59
LA PAZ,sospecha diagnostica,influenza / pandemica,2013-03-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2013-03-01,30,25,3,4,5,3,70
SUCRE,sospecha diagnostica,influenza / pandemica,2013-03-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2013-04-01,1,2,0,4,4,0,11
EL ALTO,sospecha diagnostica,influenza / pandemica,2013-04-01,42,28,4,0,6,6,86
POTOSI,sospecha diagnostica,influenza / pandemica,2013-04-01,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2013-04-01,42,26,6,3,9,2,88
SUCRE,sospecha diagnostica,influenza / pandemica,2013-04-01,0,0,0,0,1,0,1
TARIJA,sospecha diagnostica,influenza / pandemica,2013-04-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2013-05-01,0,1,1,2,2,3,9
EL ALTO,sospecha diagnostica,influenza / pandemica,2013-05-01,18,20,0,3,7,12,60
ORURO,sospecha diagnostica,influenza / pandemica,2013-05-01,0,0,0,1,1,0,2
POTOSI,sospecha diagnostica,influenza / pandemica,2013-05-01,0,0,0,2,2,0,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2013-05-01,13,8,2,5,7,1,36
TARIJA,sospecha diagnostica,influenza / pandemica,2013-05-01,0,0,0,0,2,0,2
BERMEJO,sospecha diagnostica,influenza / pandemica,2013-06-01,0,1,2,0,1,0,4
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2013-06-01,2,12,15,9,19,5,62
EL ALTO,sospecha diagnostica,influenza / pandemica,2013-06-01,15,28,3,5,9,18,78
EL TORNO,sospecha diagnostica,influenza / pandemica,2013-06-01,0,0,0,0,2,0,2
LA PAZ,sospecha diagnostica,influenza / pandemica,2013-06-01,0,0,0,0,1,2,3
ORURO,sospecha diagnostica,influenza / pandemica,2013-06-01,0,0,0,0,6,4,10
POTOSI,sospecha diagnostica,influenza / pandemica,2013-06-01,0,0,0,0,22,0,22
SACABA,sospecha diagnostica,influenza / pandemica,2013-06-01,0,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2013-06-01,4,18,13,15,48,7,105
SUCRE,sospecha diagnostica,influenza / pandemica,2013-06-01,1,2,0,1,16,1,21
TARIJA,sospecha diagnostica,influenza / pandemica,2013-06-01,0,0,2,1,8,6,17
