municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
COCHABAMBA,sospecha diagnostica,fiebre amarilla,2013-01-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CONCEPCION,sospecha diagnostica,fiebre amarilla,2013-01-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-01-01,0.0,0.0,0.0,0.0,1.0,1.0,2.0
VILLA TUNARI,sospecha diagnostica,fiebre amarilla,2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTRE RIOS TRJ,sospecha diagnostica,fiebre amarilla,2013-03-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-03-01,0.0,0.0,0.0,2.0,3.0,0.0,5.0
TARIJA,sospecha diagnostica,fiebre amarilla,2013-03-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
TRINIDAD,sospecha diagnostica,fiebre amarilla,2013-03-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-04-01,0.0,0.0,0.0,1.0,4.0,0.0,5.0
VILLA MONTES,sospecha diagnostica,fiebre amarilla,2013-04-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-05-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-06-01,0.0,0.0,0.0,1.0,1.0,0.0,2.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-07-01,0.0,0.0,0.0,0.0,3.0,1.0,4.0
LA PAZ,sospecha diagnostica,fiebre amarilla,2013-08-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-08-01,0.0,0.0,0.0,1.0,2.0,1.0,4.0
COCHABAMBA,sospecha diagnostica,fiebre amarilla,2013-09-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-09-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
VILLA TUNARI,sospecha diagnostica,fiebre amarilla,2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-10-01,0.0,0.0,0.0,1.0,1.0,0.0,2.0
EL ALTO,sospecha diagnostica,fiebre amarilla,2013-11-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-11-01,0.0,0.0,0.0,2.0,4.0,1.0,7.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2013-12-01,0.0,0.0,0.0,0.0,0.0,1.0,1.0
