municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ASCENCION DE GUARAYOS,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,1,1,2
BELLA FLOR,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,1,0,0,1
CAMIRI,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,1,2,0,3
CARANAVI,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,1,0,1,0,2
COBIJA,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,2,1,0,3
COTOCA,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,1,3,0,4
EL ALTO,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,1,0,0,0,1
EL TORNO,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,2,1,0,3
ENTRE RIOS CBBA,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,3,5,0,8
GUTIERREZ,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,2,0,0,2
HUACARETA,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,1,0,0,1
MAIRANA,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,2,0,2
MINEROS,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,1,0,1,0,2
PADCAYA,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,1,0,0,0,1
PADILLA,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,1,1,1,3
PUERTO VILLARROEL,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,3,4,0,7
RURRENABAQUE,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,1,0,0,1
SAN ANTONIO DE LOMERIO,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,2,0,2
SAN MATIAS,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,3,0,0,3
SAN RAFAEL,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,2,6,0,8
SANTA ROSA DEL SARA,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,1,0,1
SUCRE,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,0,1,1
TEOPONTE,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,0,1,1
TRINIDAD,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,1,0,0,0,0,1
VACAS,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,0,1,0,1
VILLA TUNARI,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,1,3,10,2,16
WARNES,sospecha diagnostica,mordedura de serpiente,2013-01-01,0,0,0,1,0,0,1
CAMATAQUI (C. VILLA ABECIA),sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,2,0,2
CARANAVI,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,2,0,1,0,3
CARMEN RIVERO TORREZ,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,1,0,1
COBIJA,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,1,0,1
CONCEPCION,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,0,1,1
COTOCA,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,1,0,0,0,1
CUEVO,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,0,1,1
EL PUENTE(STC),sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,1,0,0,1
EL TORNO,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,1,1,2
ENTRE RIOS CBBA,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,1,0,0,1,0,2
FILADELFIA,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,1,0,1
GUTIERREZ,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,3,0,3
HUACARETA,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,1,0,1
ICLA,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,0,1,1
IXIAMAS,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,1,0,0,0,1
MONTEAGUDO,sospecha diagnostica,mordedura de serpiente,2013-02-01,0,0,0,0,1,0,1
