municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue clasico,2013-01-01,3,4,0,0,0,2,9
BAURES,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,0,0,1,1
BERMEJO,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,1,8,0,9
BOYUIBE,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,1,0,0,1
BUENA VISTA,sospecha diagnostica,dengue clasico,2013-01-01,1,0,1,0,2,0,4
CAMIRI,sospecha diagnostica,dengue clasico,2013-01-01,1,0,1,2,7,0,11
CARANAVI,sospecha diagnostica,dengue clasico,2013-01-01,0,1,2,16,37,1,57
CARAPARI,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,1,1,0,2
CARMEN RIVERO TORREZ,sospecha diagnostica,dengue clasico,2013-01-01,0,1,0,1,1,0,3
CHIMORE,sospecha diagnostica,dengue clasico,2013-01-01,0,0,1,4,1,1,7
COBIJA,sospecha diagnostica,dengue clasico,2013-01-01,3,3,2,10,19,1,38
COCHABAMBA,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,10,19,1,30
CONCEPCION,sospecha diagnostica,dengue clasico,2013-01-01,0,1,0,4,1,2,8
COTOCA,sospecha diagnostica,dengue clasico,2013-01-01,0,0,1,2,4,0,7
CUATRO CAÑADAS,sospecha diagnostica,dengue clasico,2013-01-01,0,0,1,2,2,1,6
EL ALTO,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,0,2,1,3
EL PUENTE(STC),sospecha diagnostica,dengue clasico,2013-01-01,0,0,1,4,7,1,13
EL TORNO,sospecha diagnostica,dengue clasico,2013-01-01,0,7,1,5,16,1,30
FILADELFIA,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,0,1,0,1
GUANAY,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,1,12,3,16
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2013-01-01,23,85,81,243,468,122,1022
IXIAMAS,sospecha diagnostica,dengue clasico,2013-01-01,2,2,1,1,10,1,17
LA GUARDIA,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,7,5,0,12
LA PAZ,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,2,1,0,3
MACHARETI,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,0,0,1,1
MAGDALENA,sospecha diagnostica,dengue clasico,2013-01-01,0,0,4,7,30,8,49
MAPIRI,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,1,3,0,4
MONTEAGUDO,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,1,4,2,7
MONTERO,sospecha diagnostica,dengue clasico,2013-01-01,1,2,2,1,1,0,7
PADCAYA,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,0,1,0,1
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,2,1,1,4
PORONGO,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,3,2,0,5
PUERTO GONZALO MORENO,sospecha diagnostica,dengue clasico,2013-01-01,0,1,0,3,4,0,8
PUERTO QUIJARRO,sospecha diagnostica,dengue clasico,2013-01-01,0,1,0,0,2,0,3
PUERTO RICO,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,0,1,0,1
PUERTO SILES,sospecha diagnostica,dengue clasico,2013-01-01,1,1,0,0,3,0,5
PUERTO SUAREZ,sospecha diagnostica,dengue clasico,2013-01-01,0,0,1,0,0,0,1
QUIRUSILLAS,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,1,0,0,1
REYES,sospecha diagnostica,dengue clasico,2013-01-01,0,0,2,3,17,1,23
RIBERALTA,sospecha diagnostica,dengue clasico,2013-01-01,33,218,259,518,770,193,1991
ROBORE,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,0,3,0,3
RURRENABAQUE,sospecha diagnostica,dengue clasico,2013-01-01,0,2,1,4,15,1,23
SACABA,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,2,3,1,6
SAN ANDRES,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,2,2,0,4
SAN ANTONIO DE LOMERIO,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,1,3,0,4
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,3,10,1,14
SAN CARLOS,sospecha diagnostica,dengue clasico,2013-01-01,0,1,0,2,2,0,5
SAN IGNACIO,sospecha diagnostica,dengue clasico,2013-01-01,3,7,5,31,55,5,106
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2013-01-01,0,0,1,2,2,0,5
SAN JAVIER(BNI),sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,1,3,0,4
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,0,1,1,2
SAN JOAQUIN,sospecha diagnostica,dengue clasico,2013-01-01,0,0,2,2,9,1,14
SAN JOSE DE CHIQUITOS,sospecha diagnostica,dengue clasico,2013-01-01,0,0,0,0,2,0,2
