municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
CHALLAPATA,sospecha diagnostica,sarampion / rubeola,2013-01-01,0,1,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2013-01-01,1,0,1,0,0,0,2
MACHARETI,sospecha diagnostica,sarampion / rubeola,2013-01-01,0,0,0,0,0,1,1
ORURO,sospecha diagnostica,sarampion / rubeola,2013-01-01,1,1,0,0,0,0,2
POTOSI,sospecha diagnostica,sarampion / rubeola,2013-01-01,1,0,0,0,0,0,1
SAN LUCAS,sospecha diagnostica,sarampion / rubeola,2013-01-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-01-01,0,0,0,1,0,2,3
TARIJA,sospecha diagnostica,sarampion / rubeola,2013-01-01,0,1,0,0,0,0,1
VILLA TUNARI,sospecha diagnostica,sarampion / rubeola,2013-01-01,0,0,0,0,0,0,0
YOCALLA,sospecha diagnostica,sarampion / rubeola,2013-01-01,0,0,1,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2013-02-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2013-02-01,1,0,0,0,0,0,1
MACHARETI,sospecha diagnostica,sarampion / rubeola,2013-02-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-02-01,0,2,2,1,0,0,5
TARIJA,sospecha diagnostica,sarampion / rubeola,2013-02-01,0,1,0,0,0,0,1
UYUNI,sospecha diagnostica,sarampion / rubeola,2013-02-01,0,1,0,0,0,0,1
VILLAZON,sospecha diagnostica,sarampion / rubeola,2013-02-01,0,1,0,0,0,0,1
YACUIBA,sospecha diagnostica,sarampion / rubeola,2013-02-01,1,0,0,0,2,0,3
BERMEJO,sospecha diagnostica,sarampion / rubeola,2013-03-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2013-03-01,0,0,0,0,1,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2013-03-01,1,2,0,1,0,0,4
HUANUNI,sospecha diagnostica,sarampion / rubeola,2013-03-01,0,1,0,0,0,0,1
MACHARETI,sospecha diagnostica,sarampion / rubeola,2013-03-01,0,0,0,1,1,0,2
PUNATA,sospecha diagnostica,sarampion / rubeola,2013-03-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-03-01,0,0,1,2,0,0,3
SUCRE,sospecha diagnostica,sarampion / rubeola,2013-03-01,1,0,1,0,0,0,2
TARIJA,sospecha diagnostica,sarampion / rubeola,2013-03-01,0,0,0,0,1,0,1
TRINIDAD,sospecha diagnostica,sarampion / rubeola,2013-03-01,0,1,0,0,0,0,1
UYUNI,sospecha diagnostica,sarampion / rubeola,2013-03-01,1,0,0,0,0,0,1
VILLA MONTES,sospecha diagnostica,sarampion / rubeola,2013-03-01,0,2,0,0,0,0,2
VILLAZON,sospecha diagnostica,sarampion / rubeola,2013-03-01,0,1,0,0,0,0,1
BERMEJO,sospecha diagnostica,sarampion / rubeola,2013-04-01,0,0,0,2,4,0,6
ENTRE RIOS TRJ,sospecha diagnostica,sarampion / rubeola,2013-04-01,0,1,0,0,0,0,1
POTOSI,sospecha diagnostica,sarampion / rubeola,2013-04-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-04-01,2,0,0,2,0,1,5
SUCRE,sospecha diagnostica,sarampion / rubeola,2013-04-01,1,0,0,0,0,0,1
TRINIDAD,sospecha diagnostica,sarampion / rubeola,2013-04-01,0,3,0,0,0,0,3
YACUIBA,sospecha diagnostica,sarampion / rubeola,2013-04-01,0,0,0,0,1,0,1
ORURO,sospecha diagnostica,sarampion / rubeola,2013-05-01,0,1,0,0,0,0,1
SAN JOSE DE CHIQUITOS,sospecha diagnostica,sarampion / rubeola,2013-05-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-05-01,3,0,1,0,0,1,5
SUCRE,sospecha diagnostica,sarampion / rubeola,2013-05-01,1,0,2,0,0,0,3
YACUIBA,sospecha diagnostica,sarampion / rubeola,2013-05-01,0,0,0,0,1,0,1
COLQUECHACA,sospecha diagnostica,sarampion / rubeola,2013-06-01,0,0,1,0,0,0,1
ORURO,sospecha diagnostica,sarampion / rubeola,2013-06-01,1,0,0,0,0,0,1
RURRENABAQUE,sospecha diagnostica,sarampion / rubeola,2013-06-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-06-01,1,1,1,1,0,0,4
SUCRE,sospecha diagnostica,sarampion / rubeola,2013-06-01,1,0,0,0,0,0,1
URIONDO (A. CONCEPCION),sospecha diagnostica,sarampion / rubeola,2013-06-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2013-07-01,1,1,0,0,0,0,2
EL ALTO,sospecha diagnostica,sarampion / rubeola,2013-07-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-07-01,4,0,0,1,0,1,6
VILLA NUEVA (LOMA ALTA),sospecha diagnostica,sarampion / rubeola,2013-07-01,8,0,0,0,0,0,8
EL ALTO,sospecha diagnostica,sarampion / rubeola,2013-08-01,1,0,0,0,0,0,1
MACHARETI,sospecha diagnostica,sarampion / rubeola,2013-08-01,0,0,0,0,1,0,1
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2013-08-01,1,0,0,0,0,0,1
SUCRE,sospecha diagnostica,sarampion / rubeola,2013-08-01,0,0,1,0,0,0,1
VILLAZON,sospecha diagnostica,sarampion / rubeola,2013-08-01,0,1,0,0,0,0,1
CAPINOTA,sospecha diagnostica,sarampion / rubeola,2013-09-01,1,0,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2013-09-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-09-01,1,0,0,0,0,0,1
SUCRE,sospecha diagnostica,sarampion / rubeola,2013-09-01,1,0,0,0,0,0,1
TARIJA,sospecha diagnostica,sarampion / rubeola,2013-09-01,0,0,0,1,0,0,1
VILLA TUNARI,sospecha diagnostica,sarampion / rubeola,2013-09-01,0,0,0,0,0,0,0
VILLAZON,sospecha diagnostica,sarampion / rubeola,2013-09-01,1,0,0,0,0,0,1
BERMEJO,sospecha diagnostica,sarampion / rubeola,2013-10-01,1,0,0,0,0,0,1
CHALLAPATA,sospecha diagnostica,sarampion / rubeola,2013-10-01,0,1,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2013-10-01,0,0,1,0,0,0,1
ORURO,sospecha diagnostica,sarampion / rubeola,2013-10-01,1,0,0,0,0,0,1
PUERTO SUAREZ,sospecha diagnostica,sarampion / rubeola,2013-10-01,0,2,0,0,0,0,2
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2013-10-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-10-01,1,2,1,0,0,0,4
TARIJA,sospecha diagnostica,sarampion / rubeola,2013-10-01,0,0,0,0,1,0,1
URIONDO (A. CONCEPCION),sospecha diagnostica,sarampion / rubeola,2013-10-01,1,0,0,0,0,0,1
UYUNI,sospecha diagnostica,sarampion / rubeola,2013-10-01,0,0,0,1,0,0,1
VILLAZON,sospecha diagnostica,sarampion / rubeola,2013-10-01,0,0,1,0,0,0,1
YACUIBA,sospecha diagnostica,sarampion / rubeola,2013-10-01,0,0,0,0,1,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2013-11-01,0,2,0,0,0,0,2
ORURO,sospecha diagnostica,sarampion / rubeola,2013-11-01,1,0,0,0,0,0,1
POTOSI,sospecha diagnostica,sarampion / rubeola,2013-11-01,1,1,1,1,0,0,4
SUCRE,sospecha diagnostica,sarampion / rubeola,2013-11-01,4,0,0,0,0,0,4
TARIJA,sospecha diagnostica,sarampion / rubeola,2013-11-01,1,0,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2013-12-01,0,0,1,0,0,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2013-12-01,0,0,0,1,0,0,1
ORURO,sospecha diagnostica,sarampion / rubeola,2013-12-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2013-12-01,3,1,0,0,0,0,4
SUCRE,sospecha diagnostica,sarampion / rubeola,2013-12-01,1,0,0,0,0,0,1
TARIJA,sospecha diagnostica,sarampion / rubeola,2013-12-01,0,1,0,0,0,0,1
VILLA MONTES,sospecha diagnostica,sarampion / rubeola,2013-12-01,0,0,1,0,0,0,1
