municipality,group,variable,month,Cantidad,TOTAL
ALALAY,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
CAJUATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,3,3
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,4,4
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,11,11
CORQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,28,28
ESCOMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,4,4
ICLA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,2,2
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,32,32
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
MACHARETI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
MAPIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,4,4
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,14,14
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,35,35
POOPO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,5,5
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,6,6
PUNATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,8,8
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
SAN BORJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,5,5
SAN LORENZO(PND),salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,3,3
SAN RAMON SCZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,2,2
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,2,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,366,366
SHINAOTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
SORATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,3,3
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,8,8
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,5,5
TARVITA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
TIQUIPAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2014-01-01,1,1
