municipality,group,variable,month,Cantidad,TOTAL
ACACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
APOLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
ATOCHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
BETANZOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
CARACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,3.0,3.0
CHAQUI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,10.0,10.0
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,37.0,37.0
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
COLQUECHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,3.0,3.0
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,6.0,6.0
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,68.0,68.0
EL PUENTE(STC),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,7.0,7.0
ENTRE RIOS TRJ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
ESCOMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,5.0,5.0
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
GRAL. J.J. PEREZ (CHARAZANI),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,8.0,8.0
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,13.0,13.0
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,255.0,255.0
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,4.0,4.0
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,3.0,3.0
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,13.0,13.0
MOROCHATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
OCURI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,59.0,59.0
PADCAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
POOPO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,23.0,23.0
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,43.0,43.0
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,5.0,5.0
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,5.0,5.0
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
SAN PEDRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
SAN RAMON SCZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,199.0,199.0
SENA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,14.0,14.0
SIPE SIPE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,3.0,3.0
SORATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,27.0,27.0
TARATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,1.0,1.0
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,49.0,49.0
TINGUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
TIPUANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,3.0,3.0
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,3.0,3.0
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,6.0,6.0
UNCIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,5.0,5.0
VILLA CHARCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,9.0,9.0
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,12.0,12.0
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,2.0,2.0
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-01-01,13.0,13.0
APOLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
CARACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,7.0,7.0
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,30.0,30.0
COLQUECHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,3.0,3.0
COTAGAITA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,3.0,3.0
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,73.0,73.0
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,18.0,18.0
EL VILLAR,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
ESCOMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
GUANAY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,3.0,3.0
JESUS DE MACHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,10.0,10.0
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,276.0,276.0
MACHACAMARCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,4.0,4.0
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,10.0,10.0
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,12.0,12.0
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,44.0,44.0
PADCAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
PADILLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
POCOATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,18.0,18.0
QUIABAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,3.0,3.0
RAVELO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,22.0,22.0
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,5.0,5.0
SAN ANDRES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,3.0,3.0
SAN ANTONIO DE LOMERIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
SAN CARLOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
SAN IGNACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,6.0,6.0
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
SAN PEDRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
SAN RAMON SCZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,3.0,3.0
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,191.0,191.0
SENA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,8.0,8.0
SIPE SIPE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
SORATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,6.0,6.0
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
TARATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,36.0,36.0
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
TIRAQUE (CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
TOTORA(ORR),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
UNCIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
URIONDO (A. CONCEPCION),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,1.0,1.0
VILLA RIVERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,4.0,4.0
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,2.0,2.0
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-02-01,7.0,7.0
ACACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,3.0,3.0
APOLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,1.0,1.0
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,1.0,1.0
"CAIZA ""D""",salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,1.0,1.0
CHARAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,4.0,4.0
CHUQUIHUTA AYLLU JUCUMANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,2.0,2.0
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,48.0,48.0
COLQUECHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,1.0,1.0
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,8.0,8.0
CUATRO CAÑADAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,1.0,1.0
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,51.0,51.0
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,12.0,12.0
ESCOMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,3.0,3.0
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,3.0,3.0
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,3.0,3.0
JESUS DE MACHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,2.0,2.0
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2014-03-01,10.0,10.0
