,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
COCHABAMBA,tuberculosis y lepra,lepra paucibacilar,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LA GUARDIA,tuberculosis y lepra,lepra paucibacilar,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,tuberculosis y lepra,lepra paucibacilar,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PORTACHUELO,tuberculosis y lepra,lepra paucibacilar,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN IGNACIO,tuberculosis y lepra,lepra paucibacilar,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
EL TORNO,tuberculosis y lepra,lepra paucibacilar,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RURRENABAQUE,tuberculosis y lepra,lepra paucibacilar,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,tuberculosis y lepra,lepra paucibacilar,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,tuberculosis y lepra,lepra paucibacilar,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,3
EL TORNO,tuberculosis y lepra,lepra paucibacilar,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,tuberculosis y lepra,lepra paucibacilar,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
COCHABAMBA,tuberculosis y lepra,lepra paucibacilar,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
EL TORNO,tuberculosis y lepra,lepra paucibacilar,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL TORNO,tuberculosis y lepra,lepra paucibacilar,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACARETA,tuberculosis y lepra,lepra paucibacilar,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,lepra paucibacilar,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,2,1,1,0,11,3,14
REYES,tuberculosis y lepra,lepra paucibacilar,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,tuberculosis y lepra,lepra paucibacilar,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
COCHABAMBA,tuberculosis y lepra,lepra paucibacilar,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
EL TORNO,tuberculosis y lepra,lepra paucibacilar,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
