,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ALTO BENI,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,3,0,3,0,3
APOLO,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,2,0,2,0,2
ARANI,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,4,0,4,0,4
ARQUE,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,3,0,3,0,3
AYATA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
BATALLAS,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,3,0,3,0,3
BELEN DE ANDAMARCA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
BERMEJO,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,3,0,3,0,3
BETANZOS,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,2,0,2,0,2
CAJUATA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
CALAMARCA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,2,0,2,0,2
CAMIRI,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,3,0,3,0,3
CARANAVI,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
CARIPUYO,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
CHAYANTA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,2,0,2,0,2
CHIMORE,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,21,0,21,0,21
CHUMA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,4,0,4,0,4
COBIJA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,6,0,6,0,6
COCAPATA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,44,0,44,0,44
COLCAPIRHUA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,2,0,2,0,2
COLLANA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,4,0,4,0,4
COLOMI,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,7,0,7,0,7
COLPA BELGICA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
COLQUECHACA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,5,0,5,0,5
COLQUENCHA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,2,0,2,0,2
COLQUIRI,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,13,0,13,0,13
COMANCHE,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,2,0,2,0,2
COPACABANA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,4,0,4,0,4
COTOCA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,14,0,14,0,14
EL ALTO,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,183,0,183,0,183
EL CHORO,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
EL PUENTE(STC),estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
EL TORNO,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,7,0,7,0,7
EL VILLAR,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
ENTRE RIOS TRJ,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,5,0,5,0,5
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,2,0,2,0,2
HUACHACALLA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
HUANUNI,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
ICHOCA,estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,5,0,5,0,5
INGAVI (HUMAITA),estado nutricional,embarazada desnutrida,2010-01-01,0,0,0,0,0,0,1,0,1,0,1
