,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACACIO,estado nutricional,desnutricion moderada (m),2010-01-01,0,1,0,0,0,3,0,0,0,4,4
ACHACACHI,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
ACHOCALLA,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,3,1,0,0,0,0,4,1,5
AIQUILE,estado nutricional,desnutricion moderada (m),2010-01-01,2,0,1,0,4,3,0,0,7,3,10
ALCALA,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
ANCORAIMES,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,0,2,2,0,0,0,2,2,4
ANZALDO,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,1,2,0,1,0,0,2,3,5
APOLO,estado nutricional,desnutricion moderada (m),2010-01-01,2,1,4,0,2,2,0,0,8,3,11
ARAMPAMPA,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,1,0,1,0,0,0,3,0,3
ARANI,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
ARBIETO,estado nutricional,desnutricion moderada (m),2010-01-01,2,0,1,0,0,0,0,0,3,0,3
ARQUE,estado nutricional,desnutricion moderada (m),2010-01-01,1,1,1,3,0,1,0,0,2,5,7
ATOCHA,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,2,4,2,2,0,0,5,6,11
AZURDUY,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,1,3,3,4,0,0,4,7,11
BAURES,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,1,0,1,0,0,0,2,0,2
BERMEJO,estado nutricional,desnutricion moderada (m),2010-01-01,0,4,7,4,0,2,0,0,7,10,17
BETANZOS,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,0,2,0,0,0,0,1,2,3
BOLIVAR,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
BOLPEBRA,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,1,0,2,1,0,0,3,1,4
BOYUIBE,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,0,2,0,1,0,0,0,3,3
BUENA VISTA,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
CABEZAS,estado nutricional,desnutricion moderada (m),2010-01-01,0,1,0,0,1,0,0,0,1,1,2
CAMARGO,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
CAMIRI,estado nutricional,desnutricion moderada (m),2010-01-01,1,1,0,0,0,0,0,0,1,1,2
CAPINOTA,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,1,2,2,0,0,0,4,2,6
CARACOLLO,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,0,0,0,1,0,0,1,1,2
CARANAVI,estado nutricional,desnutricion moderada (m),2010-01-01,4,5,5,2,6,8,0,0,15,15,30
CARIPUYO,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,3,0,3,2,0,0,6,2,8
CARMEN RIVERO TORREZ,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,2,0,1,0,0,0,4,0,4
CHALLAPATA,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,1,1,0,0,0,0,1,1,2
CHAQUI,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,1,1,1,0,0,0,2,1,3
CHARAGUA,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,5,5,3,3,0,0,9,8,17
CHAYANTA,estado nutricional,desnutricion moderada (m),2010-01-01,0,4,2,0,0,0,0,0,2,4,6
CHIMORE,estado nutricional,desnutricion moderada (m),2010-01-01,0,1,2,1,1,0,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,desnutricion moderada (m),2010-01-01,0,0,0,0,0,2,0,0,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,desnutricion moderada (m),2010-01-01,2,0,1,0,0,0,0,0,3,0,3
CKOCHAS,estado nutricional,desnutricion moderada (m),2010-01-01,0,1,4,1,0,0,0,0,4,2,6
CLIZA,estado nutricional,desnutricion moderada (m),2010-01-01,0,0,0,0,0,1,0,0,0,1,1
COBIJA,estado nutricional,desnutricion moderada (m),2010-01-01,1,0,1,3,1,0,0,0,3,3,6
COCAPATA,estado nutricional,desnutricion moderada (m),2010-01-01,0,1,0,1,1,2,0,0,1,4,5
