,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,0,1,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,4,0,4
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,8,0,8
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,1,0,1
SAN PEDRO DE TIQUINA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,3,0,3
TOTORA(ORR),salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,0,1,1
CLIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,2,0,2
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,5,0,5
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,1,0,1
TARVITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,0,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,1,0,1
CUEVO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,0,2,2
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,3,0,3
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,13,0,13
MIZQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,2,0,2
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,1,12,13
CHUA COCANI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
CLIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,2,0,2
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,10,0,10
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
SANTA ANA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
TARVITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,0,1,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,2,0,2
EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,7,0,7
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
PAMPA AULLAGAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
PATACAMAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,0,1,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,3,0,3
SAMAIPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,2,1,3
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,2,0,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,14,0,14
MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,15,1,16
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,11,0,11
VINTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,1,0,1
CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,1,0,1
GUANAY,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,11,0,11
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,3,0,3
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,1,5,6
YACUIBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,0,1,1
BATALLAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-08-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-08-01,10,0,10
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-08-01,2,0,2
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-08-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-08-01,2,0,2
SOPACHUY,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-08-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-08-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-08-01,1,0,1
CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-09-01,1,0,1
COTAGAITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-09-01,0,1,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-09-01,1,0,1
LA ASUNTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-09-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-09-01,27,1,28
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-09-01,7,0,7
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-09-01,2,0,2
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-09-01,11,0,11
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-10-01,2,0,2
CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-10-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-10-01,2,0,2
COROICO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-10-01,1,0,1
DESAGUADERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-10-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-10-01,27,0,27
MIZQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-10-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-10-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-11-01,23,0,23
PADCAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-11-01,0,1,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-11-01,1,0,1
SAN BUENA VENTURA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-11-01,1,0,1
YACUIBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-11-01,0,1,1
CHAYANTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,2,0,2
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,35,0,35
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,2,0,2
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,3,0,3
SAN BUENA VENTURA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,1,0,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,1,0,1
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-12-01,1,0,1
