,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
LA PAZ,salud sexual y reproductiva,eclampsia,2021-01-01,3,0,3
ORURO,salud sexual y reproductiva,eclampsia,2021-01-01,2,0,2
RIBERALTA,salud sexual y reproductiva,eclampsia,2021-01-01,3,0,3
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2021-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-01-01,7,0,7
SUCRE,salud sexual y reproductiva,eclampsia,2021-01-01,1,0,1
TARIJA,salud sexual y reproductiva,eclampsia,2021-01-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2021-02-01,1,0,1
FERNANDEZ ALONSO,salud sexual y reproductiva,eclampsia,2021-02-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2021-02-01,2,0,2
ORURO,salud sexual y reproductiva,eclampsia,2021-02-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2021-02-01,1,0,1
SAN BUENA VENTURA,salud sexual y reproductiva,eclampsia,2021-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-02-01,4,1,5
CAQUIAVIRI,salud sexual y reproductiva,eclampsia,2021-03-01,0,1,1
CONCEPCION,salud sexual y reproductiva,eclampsia,2021-03-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2021-03-01,1,0,1
EL TORNO,salud sexual y reproductiva,eclampsia,2021-03-01,1,0,1
INQUISIVI,salud sexual y reproductiva,eclampsia,2021-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2021-03-01,4,0,4
RIBERALTA,salud sexual y reproductiva,eclampsia,2021-03-01,1,0,1
SAN BORJA,salud sexual y reproductiva,eclampsia,2021-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-03-01,7,0,7
TOMINA,salud sexual y reproductiva,eclampsia,2021-03-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2021-03-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,salud sexual y reproductiva,eclampsia,2021-04-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2021-04-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2021-04-01,2,1,3
MINEROS,salud sexual y reproductiva,eclampsia,2021-04-01,0,1,1
MOJOCOYA,salud sexual y reproductiva,eclampsia,2021-04-01,0,1,1
ORURO,salud sexual y reproductiva,eclampsia,2021-04-01,1,0,1
POROMA,salud sexual y reproductiva,eclampsia,2021-04-01,1,0,1
PUCARANI,salud sexual y reproductiva,eclampsia,2021-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-04-01,3,0,3
SUCRE,salud sexual y reproductiva,eclampsia,2021-04-01,1,0,1
VILLA CHARCAS,salud sexual y reproductiva,eclampsia,2021-04-01,1,0,1
APOLO,salud sexual y reproductiva,eclampsia,2021-05-01,0,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,eclampsia,2021-05-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2021-05-01,1,1,2
EL ALTO,salud sexual y reproductiva,eclampsia,2021-05-01,3,0,3
LA PAZ,salud sexual y reproductiva,eclampsia,2021-05-01,3,0,3
ORURO,salud sexual y reproductiva,eclampsia,2021-05-01,1,0,1
SAN BORJA,salud sexual y reproductiva,eclampsia,2021-05-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2021-05-01,1,0,1
SANTA ROSA DEL SARA,salud sexual y reproductiva,eclampsia,2021-05-01,0,1,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2021-05-01,3,0,3
EL ALTO,salud sexual y reproductiva,eclampsia,2021-06-01,2,0,2
LA PAZ,salud sexual y reproductiva,eclampsia,2021-06-01,1,1,2
MONTERO,salud sexual y reproductiva,eclampsia,2021-06-01,1,0,1
POTOSI,salud sexual y reproductiva,eclampsia,2021-06-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2021-06-01,2,0,2
SAN CARLOS,salud sexual y reproductiva,eclampsia,2021-06-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2021-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-06-01,4,0,4
TRINIDAD,salud sexual y reproductiva,eclampsia,2021-06-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2021-07-01,3,0,3
LA PAZ,salud sexual y reproductiva,eclampsia,2021-07-01,3,0,3
MONTERO,salud sexual y reproductiva,eclampsia,2021-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-07-01,5,0,5
TRINIDAD,salud sexual y reproductiva,eclampsia,2021-07-01,1,0,1
CHIMORE,salud sexual y reproductiva,eclampsia,2021-08-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2021-08-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2021-08-01,0,1,1
QUILLACOLLO,salud sexual y reproductiva,eclampsia,2021-08-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2021-08-01,1,0,1
SAN BORJA,salud sexual y reproductiva,eclampsia,2021-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-08-01,2,0,2
SUCRE,salud sexual y reproductiva,eclampsia,2021-08-01,2,0,2
TRINIDAD,salud sexual y reproductiva,eclampsia,2021-08-01,0,1,1
COLQUIRI,salud sexual y reproductiva,eclampsia,2021-09-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2021-09-01,0,1,1
LA ASUNTA,salud sexual y reproductiva,eclampsia,2021-09-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2021-09-01,5,0,5
MONTERO,salud sexual y reproductiva,eclampsia,2021-09-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2021-09-01,1,0,1
SANTA ANA,salud sexual y reproductiva,eclampsia,2021-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-09-01,5,0,5
BATALLAS,salud sexual y reproductiva,eclampsia,2021-10-01,0,1,1
EL TORNO,salud sexual y reproductiva,eclampsia,2021-10-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2021-10-01,4,0,4
MONTERO,salud sexual y reproductiva,eclampsia,2021-10-01,2,0,2
RIBERALTA,salud sexual y reproductiva,eclampsia,2021-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-10-01,5,0,5
LA PAZ,salud sexual y reproductiva,eclampsia,2021-11-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,eclampsia,2021-11-01,3,0,3
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,eclampsia,2021-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-11-01,5,0,5
COCHABAMBA,salud sexual y reproductiva,eclampsia,2021-12-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2021-12-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2021-12-01,4,0,4
ORURO,salud sexual y reproductiva,eclampsia,2021-12-01,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2021-12-01,2,0,2
TARIJA,salud sexual y reproductiva,eclampsia,2021-12-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2021-12-01,2,0,2
