,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
BATALLAS,salud sexual y reproductiva,preeclampsia severa,2022-01-01,2,0,2
BERMEJO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
CAJUATA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
CAQUIAVIRI,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
CARAPARI,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,19,1,20
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2022-01-01,2,1,3
CORIPATA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
CORO CORO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
COROICO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
CUEVO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,2,0,2
GUTIERREZ,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2022-01-01,17,0,17
MECAPACA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
MINEROS,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,10,0,10
MOROCHATA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
NAZACARA DE PACAJES,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
OCURI,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,1,2
ORURO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,5,0,5
PUCARANI,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,3,0,3
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,3,0,3
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,52,8,60
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2022-01-01,2,0,2
SUCRE,salud sexual y reproductiva,preeclampsia severa,2022-01-01,2,0,2
TACOBAMBA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
TARIJA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,4,0,4
TINGUIPAYA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa,2022-01-01,3,0,3
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
VINTO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
YACO,salud sexual y reproductiva,preeclampsia severa,2022-01-01,0,1,1
YOTALA,salud sexual y reproductiva,preeclampsia severa,2022-01-01,1,0,1
ATOCHA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
CARIPUYO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,4,0,4
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,18,0,18
COLCAPIRHUA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
CORO CORO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
COROICO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,3,0,3
CUEVO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,5,0,5
EL TORNO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,2,0,2
EXALTACION,salud sexual y reproductiva,preeclampsia severa,2022-02-01,0,1,1
GUANAY,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2022-02-01,27,0,27
LURIBAY,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2022-02-01,2,0,2
MOCOMOCO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
MOJOCOYA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,4,0,4
OCURI,salud sexual y reproductiva,preeclampsia severa,2022-02-01,0,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,9,0,9
PALCA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,2,0,2
PELECHUCO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,0,1,1
PUCARANI,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
PUNATA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,3,0,3
RAQAYPAMPA(ETA),salud sexual y reproductiva,preeclampsia severa,2022-02-01,0,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,7,1,8
SACABA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,3,0,3
SAN BORJA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
SAN PEDRO DE MACHA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,48,12,60
SAPAHAQUI,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
SORATA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,0,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2022-02-01,8,1,9
TAPACARI,salud sexual y reproductiva,preeclampsia severa,2022-02-01,0,1,1
TARIJA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,3,0,3
TOMINA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2022-02-01,4,0,4
UYUNI,salud sexual y reproductiva,preeclampsia severa,2022-02-01,0,1,1
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
ZUDAÑEZ,salud sexual y reproductiva,preeclampsia severa,2022-02-01,1,0,1
APOLO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
BATALLAS,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
CAQUIAVIRI,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
CARACOLLO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
CARAPARI,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
CHIMORE,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,salud sexual y reproductiva,preeclampsia severa,2022-03-01,2,1,3
COCAPATA,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2022-03-01,11,0,11
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
CUEVO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,2,0,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,9,1,10
EL TORNO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2022-03-01,31,0,31
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
MOCOMOCO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,2,0,2
MONTERO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,8,0,8
MOROCHATA,salud sexual y reproductiva,preeclampsia severa,2022-03-01,3,0,3
ORURO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,11,0,11
PAILON,salud sexual y reproductiva,preeclampsia severa,2022-03-01,4,0,4
POCOATA,salud sexual y reproductiva,preeclampsia severa,2022-03-01,0,1,1
POOPO,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
POTOSI,salud sexual y reproductiva,preeclampsia severa,2022-03-01,2,0,2
PUCARANI,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
PUNATA,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2022-03-01,8,0,8
ROBORE,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
SACABA,salud sexual y reproductiva,preeclampsia severa,2022-03-01,1,0,1
