,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CHARAGUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-01-01,1,0,1
COBIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-01-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-01-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-01-01,28,0,28
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-01-01,12,0,12
PADCAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-01-01,0,1,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-01-01,1,0,1
COTAGAITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-02-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-02-01,1,0,1
HUATAJATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-02-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-02-01,20,1,21
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-02-01,1,0,1
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-02-01,24,0,24
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-03-01,29,2,31
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-03-01,1,0,1
SAN JULIAN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-03-01,4,0,4
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-03-01,1,0,1
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-03-01,32,0,32
TUPIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-03-01,1,0,1
CLIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,1,0,1
COTAGAITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,0,1,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,27,2,29
PATACAMAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,2,0,2
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,0,1,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,1,0,1
SANTA ROSA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,1,0,1
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-04-01,25,0,25
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,2,0,2
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,22,0,22
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,2,0,2
PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,1,0,1
SAN BORJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,1,0,1
SAN BUENA VENTURA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,2,0,2
SANTA ROSA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,1,0,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,0,1,1
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,31,0,31
YACUIBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-05-01,0,1,1
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-06-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-06-01,26,0,26
MAPIRI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-06-01,1,0,1
MINEROS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-06-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-06-01,1,0,1
PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-06-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-06-01,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-06-01,2,4,6
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-06-01,2,0,2
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-07-01,0,1,1
COLQUIRI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-07-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-07-01,13,0,13
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-07-01,1,0,1
SORATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-07-01,0,1,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-07-01,2,0,2
TIQUIPAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-07-01,0,1,1
VIACHA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,0,1,1
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,0,2,2
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,4,0,4
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,1,0,1
MOROCHATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,5,1,6
SAN JAVIER(STC),salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,0,1,1
TOMAVE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-08-01,0,1,1
BATALLAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-09-01,0,1,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-09-01,5,0,5
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-09-01,1,0,1
CHAYANTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-10-01,1,0,1
COROICO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-10-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-10-01,0,1,1
SAN BENITO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-10-01,0,1,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-10-01,1,0,1
TARATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-10-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,3,0,3
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,2,0,2
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,1,1,2
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,1,0,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,1,0,1
TOMAVE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,1,0,1
VILLA TUNARI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,0,1,1
VINTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-11-01,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-12-01,1,0,1
CLIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-12-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2022-12-01,1,0,1
