,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,ira sin neumonia,2024-01-01,2,2,3,0,12,6,4,1,1,2,1,8,4,11,1,8,4,1,18,25,50,64,114
ACHACACHI,otras infecciones,ira sin neumonia,2024-01-01,9,7,6,17,49,64,43,38,18,24,18,33,82,141,35,57,28,37,106,104,394,522,916
ACHOCALLA,otras infecciones,ira sin neumonia,2024-01-01,9,9,8,16,46,53,38,37,11,28,10,11,35,100,16,28,7,22,54,53,234,357,591
AIQUILE,otras infecciones,ira sin neumonia,2024-01-01,9,12,4,11,33,42,33,28,17,17,6,18,22,47,15,23,14,17,39,44,192,259,451
ALALAY,otras infecciones,ira sin neumonia,2024-01-01,0,0,2,0,4,4,1,1,2,1,0,0,4,8,3,2,3,1,10,7,29,24,53
ALCALA,otras infecciones,ira sin neumonia,2024-01-01,5,2,8,4,22,22,12,14,4,3,2,5,13,33,7,17,5,11,20,24,98,135,233
ALTO BENI,otras infecciones,ira sin neumonia,2024-01-01,7,6,15,8,43,42,24,31,19,14,10,15,47,67,25,30,21,14,43,20,254,247,501
ANCORAIMES,otras infecciones,ira sin neumonia,2024-01-01,1,3,2,2,16,8,9,9,6,7,7,3,23,26,7,8,8,7,43,30,122,103,225
ANDAMARCA,otras infecciones,ira sin neumonia,2024-01-01,2,0,2,1,19,6,6,5,10,5,3,2,19,28,6,6,7,6,25,26,99,85,184
ANTEQUERA,otras infecciones,ira sin neumonia,2024-01-01,0,2,0,1,3,5,12,6,4,4,4,7,18,32,3,9,7,6,4,5,55,77,132
ANZALDO,otras infecciones,ira sin neumonia,2024-01-01,1,5,2,3,18,16,13,7,6,13,0,7,9,26,3,7,4,6,16,36,72,126,198
APOLO,otras infecciones,ira sin neumonia,2024-01-01,17,12,18,16,38,40,28,21,11,19,6,19,25,44,9,16,13,11,36,23,201,221,422
ARAMPAMPA,otras infecciones,ira sin neumonia,2024-01-01,0,0,4,1,6,9,6,5,2,5,2,1,5,2,4,7,3,3,9,13,41,46,87
ARANI,otras infecciones,ira sin neumonia,2024-01-01,8,3,3,3,18,12,7,7,4,1,2,1,9,15,4,6,2,8,18,22,75,78,153
ARBIETO,otras infecciones,ira sin neumonia,2024-01-01,19,14,17,17,97,88,49,41,10,20,16,11,18,87,10,31,4,20,55,52,295,381,676
ARQUE,otras infecciones,ira sin neumonia,2024-01-01,8,7,8,10,41,36,18,13,16,16,4,9,31,37,12,16,13,11,24,36,175,191,366
ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2024-01-01,23,22,34,27,98,87,35,52,16,22,5,18,11,37,12,18,18,24,31,38,283,345,628
ATOCHA,otras infecciones,ira sin neumonia,2024-01-01,7,15,11,17,61,46,55,51,34,41,14,22,97,117,76,75,42,33,37,41,434,458,892
AUCAPATA,otras infecciones,ira sin neumonia,2024-01-01,0,1,0,0,4,7,3,10,2,4,2,1,7,23,1,3,8,2,6,8,33,59,92
AYATA,otras infecciones,ira sin neumonia,2024-01-01,0,0,0,2,14,6,6,9,4,4,0,0,7,15,4,3,11,6,18,30,64,75,139
AYO AYO,otras infecciones,ira sin neumonia,2024-01-01,9,5,6,4,21,19,13,11,11,17,7,7,28,45,14,19,18,24,76,72,203,223,426
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,ira sin neumonia,2024-01-01,16,13,25,24,87,82,43,32,27,28,9,19,101,113,51,50,36,35,141,154,536,550,1086
AZURDUY,otras infecciones,ira sin neumonia,2024-01-01,4,4,9,9,57,45,14,17,9,21,11,25,31,70,16,36,18,15,32,54,201,296,497
BATALLAS,otras infecciones,ira sin neumonia,2024-01-01,7,5,7,9,26,40,14,13,8,13,4,19,27,39,5,19,9,17,45,45,152,219,371
BAURES,otras infecciones,ira sin neumonia,2024-01-01,1,0,6,2,24,14,17,9,17,13,8,13,16,33,14,11,13,7,41,31,157,133,290
BELEN DE ANDAMARCA,otras infecciones,ira sin neumonia,2024-01-01,0,0,0,0,2,4,2,3,0,6,3,1,7,5,0,1,6,6,11,14,31,40,71
BELEN DE URMIRI,otras infecciones,ira sin neumonia,2024-01-01,1,2,0,1,6,4,1,2,0,3,1,0,6,7,5,2,4,4,13,7,37,32,69
BELLA FLOR,otras infecciones,ira sin neumonia,2024-01-01,1,1,2,0,19,14,14,9,7,5,8,5,32,23,7,6,4,6,16,7,110,76,186
BERMEJO,otras infecciones,ira sin neumonia,2024-01-01,34,28,63,74,151,164,103,117,57,71,32,35,154,236,56,110,66,84,91,118,807,1037,1844
BETANZOS,otras infecciones,ira sin neumonia,2024-01-01,20,12,19,30,96,81,50,36,35,23,19,28,90,123,50,79,47,59,185,185,611,656,1267
BOLIVAR,otras infecciones,ira sin neumonia,2024-01-01,4,4,5,2,10,8,7,7,3,4,1,3,3,11,3,9,8,9,23,27,67,84,151
BOLPEBRA,otras infecciones,ira sin neumonia,2024-01-01,0,0,2,0,5,6,3,5,8,6,3,1,11,15,4,3,3,1,4,3,43,40,83
BOYUIBE,otras infecciones,ira sin neumonia,2024-01-01,4,0,6,4,24,15,19,19,8,8,7,9,21,29,4,20,14,8,20,31,127,143,270
BUENA VISTA,otras infecciones,ira sin neumonia,2024-01-01,10,13,21,19,63,47,29,19,16,14,9,16,28,59,7,26,4,20,46,31,233,264,497
CABEZAS,otras infecciones,ira sin neumonia,2024-01-01,16,21,22,21,80,135,79,72,46,53,40,47,106,155,57,64,51,60,81,92,578,720,1298
CAIROMA,otras infecciones,ira sin neumonia,2024-01-01,11,6,6,7,44,29,17,23,6,13,8,7,52,81,22,32,25,27,77,75,268,300,568
"CAIZA ""D""",otras infecciones,ira sin neumonia,2024-01-01,16,3,23,14,41,37,24,40,19,15,4,18,54,105,29,31,19,18,67,103,296,384,680
CAJUATA,otras infecciones,ira sin neumonia,2024-01-01,5,11,9,8,62,52,33,26,16,15,8,10,63,68,16,20,12,9,30,28,254,247,501
CALACOTO,otras infecciones,ira sin neumonia,2024-01-01,0,2,0,3,8,4,7,2,4,2,0,1,8,7,7,13,6,13,48,38,88,85,173
CALAMARCA,otras infecciones,ira sin neumonia,2024-01-01,10,3,12,6,34,31,14,17,13,18,8,9,32,84,11,31,10,22,49,43,193,264,457
CAMARGO,otras infecciones,ira sin neumonia,2024-01-01,11,13,8,12,61,41,26,34,19,20,15,12,45,88,35,40,22,37,50,83,292,380,672
CAMATAQUI (C. VILLA ABECIA),otras infecciones,ira sin neumonia,2024-01-01,3,2,3,0,22,14,14,9,4,9,9,14,16,30,15,21,7,8,23,25,116,132,248
CAMIRI,otras infecciones,ira sin neumonia,2024-01-01,7,10,23,15,43,52,33,44,18,19,12,14,49,66,13,26,23,28,30,45,251,319,570
CAPINOTA,otras infecciones,ira sin neumonia,2024-01-01,9,15,27,22,51,65,44,34,20,17,12,16,16,59,12,23,15,18,40,52,246,321,567
CAQUIAVIRI,otras infecciones,ira sin neumonia,2024-01-01,3,7,1,6,19,14,9,8,9,4,2,12,12,29,5,7,3,15,56,37,119,139,258
CARACOLLO,otras infecciones,ira sin neumonia,2024-01-01,11,12,8,10,52,40,39,31,17,27,14,19,53,91,18,24,23,30,70,91,305,375,680
CARANAVI,otras infecciones,ira sin neumonia,2024-01-01,32,15,38,32,102,98,87,76,66,49,36,37,122,202,57,71,61,59,127,90,728,729,1457
CARANGAS,otras infecciones,ira sin neumonia,2024-01-01,0,0,2,1,3,1,1,1,1,2,1,3,5,7,2,1,1,2,4,6,20,24,44
CARAPARI,otras infecciones,ira sin neumonia,2024-01-01,11,10,11,13,56,60,57,64,46,36,20,14,47,117,29,46,16,38,51,70,344,468,812
CARIPUYO,otras infecciones,ira sin neumonia,2024-01-01,5,1,4,6,23,16,9,11,2,4,3,7,12,20,4,5,11,11,26,28,99,109,208
CARMEN RIVERO TORREZ,otras infecciones,ira sin neumonia,2024-01-01,1,5,2,0,23,25,23,16,12,7,10,6,13,35,6,13,5,9,20,26,115,142,257
CATACORA,otras infecciones,ira sin neumonia,2024-01-01,2,3,2,3,5,7,5,2,0,1,4,4,16,12,4,4,3,6,6,5,47,47,94
CHACARILLA,otras infecciones,ira sin neumonia,2024-01-01,0,0,1,1,6,8,13,10,5,4,1,0,10,15,2,2,4,4,7,10,49,54,103
CHALLAPATA,otras infecciones,ira sin neumonia,2024-01-01,24,16,18,16,49,66,29,32,18,15,15,11,40,79,14,21,26,26,91,84,324,366,690
CHAQUI,otras infecciones,ira sin neumonia,2024-01-01,0,3,4,9,27,28,6,2,6,9,7,9,23,29,9,11,7,11,35,40,124,151,275
CHARAGUA,otras infecciones,ira sin neumonia,2024-01-01,41,35,53,41,225,226,133,162,84,66,25,83,105,232,53,125,48,61,123,128,890,1159,2049
CHARAÑA,otras infecciones,ira sin neumonia,2024-01-01,3,3,6,3,16,23,12,12,1,15,2,8,21,28,8,23,8,14,38,34,115,163,278
CHAYANTA,otras infecciones,ira sin neumonia,2024-01-01,7,11,8,11,35,47,26,32,15,22,7,11,39,92,33,34,16,27,67,78,253,365,618
CHIMORE,otras infecciones,ira sin neumonia,2024-01-01,33,19,42,36,136,108,81,85,51,58,29,44,88,182,29,43,33,32,73,45,595,652,1247
CHIPAYA,otras infecciones,ira sin neumonia,2024-01-01,3,1,0,1,5,5,3,10,1,4,1,3,5,13,2,2,1,2,5,3,26,44,70
CHOQUE COTA,otras infecciones,ira sin neumonia,2024-01-01,0,0,1,0,8,1,6,0,3,2,2,1,3,10,3,3,5,5,10,9,41,31,72
CHUA COCANI,otras infecciones,ira sin neumonia,2024-01-01,1,0,0,1,1,5,5,1,1,3,1,0,5,19,4,0,7,5,11,14,36,48,84
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,ira sin neumonia,2024-01-01,9,7,4,11,33,31,27,29,25,19,8,12,40,70,33,17,21,18,40,24,240,238,478
CHUMA,otras infecciones,ira sin neumonia,2024-01-01,0,3,5,1,16,14,13,9,13,11,7,5,31,36,15,15,21,30,66,68,187,192,379
CHUQUIHUTA AYLLU JUCUMANI,otras infecciones,ira sin neumonia,2024-01-01,12,7,13,15,42,42,17,21,13,18,11,20,55,69,25,31,28,9,24,21,240,253,493
CKOCHAS,otras infecciones,ira sin neumonia,2024-01-01,4,8,6,8,35,28,13,20,16,15,10,12,33,43,24,21,19,25,60,57,220,237,457
CLIZA,otras infecciones,ira sin neumonia,2024-01-01,11,13,13,10,51,47,31,39,11,7,4,8,22,50,9,7,9,6,23,28,184,215,399
COBIJA,otras infecciones,ira sin neumonia,2024-01-01,31,33,48,32,142,128,124,117,70,84,43,52,170,199,71,86,46,67,70,80,815,878,1693
COCAPATA,otras infecciones,ira sin neumonia,2024-01-01,23,12,15,20,75,63,20,11,3,11,10,10,41,60,15,25,6,9,40,34,248,255,503
COCHABAMBA,otras infecciones,ira sin neumonia,2024-01-01,287,233,474,437,1588,1537,1147,1113,692,604,485,489,925,1598,591,832,348,624,966,1235,7503,8702,16205
COIPASA,otras infecciones,ira sin neumonia,2024-01-01,0,0,0,0,4,1,6,3,3,1,0,4,1,5,1,4,1,0,4,6,20,24,44
COLCAPIRHUA,otras infecciones,ira sin neumonia,2024-01-01,20,14,26,15,80,69,61,48,37,26,18,15,36,103,18,33,16,32,36,69,348,424,772
"COLCHA ""K""",otras infecciones,ira sin neumonia,2024-01-01,8,14,19,16,60,58,43,36,34,40,38,26,129,178,89,53,55,50,70,95,545,566,1111
