,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL DENTRO,TOTAL FUERA,TOTAL
municipality,,,,,,
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2016-01-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2016-01-01,2,0,2
TARIJA,mortalidad materna,muerte materna notificada,2016-01-01,1,0,1
TIPUANI,mortalidad materna,muerte materna notificada,2016-01-01,0,1,1
COBIJA,mortalidad materna,muerte materna notificada,2016-02-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2016-02-01,2,0,2
PUERTO RICO,mortalidad materna,muerte materna notificada,2016-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2016-02-01,1,0,1
TAPACARI,mortalidad materna,muerte materna notificada,2016-02-01,0,1,1
TIPUANI,mortalidad materna,muerte materna notificada,2016-02-01,0,1,1
VILLA TUNARI,mortalidad materna,muerte materna notificada,2016-02-01,0,1,1
ASCENCION DE GUARAYOS,mortalidad materna,muerte materna notificada,2016-03-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad materna,muerte materna notificada,2016-03-01,0,1,1
CHARAGUA,mortalidad materna,muerte materna notificada,2016-03-01,1,0,1
COBIJA,mortalidad materna,muerte materna notificada,2016-03-01,2,0,2
COCAPATA,mortalidad materna,muerte materna notificada,2016-03-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2016-03-01,2,0,2
COLQUECHACA,mortalidad materna,muerte materna notificada,2016-03-01,0,1,1
CULPINA,mortalidad materna,muerte materna notificada,2016-03-01,1,1,2
MONTERO,mortalidad materna,muerte materna notificada,2016-03-01,0,1,1
SAN LORENZO(PND),mortalidad materna,muerte materna notificada,2016-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2016-03-01,4,0,4
SUCRE,mortalidad materna,muerte materna notificada,2016-03-01,1,0,1
TACOBAMBA,mortalidad materna,muerte materna notificada,2016-03-01,0,1,1
YAMPARAEZ,mortalidad materna,muerte materna notificada,2016-03-01,0,1,1
COBIJA,mortalidad materna,muerte materna notificada,2016-04-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2016-04-01,2,0,2
COLQUECHACA,mortalidad materna,muerte materna notificada,2016-04-01,0,1,1
INCAHUASI,mortalidad materna,muerte materna notificada,2016-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2016-04-01,4,0,4
SUCRE,mortalidad materna,muerte materna notificada,2016-04-01,1,1,2
ARAMPAMPA,mortalidad materna,muerte materna notificada,2016-05-01,0,1,1
AZURDUY,mortalidad materna,muerte materna notificada,2016-05-01,1,0,1
