,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,obesidad (o),2012-01-01,4,2,1,0,1,0,4,0,10,2,12
ACHOCALLA,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,0,3,0,3,0,3
AIQUILE,estado nutricional,obesidad (o),2012-01-01,1,0,0,1,1,2,4,0,6,3,9
ALALAY,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
ALCALA,estado nutricional,obesidad (o),2012-01-01,2,0,0,0,1,1,0,0,3,1,4
ALTO BENI,estado nutricional,obesidad (o),2012-01-01,0,2,0,1,0,0,2,0,2,3,5
ANCORAIMES,estado nutricional,obesidad (o),2012-01-01,1,0,0,1,1,0,0,0,2,1,3
ANDAMARCA,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,0,1,0,1,0,1
ANTEQUERA,estado nutricional,obesidad (o),2012-01-01,0,1,0,0,0,0,2,0,2,1,3
APOLO,estado nutricional,obesidad (o),2012-01-01,2,1,1,0,0,0,8,0,11,1,12
ARAMPAMPA,estado nutricional,obesidad (o),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
ARANI,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,1,0,1,0,2,0,2
ARBIETO,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,7,0,1,0,8,0,8
ASCENCION DE GUARAYOS,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,3,2,0,0,3,2,5
ATOCHA,estado nutricional,obesidad (o),2012-01-01,1,0,1,0,1,0,8,0,11,0,11
AYATA,estado nutricional,obesidad (o),2012-01-01,1,1,0,0,0,0,2,0,3,1,4
AYO AYO,estado nutricional,obesidad (o),2012-01-01,1,0,0,1,0,0,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,obesidad (o),2012-01-01,2,2,0,0,0,2,23,0,25,4,29
AZURDUY,estado nutricional,obesidad (o),2012-01-01,3,1,0,1,0,0,0,0,3,2,5
BATALLAS,estado nutricional,obesidad (o),2012-01-01,2,1,0,0,1,1,3,0,6,2,8
BAURES,estado nutricional,obesidad (o),2012-01-01,1,0,0,0,1,0,0,0,2,0,2
BERMEJO,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,0,4,0,4,0,4
BETANZOS,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CABEZAS,estado nutricional,obesidad (o),2012-01-01,1,1,1,0,1,0,0,0,3,1,4
CAIROMA,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CAJUATA,estado nutricional,obesidad (o),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
CALACOTO,estado nutricional,obesidad (o),2012-01-01,0,1,3,0,0,0,0,0,3,1,4
CALAMARCA,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,0,3,0,3,0,3
CAMARGO,estado nutricional,obesidad (o),2012-01-01,0,0,0,1,0,0,8,0,8,1,9
CAMIRI,estado nutricional,obesidad (o),2012-01-01,0,0,0,1,0,2,2,0,2,3,5
CAPINOTA,estado nutricional,obesidad (o),2012-01-01,1,0,0,0,0,0,7,0,8,0,8
CAQUIAVIRI,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,0,2,0,2,0,2
CARACOLLO,estado nutricional,obesidad (o),2012-01-01,1,0,0,0,2,1,0,0,3,1,4
CARANAVI,estado nutricional,obesidad (o),2012-01-01,15,9,5,5,5,4,6,0,31,18,49
CARAPARI,estado nutricional,obesidad (o),2012-01-01,0,2,0,1,0,0,0,0,0,3,3
CARMEN RIVERO TORREZ,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,0,2,0,2,0,2
CATACORA,estado nutricional,obesidad (o),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,estado nutricional,obesidad (o),2012-01-01,0,0,0,0,0,0,9,0,9,0,9
CHARAGUA,estado nutricional,obesidad (o),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
CHAYANTA,estado nutricional,obesidad (o),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
CHIMORE,estado nutricional,obesidad (o),2012-01-01,5,1,0,0,0,0,4,0,9,1,10
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,obesidad (o),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
CHUMA,estado nutricional,obesidad (o),2012-01-01,1,4,0,0,1,1,2,0,4,5,9
CKOCHAS,estado nutricional,obesidad (o),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
