,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACACIO,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,2,1,0,0,0,2,2,4
ACHACACHI,estado nutricional,desnutricion leve (l),2012-01-01,6,3,5,2,6,5,0,0,17,10,27
AIQUILE,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
ALALAY,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,0,0,1,0,0,1,1,2
ALCALA,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,3,2,3,0,0,2,7,9
ALTO BENI,estado nutricional,desnutricion leve (l),2012-01-01,3,7,3,2,3,0,0,0,9,9,18
ANCORAIMES,estado nutricional,desnutricion leve (l),2012-01-01,2,1,2,2,0,0,0,0,4,3,7
ANDAMARCA,estado nutricional,desnutricion leve (l),2012-01-01,2,1,1,0,0,0,0,0,3,1,4
ANZALDO,estado nutricional,desnutricion leve (l),2012-01-01,1,2,3,0,1,0,0,0,5,2,7
APOLO,estado nutricional,desnutricion leve (l),2012-01-01,1,8,8,5,4,1,0,0,13,14,27
ARAMPAMPA,estado nutricional,desnutricion leve (l),2012-01-01,1,1,2,2,3,5,0,0,6,8,14
ARANI,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,4,1,2,0,0,2,6,8
ARBIETO,estado nutricional,desnutricion leve (l),2012-01-01,1,2,4,5,4,3,0,0,9,10,19
ARQUE,estado nutricional,desnutricion leve (l),2012-01-01,4,3,12,9,8,8,0,0,24,20,44
ASCENCION DE GUARAYOS,estado nutricional,desnutricion leve (l),2012-01-01,2,1,6,6,10,25,0,0,18,32,50
ATOCHA,estado nutricional,desnutricion leve (l),2012-01-01,4,6,10,6,16,10,0,0,30,22,52
AUCAPATA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
AYATA,estado nutricional,desnutricion leve (l),2012-01-01,1,1,2,1,1,2,0,0,4,4,8
AYO AYO,estado nutricional,desnutricion leve (l),2012-01-01,0,1,1,1,0,0,0,0,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,desnutricion leve (l),2012-01-01,3,4,7,7,1,0,0,0,11,11,22
AZURDUY,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,1,0,0,0,0,1,1,2
BATALLAS,estado nutricional,desnutricion leve (l),2012-01-01,1,2,1,1,0,1,0,0,2,4,6
BAURES,estado nutricional,desnutricion leve (l),2012-01-01,2,2,10,1,2,0,0,0,14,3,17
BELEN DE ANDAMARCA,estado nutricional,desnutricion leve (l),2012-01-01,2,0,0,0,2,0,0,0,4,0,4
BELEN DE URMIRI,estado nutricional,desnutricion leve (l),2012-01-01,1,1,0,0,0,1,0,0,1,2,3
BERMEJO,estado nutricional,desnutricion leve (l),2012-01-01,6,7,9,3,4,4,0,0,19,14,33
BETANZOS,estado nutricional,desnutricion leve (l),2012-01-01,0,0,4,0,0,1,0,0,4,1,5
BOLIVAR,estado nutricional,desnutricion leve (l),2012-01-01,5,2,6,4,3,1,0,0,14,7,21
BOLPEBRA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,1,0,1,0,0,1,2,3
BOYUIBE,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,0,1,1,0,0,1,2,3
BUENA VISTA,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,0,1,0,0,0,1,1,2
CABEZAS,estado nutricional,desnutricion leve (l),2012-01-01,0,3,6,4,1,3,0,0,7,10,17
CAIROMA,estado nutricional,desnutricion leve (l),2012-01-01,1,1,1,2,0,1,0,0,2,4,6
CAJUATA,estado nutricional,desnutricion leve (l),2012-01-01,0,2,0,1,1,1,0,0,1,4,5
CALACOTO,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
CALAMARCA,estado nutricional,desnutricion leve (l),2012-01-01,1,0,1,0,0,2,0,0,2,2,4
CAMARGO,estado nutricional,desnutricion leve (l),2012-01-01,1,1,1,3,3,1,0,0,5,5,10
CAMATAQUI (C. VILLA ABECIA),estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,0,1,0,0,0,1,1,2
CAMIRI,estado nutricional,desnutricion leve (l),2012-01-01,2,2,3,1,2,1,0,0,7,4,11
CAPINOTA,estado nutricional,desnutricion leve (l),2012-01-01,3,1,6,6,7,1,0,0,16,8,24
CAQUIAVIRI,estado nutricional,desnutricion leve (l),2012-01-01,2,0,1,0,0,0,0,0,3,0,3
