,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
ALTO BENI,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,6,0,6,0,6
ANCORAIMES,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,4,0,4,0,4
APOLO,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,4,0,4,0,4
ARAMPAMPA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,4,0,4,0,4
ARQUE,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,2,0,2,0,2
ATOCHA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,7,0,7,0,7
AYATA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,2,0,2,0,2
BATALLAS,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
BERMEJO,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
BETANZOS,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
"CAIZA ""D""",estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CALAMARCA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CAMARGO,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CAMIRI,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,6,0,6,0,6
CAPINOTA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,27,0,27,0,27
CAQUIAVIRI,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,3,0,3,0,3
CARACOLLO,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CARANAVI,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CHALLAPATA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,25,0,25,0,25
CHAQUI,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CHIMORE,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,2,0,2,0,2
CHOQUE COTA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CHUMA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,4,0,4,0,4
COBIJA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,27,0,27,0,27
COLLANA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
COLOMI,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
COLPA BELGICA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
COLQUENCHA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
COMANCHE,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,2,0,2,0,2
CONCEPCION,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,18,0,18,0,18
CORO CORO,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
COROICO,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
CORQUE,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,2,0,2,0,2
CULPINA,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,3,0,3,0,3
CURAHUARA DE CARANGAS,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,2,0,2,0,2
DESAGUADERO,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,1,0,1,0,1
EL ALTO,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,87,0,87,0,87
EL TORNO,estado nutricional,embarazada desnutrida,2012-01-01,0,0,0,0,0,0,3,0,3,0,3
