,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,desnutricion grave (g),2012-01-01,1,0,1,1,2,1,0,0,4,2,6
ACHOCALLA,estado nutricional,desnutricion grave (g),2012-01-01,1,1,0,0,0,0,0,0,1,1,2
ANCORAIMES,estado nutricional,desnutricion grave (g),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
ARQUE,estado nutricional,desnutricion grave (g),2012-01-01,0,1,0,1,0,0,0,0,0,2,2
ASCENCION DE GUARAYOS,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,1,1,0,0,0,1,1,2
AYATA,estado nutricional,desnutricion grave (g),2012-01-01,1,0,0,0,1,0,0,0,2,0,2
BELEN DE ANDAMARCA,estado nutricional,desnutricion grave (g),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
BETANZOS,estado nutricional,desnutricion grave (g),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
BOLPEBRA,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
CABEZAS,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
CAPINOTA,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
CARANAVI,estado nutricional,desnutricion grave (g),2012-01-01,0,0,3,0,0,0,0,0,3,0,3
CARMEN RIVERO TORREZ,estado nutricional,desnutricion grave (g),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,estado nutricional,desnutricion grave (g),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
CHARAGUA,estado nutricional,desnutricion grave (g),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
CHAYANTA,estado nutricional,desnutricion grave (g),2012-01-01,1,1,0,0,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
COBIJA,estado nutricional,desnutricion grave (g),2012-01-01,1,0,0,0,1,0,0,0,2,0,2
COCHABAMBA,estado nutricional,desnutricion grave (g),2012-01-01,5,1,4,8,2,4,0,0,11,13,24
COLQUECHACA,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
CORO CORO,estado nutricional,desnutricion grave (g),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
COTOCA,estado nutricional,desnutricion grave (g),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
CUEVO,estado nutricional,desnutricion grave (g),2012-01-01,0,0,1,1,1,0,0,0,2,1,3
CULPINA,estado nutricional,desnutricion grave (g),2012-01-01,0,2,0,0,0,0,0,0,0,2,2
EL ALTO,estado nutricional,desnutricion grave (g),2012-01-01,2,2,1,2,0,0,0,0,3,4,7
EL TORNO,estado nutricional,desnutricion grave (g),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,estado nutricional,desnutricion grave (g),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
GUANAY,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,2,0,0,0,0,0,2,2
GUAYARAMERIN,estado nutricional,desnutricion grave (g),2012-01-01,4,1,1,0,0,1,0,0,5,2,7
HUANUNI,estado nutricional,desnutricion grave (g),2012-01-01,2,1,0,0,0,0,0,0,2,1,3
LA PAZ,estado nutricional,desnutricion grave (g),2012-01-01,1,1,0,1,1,0,0,0,2,2,4
LAGUNILLAS,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
LLALLAGUA,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
LLICA,estado nutricional,desnutricion grave (g),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
MINEROS,estado nutricional,desnutricion grave (g),2012-01-01,1,0,1,1,0,0,0,0,2,1,3
MONTERO,estado nutricional,desnutricion grave (g),2012-01-01,1,1,0,0,0,0,0,0,1,1,2
MOROCHATA,estado nutricional,desnutricion grave (g),2012-01-01,0,1,1,0,0,0,0,0,1,1,2
ORURO,estado nutricional,desnutricion grave (g),2012-01-01,1,2,0,1,0,1,0,0,1,4,5
PAILON,estado nutricional,desnutricion grave (g),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
PALCA,estado nutricional,desnutricion grave (g),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
