municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACHACACHI,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
BERMEJO,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CHALLAPATA,violencia  intrafamiliar,hombres,2006-01-01,1,0.0,1,0.0,0,0.0,8,0.0,1,0.0,11,,
COMARAPA,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
COPACABANA,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
CULPINA,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
EL ALTO,violencia  intrafamiliar,hombres,2006-01-01,3,0.0,2,0.0,2,0.0,6,0.0,0,0.0,13,,
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
LA PAZ,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,5,0.0,7,0.0,0,0.0,12,,
LLALLAGUA,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
MOROCHATA,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
ORURO,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PADILLA,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
POTOSI,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
PUNATA,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
SACABA,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SAN LUCAS,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SUCRE,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
TARVITA,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
VACAS,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
VALLEGRANDE,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
VILLA MONTES,violencia  intrafamiliar,hombres,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
AIQUILE,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,0,0.0,6,,6,,
APOLO,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
AYATA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
BERMEJO,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
BUENA VISTA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
"CAIZA ""D""",violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,2,,0,0.0,0,0.0,2,,
CAPINOTA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,3,,
CARANAVI,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CHALLAPATA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,2,0.0,2,0.0,4,,
COCHABAMBA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COLQUENCHA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COLQUIRI,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,7,0.0,1,0.0,8,,
EL ALTO,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,1,0.0,2,0.0,10,0.0,0,0.0,13,,
FERNANDEZ ALONSO,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
LA PAZ,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,5,0.0,36,0.0,0,0.0,41,,
LLALLAGUA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,8,,0,0.0,8,,
MIZQUE,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
MONTERO,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
ORURO,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
PALOS BLANCOS,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PAMPA AULLAGAS,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUERTO ACOSTA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUERTO VILLARROEL,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
PUNA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUNATA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
QUILLACOLLO,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SACABA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
SANTIAGO DE HUARI,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SOPACHUY,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
SORATA,violencia  intrafamiliar,hombres,2006-02-01,1,,0,0.0,0,0.0,0,0.0,0,0.0,1,,
TIQUIPAYA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
TIRAQUE (CBBA),violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,2,0.0,5,0.0,0,0.0,7,,
TUPIZA,violencia  intrafamiliar,hombres,2006-02-01,1,0.0,1,0.0,1,0.0,4,0.0,0,0.0,7,,
VACAS,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
VILLAZON,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,4,,
YACUIBA,violencia  intrafamiliar,hombres,2006-02-01,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,4,,
ASCENCION DE GUARAYOS,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
AYATA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CABEZAS,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CAMIRI,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CAPINOTA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
CARANAVI,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CHALLAPATA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,8,,0,0.0,8,,
CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
COCHABAMBA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,6,,0,0.0,6,,
COLQUECHACA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
COLQUENCHA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COLQUIRI,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
CORO CORO,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
COROICO,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
EL ALTO,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,3,0.0,6,0.0,13,0.0,0,0.0,22,,
EUCALIPTUS,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
HUACARETA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
HUANUNI,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
IXIAMAS,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
LA ASUNTA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
LA PAZ,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,1,0.0,7,0.0,12,0.0,0,0.0,20,,
LLALLAGUA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,17,,0,0.0,17,,
MONTEAGUDO,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
OKINAWA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
PUERTO ACOSTA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUNATA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
ROBORE,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
SAN LUCAS,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SANTA ANA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
SIPE SIPE,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,3,,
TARIJA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
TIRAQUE (CBBA),violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
TUPIZA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,2,0.0,1,0.0,0,0.0,3,,
UYUNI,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,2,,0,0.0,0,0.0,2,,
VACAS,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,2,0.0,3,0.0,0,0.0,5,,
VALLEGRANDE,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
VIACHA,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
VILLA TUNARI,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,1,0.0,3,0.0,0,0.0,4,,
VILLAZON,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,1,0.0,1,0.0,4,0.0,0,0.0,6,,
WALDO BALLIVIAN,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
YAPACANI,violencia  intrafamiliar,hombres,2006-03-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
ACHACACHI,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
ASCENCION DE GUARAYOS,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,2,,0,0.0,0,0.0,2,,
CABEZAS,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
CAMIRI,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
CAPINOTA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CHALLAPATA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
CHARAGUA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
COCHABAMBA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
COPACABANA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
EL ALTO,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,2,0.0,5,0.0,6,0.0,0,0.0,13,,
INCAHUASI,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
LA PAZ,violencia  intrafamiliar,hombres,2006-04-01,1,0.0,0,0.0,8,0.0,15,0.0,1,0.0,25,,
LAJA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
LLALLAGUA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
MONTEAGUDO,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
MONTERO,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
MOROCHATA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,1,0.0,3,0.0,0,0.0,4,,
PUERTO QUIJARRO,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUNATA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
SACABA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
SACABAMBA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SANTA ROSA DEL SARA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
SIPE SIPE,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
SUCRE,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,3,,
TUPIZA,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
VACAS,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,2,0.0,1,0.0,0,0.0,3,,
VALLEGRANDE,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,3,,
VILLA MONTES,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
VILLA TUNARI,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
VILLAZON,violencia  intrafamiliar,hombres,2006-04-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
ASCENCION DE GUARAYOS,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
BERMEJO,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
BETANZOS,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
CAPINOTA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
CHALLAPATA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,1,0.0,7,0.0,0,0.0,8,,
CHAYANTA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CLIZA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COCHABAMBA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
COROICO,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
EL ALTO,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,6,0.0,6,0.0,10,0.0,0,0.0,22,,
EL TORNO,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
GUAYARAMERIN,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
HUANUNI,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
LA ASUNTA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
LA PAZ,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,4,0.0,8,0.0,14,0.0,0,0.0,26,,
LLALLAGUA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,8,,0,0.0,8,,
MAGDALENA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
MIZQUE,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
MONTEAGUDO,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
ORURO,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
POJO (CBBA),violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,2,,
PUERTO ACOSTA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
PUERTO VILLARROEL,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUNA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUNATA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
SACABA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SAN LORENZO(TJA),violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SAN LUCAS,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
SANTA ANA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,2,,0,0.0,0,0.0,0,0.0,2,,
SIPE SIPE,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
TACACHI,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
TARABUCO,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
TARVITA,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
TIPUANI,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
TRINIDAD,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
VACAS,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
VILLA TUNARI,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
VILLAZON,violencia  intrafamiliar,hombres,2006-05-01,0,0.0,0,0.0,1,0.0,6,0.0,0,0.0,7,,
ASCENCION DE GUARAYOS,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
AZURDUY,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CAPINOTA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
CHALLAPATA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,2,0.0,2,0.0,4,,
COCHABAMBA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,4,0.0,1,0.0,5,,
COLQUENCHA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CURVA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
EL ALTO,violencia  intrafamiliar,hombres,2006-06-01,1,0.0,1,0.0,2,0.0,5,0.0,0,0.0,9,,
EL TORNO,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
ENTRE RIOS,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
FERNANDEZ ALONSO,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
LA PAZ,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,2,0.0,3,0.0,9,0.0,0,0.0,14,,
LLALLAGUA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
MIZQUE,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,1,0.0,4,0.0,0,0.0,5,,
MONTERO,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
MOROCHATA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
ORURO,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PALOS BLANCOS,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
POROMA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUCARA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUERTO ACOSTA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PUNATA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
RIBERALTA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,1,,0,0.0,0,0.0,0,0.0,1,,
SACABA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SAN IGNACIO,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
SAN LORENZO(TJA),violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,hombres,2006-06-01,1,0.0,0,0.0,1,0.0,5,0.0,0,0.0,7,,
SICAYA,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
TAPACARI,violencia  intrafamiliar,hombres,2006-06-01,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,3,,
