,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,2,1,9,0,0,1,11,12
ACHOCALLA,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,1,4,0,0,1,4,5
AIQUILE,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7
ALTO BENI,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7
APOLO,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
ATOCHA,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AZURDUY,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,1,0,5,0,0,0,6,6
BAURES,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,1,0,39,0,0,0,40,40
BETANZOS,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BOLPEBRA,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,3,0,3,0,0,0,6,6
CAJUATA,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3
CALAMARCA,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,4,2,28,0,0,2,32,34
CAMARGO,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,2,0,8,0,0,0,10,10
CAMIRI,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,2,5,0,0,2,5,7
CARACOLLO,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,1,1,0,1,0,1,0,0,1,3,4
CHAYANTA,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,1,0,4,0,0,0,5,5
CHIMORE,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,1,0,1,4,0,0,2,4,6
CHUMA,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,1,2,0,1,0,0,1,3,4
CKOCHAS,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CLIZA,infecc. de transmision sexual,flujo uretral (vaginal),2012-01-01,0,0,0,0,0,0,0,1,0,9,0,0,0,10,10
