,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
CAMARGO,infecc. de transmision sexual,sida *,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,infecc. de transmision sexual,sida *,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,infecc. de transmision sexual,sida *,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,infecc. de transmision sexual,sida *,2012-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
LA PAZ,infecc. de transmision sexual,sida *,2012-01-01,0,0,0,0,0,0,0,1,6,1,1,0,7,2,9
ORURO,infecc. de transmision sexual,sida *,2012-01-01,0,0,0,0,0,0,0,0,3,4,1,1,4,5,9
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,sida *,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VILLAZON,infecc. de transmision sexual,sida *,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
YACUIBA,infecc. de transmision sexual,sida *,2012-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CARANAVI,infecc. de transmision sexual,sida *,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,infecc. de transmision sexual,sida *,2012-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
EL ALTO,infecc. de transmision sexual,sida *,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,infecc. de transmision sexual,sida *,2012-02-01,0,0,1,0,0,1,1,2,6,7,2,0,10,10,20
ORURO,infecc. de transmision sexual,sida *,2012-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
SAN PEDRO,infecc. de transmision sexual,sida *,2012-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,sida *,2012-02-01,1,0,0,0,0,0,0,1,0,0,14,12,15,13,28
TARIJA,infecc. de transmision sexual,sida *,2012-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
COCHABAMBA,infecc. de transmision sexual,sida *,2012-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,infecc. de transmision sexual,sida *,2012-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,infecc. de transmision sexual,sida *,2012-03-01,0,0,0,0,0,0,1,2,6,6,0,0,7,8,15
ORURO,infecc. de transmision sexual,sida *,2012-03-01,0,0,0,0,0,0,1,1,6,1,2,0,9,2,11
PORTACHUELO,infecc. de transmision sexual,sida *,2012-03-01,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,sida *,2012-03-01,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
