,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ANCORAIMES,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ANDAMARCA,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMARGO,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
CKOCHAS,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
COBIJA,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,26,14,136,107,8,6,170,127,297
EL ALTO,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,1,3,19,27,0,5,20,35,55
ICLA,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA GUARDIA,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
LA PAZ,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,9,6,0,1,9,7,16
MIZQUE,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTEAGUDO,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
MORO MORO,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
POROMA,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
POTOSI,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,3,5,6,3,0,0,9,8,17
PUERTO SUAREZ,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
QUILLACOLLO,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,13,0,0,0,13,13
SACABA,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,2,0,4,3,0,0,6,3,9
SAMAIPATA,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BORJA,infecc. de transmision sexual,ulcera genital,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
