,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
COCHABAMBA,infecc. de transmision sexual,vih mujer embarazada,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,infecc. de transmision sexual,vih mujer embarazada,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
HUANUNI,infecc. de transmision sexual,vih mujer embarazada,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,infecc. de transmision sexual,vih mujer embarazada,2012-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
MINEROS,infecc. de transmision sexual,vih mujer embarazada,2012-01-01,0,0,0,0,0,0,0,2,0,2,0,0,0,4,4
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,vih mujer embarazada,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,infecc. de transmision sexual,vih mujer embarazada,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
WARNES,infecc. de transmision sexual,vih mujer embarazada,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,infecc. de transmision sexual,vih mujer embarazada,2012-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,infecc. de transmision sexual,vih mujer embarazada,2012-02-01,0,0,0,0,0,0,0,2,0,6,0,0,0,8,8
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,vih mujer embarazada,2012-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TARIJA,infecc. de transmision sexual,vih mujer embarazada,2012-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TRINIDAD,infecc. de transmision sexual,vih mujer embarazada,2012-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),infecc. de transmision sexual,vih mujer embarazada,2012-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BETANZOS,infecc. de transmision sexual,vih mujer embarazada,2012-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,infecc. de transmision sexual,vih mujer embarazada,2012-03-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
LA PAZ,infecc. de transmision sexual,vih mujer embarazada,2012-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PUERTO VILLARROEL,infecc. de transmision sexual,vih mujer embarazada,2012-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,vih mujer embarazada,2012-03-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
TARIJA,infecc. de transmision sexual,vih mujer embarazada,2012-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TIPUANI,infecc. de transmision sexual,vih mujer embarazada,2012-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
