,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHACACHI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
AIQUILE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
ARAMPAMPA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
ATOCHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
BERMEJO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BETANZOS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,4,0,0,0,5,5
CAQUIAVIRI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
CHIMORE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,1,2,1,4,0,0,2,6,8
CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CKOCHAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CLIZA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
COBIJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,3,7,0,0,3,7,10
COCHABAMBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,1,0,0,0,0,3,1,8,0,0,2,11,13
COLCAPIRHUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
COLOMI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,5,0,1,0,6,6
COMARAPA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
