,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACACIO,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
ACHACACHI,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,4,0,4,1,1,3,17,20
AIQUILE,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,3,0,3,0,0,0,19,19
ALCALA,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,4,0,1,0,0,0,16,16
ALTO BENI,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,2,0,0,0,1,0,12,12
ANCORAIMES,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
APOLO,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,7,7
ASCENCION DE GUARAYOS,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,10,0,17,0,0,0,0,0,0,0,28,28
AUCAPATA,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYO AYO,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,7,7
AZURDUY,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,2,0,1,0,3,0,19,19
BATALLAS,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BERMEJO,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,2,0,4,0,0,0,26,26
BETANZOS,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,0,0,0,1,0,12,12
BOLPEBRA,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CABEZAS,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,3,0,2,0,0,0,27,27
"CAIZA ""D""",infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CAJUATA,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
CALAMARCA,infecc. de transmision sexual,flujo uretral/vaginal,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,7,0,1,0,0,0,50,50
