,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
EL TORNO,tuberculosis y lepra,lepra multibacilar,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUNATA,tuberculosis y lepra,lepra multibacilar,2016-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COCHABAMBA,tuberculosis y lepra,lepra multibacilar,2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EL TORNO,tuberculosis y lepra,lepra multibacilar,2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,3
MONTEAGUDO,tuberculosis y lepra,lepra multibacilar,2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra multibacilar,2016-02-01,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,3,0,0,0,0,6,4,10
EL TORNO,tuberculosis y lepra,lepra multibacilar,2016-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,5,1,6
MAGDALENA,tuberculosis y lepra,lepra multibacilar,2016-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA TUNARI,tuberculosis y lepra,lepra multibacilar,2016-03-01,0,0,0,0,2,0,0,0,0,0,0,1,4,1,0,2,0,0,2,0,8,4,12
EL TORNO,tuberculosis y lepra,lepra multibacilar,2016-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,4,1,5
ENTRE RIOS TRJ,tuberculosis y lepra,lepra multibacilar,2016-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,lepra multibacilar,2016-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL TORNO,tuberculosis y lepra,lepra multibacilar,2016-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,tuberculosis y lepra,lepra multibacilar,2016-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,4,1,5
PADILLA,tuberculosis y lepra,lepra multibacilar,2016-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,tuberculosis y lepra,lepra multibacilar,2016-07-01,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,1,0,0,0,1,2,7,9
EL TORNO,tuberculosis y lepra,lepra multibacilar,2016-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MONTEAGUDO,tuberculosis y lepra,lepra multibacilar,2016-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra multibacilar,2016-07-01,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,4
TARVITA,tuberculosis y lepra,lepra multibacilar,2016-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,tuberculosis y lepra,lepra multibacilar,2016-08-01,0,1,0,0,1,0,1,0,1,4,2,3,7,3,3,2,0,0,0,2,15,15,30
