,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHACACHI,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
AIQUILE,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,1,0,0,2,7,3,1,0,1,2,0,1,10,8,18
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,1,2,1,0,4,2,7,5,2,1,0,0,0,0,15,10,25
BERMEJO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,4,1,5
BETANZOS,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,4,1,5
BUENA VISTA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,3
CAJUATA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,4,2,6
CALAMARCA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
CAMARGO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,3,5,8
CAMATAQUI (C. VILLA ABECIA),"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMIRI,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,1,4,3,0,2,0,3,9,10,1,0,0,2,0,0,14,21,35
CARACOLLO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,3,3,6
CARAPARI,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CHAQUI,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,1,0,1,1,1,0,1,2,0,0,4,7,3,1,2,3,2,3,15,17,32
CLIZA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
COBIJA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,1,0,1,3,5,4,0,0,0,0,1,0,8,7,15
COCHABAMBA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,1,0,0,0,7,4,5,2,4,1,12,6,40,29,13,7,9,4,4,6,95,59,154
COLCAPIRHUA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COLPA BELGICA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,3
COMARAPA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,3,0,1,0,0,1,2,1,3,5,1,2,0,2,0,1,10,12,22
CONCEPCION,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,1,1,1,0,3,1,2,0,1,0,0,0,8,2,10
COPACABANA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,1,1,1,0,0,1,2,0,1,0,1,1,0,0,1,0,2,2,9,5,14
CORIPATA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,4,5
COROICO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,5,6
CORQUE,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
COTAGAITA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COTOCA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,3,4,7
CULPINA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
EL ALTO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,1,1,0,7,4,6,5,5,2,11,12,36,35,17,18,15,11,22,14,120,102,222
EL PUENTE(STC),"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,3
EL PUENTE(TJA),"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL TORNO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,1,0,0,2,0,1,0,1,0,4,2,9,2,2,0,2,0,1,2,22,7,29
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,1,0,0,0,0,0,3,4,5,1,1,0,1,1,2,0,13,6,19
ESCOMA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,2,4
FILADELFIA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,1,0,1,0,0,0,0,8,1,2,0,1,0,0,0,11,3,14
INCAHUASI,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3,1,4
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LA ASUNTA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,3
LA PAZ,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,1,0,0,0,2,3,1,0,1,3,5,0,11,16,6,5,8,4,10,5,45,36,81
MACHACAMARCA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MACHARETI,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MAGDALENA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAIRANA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,1,1,1,0,7,4,3,2,0,0,0,0,12,7,19
MAPIRI,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MINEROS,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,1,0,0,0,0,0,2,2,3,2,2,1,0,0,1,2,9,7,16
MIZQUE,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,1,0,0,2,5,7
MOCOMOCO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,4
MOJOCOYA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3
MONTEAGUDO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,1,4
MONTERO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,1,0,0,1,1,1,0,10,3,3,2,3,1,1,0,19,8,27
OCURI,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
ORURO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,1,1,2,0,1,2,2,10,8,2,6,2,4,5,2,22,26,48
PAILON,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,4,2,6
PALCA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
PALOS BLANCOS,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,5,1,6
PATACAMAYA,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,2,0,2,0,6,6,12
PORCO,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,4,1,5
