,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CHAQUI,salud sexual y reproductiva,eclampsia,2018-01-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2018-01-01,2,0,2
LA PAZ,salud sexual y reproductiva,eclampsia,2018-01-01,20,0,20
PUERTO SUAREZ,salud sexual y reproductiva,eclampsia,2018-01-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2018-01-01,4,0,4
PUNATA,salud sexual y reproductiva,eclampsia,2018-01-01,4,0,4
RIBERALTA,salud sexual y reproductiva,eclampsia,2018-01-01,1,0,1
SACABA,salud sexual y reproductiva,eclampsia,2018-01-01,1,0,1
SAN PEDRO,salud sexual y reproductiva,eclampsia,2018-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-01-01,14,5,19
SUCRE,salud sexual y reproductiva,eclampsia,2018-01-01,7,0,7
CHARAGUA,salud sexual y reproductiva,eclampsia,2018-02-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2018-02-01,3,0,3
LA PAZ,salud sexual y reproductiva,eclampsia,2018-02-01,2,0,2
POTOSI,salud sexual y reproductiva,eclampsia,2018-02-01,1,0,1
PUCARANI,salud sexual y reproductiva,eclampsia,2018-02-01,0,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2018-02-01,3,0,3
PUNATA,salud sexual y reproductiva,eclampsia,2018-02-01,2,0,2
SAN CARLOS,salud sexual y reproductiva,eclampsia,2018-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-02-01,8,12,20
SICA SICA (VILLA AROMA),salud sexual y reproductiva,eclampsia,2018-02-01,1,0,1
SUCRE,salud sexual y reproductiva,eclampsia,2018-02-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2018-02-01,1,0,1
CARANAVI,salud sexual y reproductiva,eclampsia,2018-03-01,1,0,1
CHALLAPATA,salud sexual y reproductiva,eclampsia,2018-03-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2018-03-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2018-03-01,2,0,2
ORURO,salud sexual y reproductiva,eclampsia,2018-03-01,1,0,1
PUNATA,salud sexual y reproductiva,eclampsia,2018-03-01,2,0,2
SAN CARLOS,salud sexual y reproductiva,eclampsia,2018-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-03-01,16,13,29
TRINIDAD,salud sexual y reproductiva,eclampsia,2018-03-01,3,0,3
CHARAGUA,salud sexual y reproductiva,eclampsia,2018-04-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2018-04-01,1,0,1
INCAHUASI,salud sexual y reproductiva,eclampsia,2018-04-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2018-04-01,3,1,4
ORURO,salud sexual y reproductiva,eclampsia,2018-04-01,3,0,3
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2018-04-01,11,0,11
SACABA,salud sexual y reproductiva,eclampsia,2018-04-01,3,0,3
SAN LORENZO(PND),salud sexual y reproductiva,eclampsia,2018-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-04-01,2,17,19
SUCRE,salud sexual y reproductiva,eclampsia,2018-04-01,3,0,3
TRINIDAD,salud sexual y reproductiva,eclampsia,2018-04-01,3,0,3
COCHABAMBA,salud sexual y reproductiva,eclampsia,2018-05-01,2,0,2
ENTRE RIOS CBBA,salud sexual y reproductiva,eclampsia,2018-05-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2018-05-01,1,0,1
POTOSI,salud sexual y reproductiva,eclampsia,2018-05-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2018-05-01,6,0,6
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-05-01,4,11,15
TARIJA,salud sexual y reproductiva,eclampsia,2018-05-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2018-05-01,1,0,1
CARAPARI,salud sexual y reproductiva,eclampsia,2018-06-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2018-06-01,2,0,2
EL ALTO,salud sexual y reproductiva,eclampsia,2018-06-01,2,0,2
LA PAZ,salud sexual y reproductiva,eclampsia,2018-06-01,0,1,1
ORURO,salud sexual y reproductiva,eclampsia,2018-06-01,7,0,7
PUNATA,salud sexual y reproductiva,eclampsia,2018-06-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2018-06-01,1,0,1
SACABA,salud sexual y reproductiva,eclampsia,2018-06-01,0,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-06-01,9,7,16
SIPE SIPE,salud sexual y reproductiva,eclampsia,2018-06-01,1,0,1
SUCRE,salud sexual y reproductiva,eclampsia,2018-06-01,5,0,5
YACUIBA,salud sexual y reproductiva,eclampsia,2018-06-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2018-07-01,3,0,3
LA PAZ,salud sexual y reproductiva,eclampsia,2018-07-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2018-07-01,3,0,3
POTOSI,salud sexual y reproductiva,eclampsia,2018-07-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2018-07-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2018-07-01,2,0,2
SAN MATIAS,salud sexual y reproductiva,eclampsia,2018-07-01,1,0,1
SANTA ANA,salud sexual y reproductiva,eclampsia,2018-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-07-01,1,8,9
SUCRE,salud sexual y reproductiva,eclampsia,2018-07-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2018-07-01,1,0,1
VILLA SERRANO,salud sexual y reproductiva,eclampsia,2018-07-01,0,1,1
MONTERO,salud sexual y reproductiva,eclampsia,2018-08-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2018-08-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2018-08-01,2,0,2
SACABA,salud sexual y reproductiva,eclampsia,2018-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-08-01,8,0,8
SUCRE,salud sexual y reproductiva,eclampsia,2018-08-01,3,0,3
TARIJA,salud sexual y reproductiva,eclampsia,2018-08-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2018-08-01,1,0,1
CAMIRI,salud sexual y reproductiva,eclampsia,2018-09-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2018-09-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2018-09-01,2,0,2
ORURO,salud sexual y reproductiva,eclampsia,2018-09-01,4,0,4
PUCARANI,salud sexual y reproductiva,eclampsia,2018-09-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2018-09-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2018-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-09-01,4,1,5
SENA,salud sexual y reproductiva,eclampsia,2018-09-01,0,1,1
SUCRE,salud sexual y reproductiva,eclampsia,2018-09-01,5,0,5
TRINIDAD,salud sexual y reproductiva,eclampsia,2018-09-01,3,0,3
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2018-09-01,1,0,1
VILLAZON,salud sexual y reproductiva,eclampsia,2018-09-01,0,1,1
CHARAGUA,salud sexual y reproductiva,eclampsia,2018-10-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2018-10-01,0,1,1
MINEROS,salud sexual y reproductiva,eclampsia,2018-10-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2018-10-01,1,0,1
SAN MATIAS,salud sexual y reproductiva,eclampsia,2018-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-10-01,2,2,4
SUCRE,salud sexual y reproductiva,eclampsia,2018-10-01,8,0,8
TARIJA,salud sexual y reproductiva,eclampsia,2018-10-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2018-10-01,2,0,2
COCHABAMBA,salud sexual y reproductiva,eclampsia,2018-11-01,2,0,2
LA PAZ,salud sexual y reproductiva,eclampsia,2018-11-01,2,0,2
MONTERO,salud sexual y reproductiva,eclampsia,2018-11-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2018-11-01,8,0,8
POTOSI,salud sexual y reproductiva,eclampsia,2018-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-11-01,6,0,6
SUCRE,salud sexual y reproductiva,eclampsia,2018-11-01,2,0,2
TARIJA,salud sexual y reproductiva,eclampsia,2018-11-01,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,eclampsia,2018-12-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2018-12-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2018-12-01,1,0,1
MAPIRI,salud sexual y reproductiva,eclampsia,2018-12-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2018-12-01,8,0,8
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2018-12-01,2,1,3
SENA,salud sexual y reproductiva,eclampsia,2018-12-01,0,1,1
SUCRE,salud sexual y reproductiva,eclampsia,2018-12-01,1,0,1
