,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
ARQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
CHUA COCANI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
LA GUARDIA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,8,0,8
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,2,0,2
PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,2,0,2
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
SHINAOTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,2,0,2
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,2,0,2
TUPIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,4,0,4
COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,3,0,3
HUANUNI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,3,0,3
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,2,0,2
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
PALOS BLANCOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,2,0,2
SALINAS DE GARCI MENDOZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,0,1,1
SANTA ANA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
TOLEDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,0,1,1
YUNCHARA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,12,0,12
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
CURAHUARA DE CARANGAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,4,0,4
MIZQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,0,1,1
PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,1,2
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,2,0,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
CULPINA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,12,0,12
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
OMEREQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,8,0,8
POJO (CBBA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,2,0,2
PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,2,1,3
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,0,1,1
YACUIBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-04-01,1,0,1
COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,2,0,2
COLQUIRI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,1,0,1
CULPINA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,0,3,3
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,5,0,5
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,5,0,5
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,1,0,1
PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,4,0,4
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,2,0,2
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,1,1,2
TIAWANACU,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,0,1,1
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-05-01,2,0,2
COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,0,1,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,0,1,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,0,1,1
PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,1,0,1
SAN LUCAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,28,0,28
SOPACHUY,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,0,1,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,1,0,1
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-06-01,1,0,1
BATALLAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,0,1,1
CAMARGO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,2,0,2
COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,4,1,5
HUANUNI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,1,0,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,0,1,1
MINEROS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,0,1,1
MIZQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,5,0,5
SANTA ANA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,2,0,2
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,1,1,2
VIACHA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-07-01,1,0,1
COBIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-08-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-08-01,3,0,3
