,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTO BENI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
BELLA FLOR,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,3,4
BERMEJO,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,2,0,1,2,3,1,1,3,7,11,3,4,0,4,2,3,19,28,47
BOLPEBRA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BUENA VISTA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,4,0,5,5,10
CAMIRI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,4,3,7
CARANAVI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,1,0,0,5,1,5,6,3,4,3,7,21,15,4,7,5,2,6,2,52,45,97
CARAPARI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHARAGUA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
COBIJA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,1,4,1,1,4,9,4,1,3,10,21,4,4,1,1,1,4,31,43,74
COCHABAMBA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,2,3,5
COLOMI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,3
COTOCA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL PUENTE(STC),sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL TORNO,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,2,3,2,1,4,2,1,2,9,6,2,2,0,0,2,3,22,19,41
GUANAY,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,1,1,2,1,0,1,3,3,3,1,1,2,1,1,1,10,12,22
GUAYARAMERIN,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,1,0,3,0,6,6,18,23,18,9,13,19,24,33,10,11,6,7,13,7,112,115,227
INGAVI (HUMAITA),sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LA GUARDIA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,7,1,8
MAGDALENA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,1,1,0,0,1,0,1,0,0,1,0,0,3,1,2,0,2,0,0,3,10,13
MAIRANA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,3
MAPIRI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,1,1,4,3,1,1,2,5,9,10,3,1,3,1,2,1,25,23,48
MONTEAGUDO,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,0,0,0,1,3,5,8
MONTERO,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,0,0,0,4,4,8
PALOS BLANCOS,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,1,1,2,1,1,4,1,2,7,1,1,3,2,3,4,15,19,34
PAMPA GRANDE,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PORONGO,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PORVENIR,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3
PUERTO RICO,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,1,0,0,1,2,0,1,1,2,0,0,0,0,0,0,2,6,8
PUERTO SILES,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,1,0,5,2,7
PUERTO VILLARROEL,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,3
REYES,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,1,0,0,3,19,16,23,44,9,12,36,10,42,39,21,11,8,7,5,4,164,146,310
RURRENABAQUE,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,2,1,0,8,4,12
SAN BORJA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,1,0,0,0,11,6,5,7,5,1,6,4,4,7,2,1,3,4,2,6,39,36,75
SAN CARLOS,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN IGNACIO,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3
SAN JOSE DE CHIQUITOS,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,0,3,4,7
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN LORENZO(PND),sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,3,4,7
SAN RAMON BENI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,3,2,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,1,1,2,7,5,2,5,5,8,10,2,16,29,4,7,4,7,7,5,56,71,127
SANTA ROSA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,2,3,5
SANTA ROSA DEL SARA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2,4,5,9
SENA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,1,1,0,0,1,1,1,1,2,3,0,1,0,1,1,0,6,8,14
SUCRE,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,3,2,5
TARIJA,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,7,0,7
TEOPONTE,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,3,0,2,1,1,1,1,0,4,0,1,1,0,0,0,0,12,3,15
TIPUANI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,1,0,0,2,1,1,3,3,4,19,4,10,4,1,3,0,1,36,21,57
VILLA NUEVA (LOMA ALTA),sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,1,2,0,3,0,0,1,1,2,0,0,0,0,0,4,6,10
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YAPACANI,sospecha diagnostica,dengue sin signos de alarma,2019-01-01,0,0,0,2,4,1,1,2,0,1,0,3,4,1,0,0,0,0,2,2,11,12,23
ALTO BENI,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,0,0,0,0,1,0,0,1,4,1,3,1,1,0,2,0,11,3,14
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,1,3,3,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,11,6,17
BAURES,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,1,6,7
BERMEJO,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,1,1,10,7,16,26,34,18,18,18,53,92,20,32,13,23,10,19,175,236,411
BUENA VISTA,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,3,5
CARANAVI,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,0,1,3,1,0,1,0,1,4,8,1,0,0,1,0,3,8,16,24
CARAPARI,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHARAGUA,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,3
COBIJA,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,7,8,8,11,5,6,4,6,20,33,6,9,2,3,1,0,53,76,129
COCHABAMBA,sospecha diagnostica,dengue sin signos de alarma,2019-02-01,0,0,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0,0,0,0,6,2,8
