municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
COCHABAMBA,sospecha diagnostica,rabia canina,2012-01-01,1,5,0,0,0,0,6
CUATRO CAÑADAS,sospecha diagnostica,rabia canina,2012-01-01,0,0,0,1,0,0,1
LA PAZ,sospecha diagnostica,rabia canina,2012-01-01,2,0,1,0,0,0,3
PORONGO,sospecha diagnostica,rabia canina,2012-01-01,1,1,1,0,0,0,3
POTOSI,sospecha diagnostica,rabia canina,2012-01-01,2,11,1,0,0,0,14
QUILLACOLLO,sospecha diagnostica,rabia canina,2012-01-01,1,0,0,0,0,0,1
SAN MATIAS,sospecha diagnostica,rabia canina,2012-01-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2012-01-01,2,5,0,0,0,0,7
SUCRE,sospecha diagnostica,rabia canina,2012-01-01,2,0,0,0,0,0,2
VILLA MONTES,sospecha diagnostica,rabia canina,2012-01-01,0,1,0,0,0,0,1
VINTO,sospecha diagnostica,rabia canina,2012-01-01,1,0,0,0,0,0,1
WARNES,sospecha diagnostica,rabia canina,2012-01-01,1,4,0,0,0,0,5
CHAYANTA,sospecha diagnostica,rabia canina,2012-02-01,0,1,0,0,0,0,1
"COLCHA ""K""",sospecha diagnostica,rabia canina,2012-02-01,0,0,1,0,0,0,1
LA GUARDIA,sospecha diagnostica,rabia canina,2012-02-01,0,1,0,0,0,0,1
MONTERO,sospecha diagnostica,rabia canina,2012-02-01,1,1,0,0,0,0,2
POTOSI,sospecha diagnostica,rabia canina,2012-02-01,1,6,1,0,0,0,8
SAN MATIAS,sospecha diagnostica,rabia canina,2012-02-01,0,0,0,2,1,0,3
SAN PEDRO,sospecha diagnostica,rabia canina,2012-02-01,0,0,1,0,0,1,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2012-02-01,1,1,0,0,0,0,2
SUCRE,sospecha diagnostica,rabia canina,2012-02-01,3,0,0,0,0,0,3
TARATA,sospecha diagnostica,rabia canina,2012-02-01,0,1,1,0,0,0,2
WARNES,sospecha diagnostica,rabia canina,2012-02-01,0,1,0,0,0,0,1
ACACIO,sospecha diagnostica,rabia canina,2012-03-01,0,1,0,0,0,0,1
BUENA VISTA,sospecha diagnostica,rabia canina,2012-03-01,1,0,0,0,0,0,1
CARACOLLO,sospecha diagnostica,rabia canina,2012-03-01,0,0,0,0,1,0,1
ENTRE RIOS CBBA,sospecha diagnostica,rabia canina,2012-03-01,0,1,0,0,0,0,1
POTOSI,sospecha diagnostica,rabia canina,2012-03-01,1,5,2,0,0,0,8
SAN MATIAS,sospecha diagnostica,rabia canina,2012-03-01,0,0,0,1,1,0,2
SAN PEDRO,sospecha diagnostica,rabia canina,2012-03-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2012-03-01,0,1,0,0,0,0,1
SUCRE,sospecha diagnostica,rabia canina,2012-03-01,2,4,0,0,0,0,6
URIONDO (A. CONCEPCION),sospecha diagnostica,rabia canina,2012-03-01,1,0,0,0,0,0,1
WARNES,sospecha diagnostica,rabia canina,2012-03-01,0,4,0,0,0,0,4
YOTALA,sospecha diagnostica,rabia canina,2012-03-01,2,0,0,0,0,0,2
COCHABAMBA,sospecha diagnostica,rabia canina,2012-04-01,1,0,0,0,0,0,1
LA GUARDIA,sospecha diagnostica,rabia canina,2012-04-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,rabia canina,2012-04-01,0,0,1,0,0,0,1
MONTERO,sospecha diagnostica,rabia canina,2012-04-01,1,1,0,0,0,0,2
QUILLACOLLO,sospecha diagnostica,rabia canina,2012-04-01,2,0,0,0,0,0,2
SAN MATIAS,sospecha diagnostica,rabia canina,2012-04-01,0,1,0,0,0,0,1
SAN PEDRO,sospecha diagnostica,rabia canina,2012-04-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2012-04-01,0,2,0,0,0,0,2
SUCRE,sospecha diagnostica,rabia canina,2012-04-01,4,0,0,0,0,0,4
TIQUIPAYA,sospecha diagnostica,rabia canina,2012-04-01,2,0,0,0,0,0,2
WARNES,sospecha diagnostica,rabia canina,2012-04-01,1,0,0,0,0,0,1
COLPA BELGICA,sospecha diagnostica,rabia canina,2012-05-01,0,1,0,0,0,0,1
COTOCA,sospecha diagnostica,rabia canina,2012-05-01,0,1,0,0,0,0,1
LA GUARDIA,sospecha diagnostica,rabia canina,2012-05-01,0,2,0,0,0,0,2
ORURO,sospecha diagnostica,rabia canina,2012-05-01,0,1,0,0,0,0,1
POTOSI,sospecha diagnostica,rabia canina,2012-05-01,0,4,0,0,0,0,4
SAN MATIAS,sospecha diagnostica,rabia canina,2012-05-01,0,0,0,3,0,1,4
SAN PEDRO,sospecha diagnostica,rabia canina,2012-05-01,0,0,0,1,0,0,1
TIQUIPAYA,sospecha diagnostica,rabia canina,2012-05-01,0,2,0,0,0,0,2
VILLA MONTES,sospecha diagnostica,rabia canina,2012-05-01,0,2,0,0,0,0,2
WARNES,sospecha diagnostica,rabia canina,2012-05-01,0,3,0,0,0,0,3
COLPA BELGICA,sospecha diagnostica,rabia canina,2012-06-01,0,1,0,0,0,0,1
COTOCA,sospecha diagnostica,rabia canina,2012-06-01,1,2,0,0,0,0,3
LA GUARDIA,sospecha diagnostica,rabia canina,2012-06-01,0,1,0,0,0,0,1
PORONGO,sospecha diagnostica,rabia canina,2012-06-01,0,3,0,0,0,0,3
POTOSI,sospecha diagnostica,rabia canina,2012-06-01,1,7,0,2,0,0,10
SAN MATIAS,sospecha diagnostica,rabia canina,2012-06-01,0,0,2,0,1,0,3
SAN PEDRO,sospecha diagnostica,rabia canina,2012-06-01,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,sospecha diagnostica,rabia canina,2012-06-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2012-06-01,1,5,1,0,1,0,8
SHINAOTA,sospecha diagnostica,rabia canina,2012-06-01,0,1,0,0,0,0,1
TORO TORO,sospecha diagnostica,rabia canina,2012-06-01,0,3,0,0,0,0,3
VILLA MONTES,sospecha diagnostica,rabia canina,2012-06-01,0,3,0,0,0,0,3
WARNES,sospecha diagnostica,rabia canina,2012-06-01,0,2,0,0,0,0,2
COTOCA,sospecha diagnostica,rabia canina,2012-07-01,1,2,0,0,0,0,3
PORONGO,sospecha diagnostica,rabia canina,2012-07-01,0,1,0,0,0,0,1
POTOSI,sospecha diagnostica,rabia canina,2012-07-01,0,7,2,1,0,0,10
SAN MATIAS,sospecha diagnostica,rabia canina,2012-07-01,0,0,0,1,1,2,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2012-07-01,1,1,1,0,0,0,3
SUCRE,sospecha diagnostica,rabia canina,2012-07-01,1,0,0,0,0,0,1
TORO TORO,sospecha diagnostica,rabia canina,2012-07-01,0,1,0,0,0,0,1
