municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2012-01-01,1,0,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2012-01-01,0,1,0,0,0,0,1
ORURO,sospecha diagnostica,sarampion / rubeola,2012-01-01,1,1,0,0,0,0,2
PORONGO,sospecha diagnostica,sarampion / rubeola,2012-01-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2012-01-01,0,0,0,0,0,0,0
TARIJA,sospecha diagnostica,sarampion / rubeola,2012-01-01,1,1,0,0,0,0,2
URIONDO (A. CONCEPCION),sospecha diagnostica,sarampion / rubeola,2012-01-01,1,1,0,0,0,0,2
BERMEJO,sospecha diagnostica,sarampion / rubeola,2012-02-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2012-02-01,2,0,0,0,0,0,2
EL ALTO,sospecha diagnostica,sarampion / rubeola,2012-02-01,2,2,1,0,0,0,5
ENTRE RIOS TRJ,sospecha diagnostica,sarampion / rubeola,2012-02-01,0,0,1,0,0,0,1
POTOSI,sospecha diagnostica,sarampion / rubeola,2012-02-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2012-02-01,0,1,0,0,0,0,1
TARIJA,sospecha diagnostica,sarampion / rubeola,2012-02-01,0,1,1,0,1,0,3
YACUIBA,sospecha diagnostica,sarampion / rubeola,2012-02-01,0,0,2,0,0,0,2
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2012-03-01,3,2,0,1,0,0,6
MACHARETI,sospecha diagnostica,sarampion / rubeola,2012-03-01,0,0,3,14,20,3,40
ORURO,sospecha diagnostica,sarampion / rubeola,2012-03-01,0,0,1,0,0,0,1
POTOSI,sospecha diagnostica,sarampion / rubeola,2012-03-01,0,0,1,0,0,0,1
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2012-03-01,0,1,0,0,0,0,1
TARIJA,sospecha diagnostica,sarampion / rubeola,2012-03-01,0,0,2,1,3,0,6
TRINIDAD,sospecha diagnostica,sarampion / rubeola,2012-03-01,1,0,0,0,0,0,1
WARNES,sospecha diagnostica,sarampion / rubeola,2012-03-01,0,1,0,0,0,0,1
BERMEJO,sospecha diagnostica,sarampion / rubeola,2012-04-01,0,0,1,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2012-04-01,1,0,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2012-04-01,0,1,0,0,0,0,1
EL PUENTE(TJA),sospecha diagnostica,sarampion / rubeola,2012-04-01,1,0,0,0,0,0,1
MACHARETI,sospecha diagnostica,sarampion / rubeola,2012-04-01,1,1,0,3,9,1,15
TARIJA,sospecha diagnostica,sarampion / rubeola,2012-04-01,0,0,1,0,0,0,1
TRINIDAD,sospecha diagnostica,sarampion / rubeola,2012-04-01,0,0,0,0,1,0,1
