municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
COBIJA,sospecha diagnostica,influenza / pandemica,2012-01-01,0,0,0,0,2,0,2
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-01-01,1,2,0,1,2,0,6
COTOCA,sospecha diagnostica,influenza / pandemica,2012-01-01,0,0,0,0,1,0,1
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-01-01,2,0,0,1,0,0,3
POTOSI,sospecha diagnostica,influenza / pandemica,2012-01-01,0,0,0,0,1,1,2
SAN JULIAN,sospecha diagnostica,influenza / pandemica,2012-01-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-01-01,5,4,0,0,5,0,14
SUCRE,sospecha diagnostica,influenza / pandemica,2012-01-01,0,0,2,1,0,0,3
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-02-01,1,1,1,1,0,0,4
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-02-01,4,5,0,0,0,3,12
POTOSI,sospecha diagnostica,influenza / pandemica,2012-02-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-02-01,1,0,2,5,22,1,31
TRINIDAD,sospecha diagnostica,influenza / pandemica,2012-02-01,2,3,0,0,1,0,6
CAMIRI,sospecha diagnostica,influenza / pandemica,2012-03-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-03-01,0,3,0,1,1,1,6
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-03-01,5,0,1,0,1,2,9
LA PAZ,sospecha diagnostica,influenza / pandemica,2012-03-01,0,0,1,1,0,0,2
POTOSI,sospecha diagnostica,influenza / pandemica,2012-03-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-03-01,14,12,17,31,53,9,136
TARIJA,sospecha diagnostica,influenza / pandemica,2012-03-01,0,0,0,0,0,1,1
TRINIDAD,sospecha diagnostica,influenza / pandemica,2012-03-01,0,5,1,5,12,2,25
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-04-01,1,1,0,0,1,0,3
COTOCA,sospecha diagnostica,influenza / pandemica,2012-04-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,influenza / pandemica,2012-04-01,0,2,0,0,0,0,2
POTOSI,sospecha diagnostica,influenza / pandemica,2012-04-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-04-01,16,27,19,29,44,7,142
TRINIDAD,sospecha diagnostica,influenza / pandemica,2012-04-01,3,2,0,0,0,0,5
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-05-01,2,5,1,3,14,1,26
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-05-01,7,12,2,2,3,4,30
LA PAZ,sospecha diagnostica,influenza / pandemica,2012-05-01,10,11,7,7,6,0,41
MONTERO,sospecha diagnostica,influenza / pandemica,2012-05-01,6,2,0,1,0,0,9
POTOSI,sospecha diagnostica,influenza / pandemica,2012-05-01,0,0,0,1,1,0,2
QUILLACOLLO,sospecha diagnostica,influenza / pandemica,2012-05-01,1,1,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-05-01,15,16,9,23,69,11,143
SUCRE,sospecha diagnostica,influenza / pandemica,2012-05-01,0,0,0,0,3,0,3
TARIJA,sospecha diagnostica,influenza / pandemica,2012-05-01,8,7,1,1,1,0,18
TIQUIPAYA,sospecha diagnostica,influenza / pandemica,2012-05-01,0,1,0,0,0,0,1
APOLO,sospecha diagnostica,influenza / pandemica,2012-06-01,0,1,0,0,0,0,1
BERMEJO,sospecha diagnostica,influenza / pandemica,2012-06-01,0,1,0,0,0,0,1
CAMIRI,sospecha diagnostica,influenza / pandemica,2012-06-01,0,1,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-06-01,4,27,20,11,56,9,127
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-06-01,23,14,4,5,13,4,63
EL TORNO,sospecha diagnostica,influenza / pandemica,2012-06-01,1,0,0,0,0,0,1
ENTRE RIOS TRJ,sospecha diagnostica,influenza / pandemica,2012-06-01,0,0,0,1,2,0,3
LA PAZ,sospecha diagnostica,influenza / pandemica,2012-06-01,34,75,30,34,51,6,230
MONTEAGUDO,sospecha diagnostica,influenza / pandemica,2012-06-01,0,0,0,1,0,0,1
MONTERO,sospecha diagnostica,influenza / pandemica,2012-06-01,2,2,0,0,0,0,4
POTOSI,sospecha diagnostica,influenza / pandemica,2012-06-01,2,2,4,3,9,5,25
QUILLACOLLO,sospecha diagnostica,influenza / pandemica,2012-06-01,0,0,1,2,3,0,6
SACABA,sospecha diagnostica,influenza / pandemica,2012-06-01,0,1,1,0,2,0,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-06-01,20,31,13,39,96,16,215
SUCRE,sospecha diagnostica,influenza / pandemica,2012-06-01,0,2,0,8,19,0,29
TARIJA,sospecha diagnostica,influenza / pandemica,2012-06-01,2,3,3,9,20,1,38
TRINIDAD,sospecha diagnostica,influenza / pandemica,2012-06-01,2,2,1,1,4,0,10
VILLA MONTES,sospecha diagnostica,influenza / pandemica,2012-06-01,0,0,0,0,1,0,1
YACUIBA,sospecha diagnostica,influenza / pandemica,2012-06-01,0,0,0,1,1,0,2
CAMIRI,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,0,1,0,1
COBIJA,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,1,0,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-07-01,1,4,3,11,22,2,43
COTOCA,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,0,0,1,1
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-07-01,14,15,2,2,14,8,55
EL TORNO,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,1,0,2,0,3
LA PAZ,sospecha diagnostica,influenza / pandemica,2012-07-01,3,6,1,7,12,3,32
MONTERO,sospecha diagnostica,influenza / pandemica,2012-07-01,1,0,0,0,0,0,1
POTOSI,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,0,12,1,13
QUILLACOLLO,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,0,1,0,1
SACABA,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,0,1,0,1
SAIPINA,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,0,1,0,1
SAN JUAN DE YAPACANI,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,0,1,0,1
SAN RAMON BENI,sospecha diagnostica,influenza / pandemica,2012-07-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-07-01,8,18,11,19,63,5,124
SUCRE,sospecha diagnostica,influenza / pandemica,2012-07-01,1,7,1,14,45,5,73
TARIJA,sospecha diagnostica,influenza / pandemica,2012-07-01,0,1,0,0,2,2,5
TRIGAL,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,0,1,0,1
TUPIZA,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,1,0,0,1
YACUIBA,sospecha diagnostica,influenza / pandemica,2012-07-01,0,0,0,3,3,0,6
CARAPARI,sospecha diagnostica,influenza / pandemica,2012-08-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-08-01,1,3,3,4,13,2,26
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-08-01,10,9,2,2,7,5,35
LA PAZ,sospecha diagnostica,influenza / pandemica,2012-08-01,0,1,1,1,4,0,7
POTOSI,sospecha diagnostica,influenza / pandemica,2012-08-01,0,0,1,2,13,1,17
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-08-01,7,7,1,11,23,0,49
SUCRE,sospecha diagnostica,influenza / pandemica,2012-08-01,0,0,0,0,11,1,12
YACUIBA,sospecha diagnostica,influenza / pandemica,2012-08-01,0,0,0,0,1,0,1
CARAPARI,sospecha diagnostica,influenza / pandemica,2012-09-01,2,3,0,0,0,0,5
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-09-01,1,0,0,0,3,0,4
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-09-01,8,5,1,2,3,6,25
POTOSI,sospecha diagnostica,influenza / pandemica,2012-09-01,0,0,0,1,0,1,2
SAN PEDRO,sospecha diagnostica,influenza / pandemica,2012-09-01,0,0,1,0,1,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-09-01,1,2,0,3,10,1,17
SUCRE,sospecha diagnostica,influenza / pandemica,2012-09-01,0,0,0,0,4,0,4
TARIJA,sospecha diagnostica,influenza / pandemica,2012-09-01,0,0,0,1,0,0,1
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-10-01,0,0,0,0,0,1,1
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-10-01,9,7,2,3,7,15,43
LA PAZ,sospecha diagnostica,influenza / pandemica,2012-10-01,1,4,0,0,0,1,6
POTOSI,sospecha diagnostica,influenza / pandemica,2012-10-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-10-01,3,4,2,1,11,1,22
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2012-11-01,0,0,0,0,1,0,1
EL ALTO,sospecha diagnostica,influenza / pandemica,2012-11-01,11,5,0,2,16,16,50
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-11-01,4,0,0,5,13,2,24
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2012-12-01,5,4,2,10,35,7,63
TRINIDAD,sospecha diagnostica,influenza / pandemica,2012-12-01,0,3,0,0,0,0,3
VALLEGRANDE,sospecha diagnostica,influenza / pandemica,2012-12-01,0,0,0,0,0,1,1
