,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ALALAY,tuberculosis y lepra,rafa (leves y moderadas),2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL ALTO,tuberculosis y lepra,rafa (leves y moderadas),2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA GUARDIA,tuberculosis y lepra,rafa (leves y moderadas),2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,tuberculosis y lepra,rafa (leves y moderadas),2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MIZQUE,tuberculosis y lepra,rafa (leves y moderadas),2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,rafa (leves y moderadas),2014-01-01,0,0,0,0,0,0,0,0,1,2,0,1,1,3,4
TACOPAYA,tuberculosis y lepra,rafa (leves y moderadas),2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA TUNARI,tuberculosis y lepra,rafa (leves y moderadas),2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALALAY,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL ALTO,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3
MIZQUE,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUCARANI,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
TIAWANACU,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2
VIACHA,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VILA VILA,tuberculosis y lepra,rafa (leves y moderadas),2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALALAY,tuberculosis y lepra,rafa (leves y moderadas),2014-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,rafa (leves y moderadas),2014-03-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
