,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
CARANAVI,otras infecciones,leishmaniasis,2008-01-01,0,0,1,1,0,0,0,1,2,3,0,0,3,5,8
CARMEN RIVERO TORREZ,otras infecciones,leishmaniasis,2008-01-01,1,1,0,4,1,0,0,0,1,1,1,0,4,6,10
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,leishmaniasis,2008-01-01,0,0,2,1,0,0,1,1,4,0,0,0,7,2,9
COBIJA,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4
COCHABAMBA,otras infecciones,leishmaniasis,2008-01-01,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
COROICO,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
FILADELFIA,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,1,0,1,1,2,0,1,0,5,1,6
GUAYARAMERIN,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
IRUPANA (VILLA DE LANZA),otras infecciones,leishmaniasis,2008-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
IXIAMAS,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,1,3,1,0,0,3,2,5
LA ASUNTA,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,1,2,3,3,0,0,4,5,9
LA PAZ,otras infecciones,leishmaniasis,2008-01-01,0,3,0,0,2,4,2,6,5,2,0,0,9,15,24
MAGDALENA,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MIZQUE,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PALOS BLANCOS,otras infecciones,leishmaniasis,2008-01-01,0,0,0,1,0,0,1,2,4,3,0,0,5,6,11
PUERTO VILLARROEL,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
REYES,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
RIBERALTA,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
RURRENABAQUE,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
SAN BORJA,otras infecciones,leishmaniasis,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
