,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,otras infecciones,malaria,2008-01-01,0,0,0,0,0,0,1,0,2,8,0,4,3,12,15
ALCALA,otras infecciones,malaria,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
APOLO,otras infecciones,malaria,2008-01-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
AZURDUY,otras infecciones,malaria,2008-01-01,0,0,0,1,0,1,1,2,5,5,0,1,6,10,16
BAURES,otras infecciones,malaria,2008-01-01,0,0,0,0,0,0,2,0,0,2,0,1,2,3,5
BERMEJO,otras infecciones,malaria,2008-01-01,0,0,11,3,7,5,10,13,42,24,1,0,71,45,116
BUENA VISTA,otras infecciones,malaria,2008-01-01,0,0,3,1,1,1,2,0,1,2,0,0,7,4,11
CABEZAS,otras infecciones,malaria,2008-01-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
CARANAVI,otras infecciones,malaria,2008-01-01,0,0,0,2,2,0,3,0,9,5,1,1,15,8,23
CARAPARI,otras infecciones,malaria,2008-01-01,0,0,0,0,0,1,1,1,1,3,1,1,3,6,9
CHIMORE,otras infecciones,malaria,2008-01-01,0,0,5,3,0,1,0,1,0,2,0,0,5,7,12
COBIJA,otras infecciones,malaria,2008-01-01,0,0,0,0,1,0,1,1,3,4,1,0,6,5,11
COCHABAMBA,otras infecciones,malaria,2008-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COLOMI,otras infecciones,malaria,2008-01-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
CONCEPCION,otras infecciones,malaria,2008-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
CUEVO,otras infecciones,malaria,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CULPINA,otras infecciones,malaria,2008-01-01,0,0,0,0,1,0,3,0,1,0,0,1,5,1,6
EL TORNO,otras infecciones,malaria,2008-01-01,1,2,9,5,0,0,0,0,0,0,3,3,13,10,23
EL VILLAR,otras infecciones,malaria,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,otras infecciones,malaria,2008-01-01,0,0,0,0,0,0,2,2,1,0,0,0,3,2,5
ENTRE RIOS,otras infecciones,malaria,2008-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
FILADELFIA,otras infecciones,malaria,2008-01-01,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
GUANAY,otras infecciones,malaria,2008-01-01,0,0,2,0,0,6,3,5,11,14,2,0,18,25,43
GUAYARAMERIN,otras infecciones,malaria,2008-01-01,16,11,86,105,264,241,418,254,140,183,36,25,960,819,1779
HUACARETA,otras infecciones,malaria,2008-01-01,1,0,1,1,0,2,0,1,2,0,0,0,4,4,8
