,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,otras infecciones,neumonia,2014-01-01,1,2,1,3,0,0,0,0,1,1,5,1,8,7,15
ACHOCALLA,otras infecciones,neumonia,2014-01-01,1,0,2,0,0,0,0,0,0,1,0,2,3,3,6
AIQUILE,otras infecciones,neumonia,2014-01-01,3,2,1,1,0,0,0,0,1,0,2,4,7,7,14
ALALAY,otras infecciones,neumonia,2014-01-01,0,2,0,0,0,0,0,0,0,0,0,1,0,3,3
ALCALA,otras infecciones,neumonia,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ALTO BENI,otras infecciones,neumonia,2014-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANCORAIMES,otras infecciones,neumonia,2014-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ANDAMARCA,otras infecciones,neumonia,2014-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,otras infecciones,neumonia,2014-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
ARANI,otras infecciones,neumonia,2014-01-01,1,1,1,0,0,0,0,0,0,1,2,1,4,3,7
ARQUE,otras infecciones,neumonia,2014-01-01,3,2,2,2,0,0,1,0,1,1,0,2,7,7,14
ASCENCION DE GUARAYOS,otras infecciones,neumonia,2014-01-01,20,13,13,15,0,0,2,0,0,3,0,0,35,31,66
ATOCHA,otras infecciones,neumonia,2014-01-01,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2
AYO AYO,otras infecciones,neumonia,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,neumonia,2014-01-01,2,2,5,1,0,0,0,0,0,0,0,0,7,3,10
AZURDUY,otras infecciones,neumonia,2014-01-01,0,0,2,2,0,0,1,0,1,0,0,0,4,2,6
BATALLAS,otras infecciones,neumonia,2014-01-01,0,0,1,1,0,0,0,0,0,0,3,3,4,4,8
BAURES,otras infecciones,neumonia,2014-01-01,0,0,1,0,0,0,0,1,0,1,0,0,1,2,3
BELLA FLOR,otras infecciones,neumonia,2014-01-01,3,4,1,3,2,0,2,0,0,0,0,0,8,7,15
BERMEJO,otras infecciones,neumonia,2014-01-01,0,1,4,3,2,1,4,8,4,1,6,1,20,15,35
BETANZOS,otras infecciones,neumonia,2014-01-01,1,1,0,0,0,0,0,0,0,0,2,1,3,2,5
BOLIVAR,otras infecciones,neumonia,2014-01-01,2,4,2,7,0,0,1,0,0,0,0,0,5,11,16
CABEZAS,otras infecciones,neumonia,2014-01-01,5,3,9,6,1,0,1,0,1,0,0,0,17,9,26
CAIROMA,otras infecciones,neumonia,2014-01-01,1,0,2,1,0,0,0,0,0,0,1,0,4,1,5
"CAIZA ""D""",otras infecciones,neumonia,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
