,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,ira sin neumonia,2014-01-01,3,6,14,20,1,0,0,4,5,9,3,3,26,42,68
ACHACACHI,otras infecciones,ira sin neumonia,2014-01-01,43,38,61,58,18,8,14,18,17,51,53,38,206,211,417
ACHOCALLA,otras infecciones,ira sin neumonia,2014-01-01,33,26,49,39,1,2,1,11,7,21,10,5,101,104,205
AIQUILE,otras infecciones,ira sin neumonia,2014-01-01,47,36,82,81,5,11,14,9,12,22,10,10,170,169,339
ALALAY,otras infecciones,ira sin neumonia,2014-01-01,4,2,3,7,1,0,0,4,1,3,1,1,10,17,27
ALCALA,otras infecciones,ira sin neumonia,2014-01-01,9,9,44,35,6,3,15,14,11,30,5,7,90,98,188
ALTO BENI,otras infecciones,ira sin neumonia,2014-01-01,26,42,79,73,9,8,12,17,23,38,17,11,166,189,355
ANCORAIMES,otras infecciones,ira sin neumonia,2014-01-01,10,2,14,7,0,1,3,5,9,15,7,9,43,39,82
ANDAMARCA,otras infecciones,ira sin neumonia,2014-01-01,16,8,25,27,2,9,15,12,25,36,14,8,97,100,197
ANTEQUERA,otras infecciones,ira sin neumonia,2014-01-01,7,5,16,13,8,6,3,5,9,12,15,18,58,59,117
ANZALDO,otras infecciones,ira sin neumonia,2014-01-01,2,6,15,11,1,0,2,2,4,6,1,2,25,27,52
APOLO,otras infecciones,ira sin neumonia,2014-01-01,34,16,56,55,2,2,6,9,10,20,10,10,118,112,230
ARAMPAMPA,otras infecciones,ira sin neumonia,2014-01-01,1,4,14,19,0,0,0,6,5,9,2,6,22,44,66
ARANI,otras infecciones,ira sin neumonia,2014-01-01,29,25,39,25,5,5,6,2,4,15,5,7,88,79,167
ARBIETO,otras infecciones,ira sin neumonia,2014-01-01,32,33,50,49,5,1,6,12,4,16,4,8,101,119,220
ARQUE,otras infecciones,ira sin neumonia,2014-01-01,27,27,63,43,0,0,0,7,7,26,6,6,103,109,212
ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2014-01-01,71,86,90,90,8,5,10,4,3,14,6,0,188,199,387
ATOCHA,otras infecciones,ira sin neumonia,2014-01-01,57,71,101,114,37,43,55,72,193,176,30,31,473,507,980
AUCAPATA,otras infecciones,ira sin neumonia,2014-01-01,5,1,9,12,2,0,2,2,13,10,6,9,37,34,71
AYATA,otras infecciones,ira sin neumonia,2014-01-01,6,5,14,17,1,4,3,7,18,31,11,7,53,71,124
AYO AYO,otras infecciones,ira sin neumonia,2014-01-01,17,23,32,28,1,2,4,2,14,18,15,7,83,80,163
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,ira sin neumonia,2014-01-01,93,84,153,125,20,8,25,29,87,82,18,19,396,347,743
AZURDUY,otras infecciones,ira sin neumonia,2014-01-01,41,28,131,144,5,6,10,28,24,62,5,13,216,281,497
