,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ALALAY,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIMORE,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0
COCHABAMBA,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,10.0,13.0
EL TORNO,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,8.0,1.0,9.0
GUTIERREZ,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
LA GUARDIA,otras infecciones,chagas agudo,2014-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,1.0,1.0,22.0,23.0
MINEROS,otras infecciones,chagas agudo,2014-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,6.0
MIZQUE,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN JULIAN,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
SANTA CRUZ DE LA SIERRA,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,28.0,40.0,13.0,3.0,42.0,52.0,94.0
SANTA ROSA DEL SARA,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,5.0,7.0
SHINAOTA,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
SUCRE,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,11.0,4.0,1.0,10.0,14.0,24.0
TARIJA,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,2.0,3.0,12.0,15.0
TOLATA,otras infecciones,chagas agudo,2014-01-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
