,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,enfermedad diarreica aguda,2014-01-01,3,5,15,7,2,0,0,2,2,0,0,2,22,16,38
ACHACACHI,otras infecciones,enfermedad diarreica aguda,2014-01-01,15,13,30,17,3,3,0,0,2,4,7,13,57,50,107
ACHOCALLA,otras infecciones,enfermedad diarreica aguda,2014-01-01,10,8,14,14,0,2,0,1,1,5,2,0,27,30,57
AIQUILE,otras infecciones,enfermedad diarreica aguda,2014-01-01,24,22,50,42,1,2,5,1,2,3,3,0,85,70,155
ALALAY,otras infecciones,enfermedad diarreica aguda,2014-01-01,2,1,2,0,1,0,0,0,0,1,0,0,5,2,7
ALCALA,otras infecciones,enfermedad diarreica aguda,2014-01-01,2,7,17,16,1,1,0,1,2,5,1,2,23,32,55
ALTO BENI,otras infecciones,enfermedad diarreica aguda,2014-01-01,12,14,55,30,2,1,0,3,5,4,5,3,79,55,134
ANCORAIMES,otras infecciones,enfermedad diarreica aguda,2014-01-01,6,3,12,4,0,0,0,0,6,3,2,3,26,13,39
ANDAMARCA,otras infecciones,enfermedad diarreica aguda,2014-01-01,5,4,6,11,2,3,3,2,5,5,6,3,27,28,55
ANTEQUERA,otras infecciones,enfermedad diarreica aguda,2014-01-01,2,0,11,5,1,2,0,0,0,0,3,16,17,23,40
ANZALDO,otras infecciones,enfermedad diarreica aguda,2014-01-01,8,0,10,20,0,1,0,3,2,2,1,3,21,29,50
APOLO,otras infecciones,enfermedad diarreica aguda,2014-01-01,28,14,30,36,2,0,0,1,3,8,0,1,63,60,123
ARAMPAMPA,otras infecciones,enfermedad diarreica aguda,2014-01-01,2,5,7,10,0,0,0,0,0,0,0,0,9,15,24
ARANI,otras infecciones,enfermedad diarreica aguda,2014-01-01,10,2,18,13,0,1,0,0,2,2,0,0,30,18,48
ARBIETO,otras infecciones,enfermedad diarreica aguda,2014-01-01,14,14,44,44,4,2,0,3,2,9,3,4,67,76,143
ARQUE,otras infecciones,enfermedad diarreica aguda,2014-01-01,10,10,44,30,0,1,0,1,2,3,1,0,57,45,102
ASCENCION DE GUARAYOS,otras infecciones,enfermedad diarreica aguda,2014-01-01,50,44,58,50,2,1,1,0,1,1,2,0,114,96,210
ATOCHA,otras infecciones,enfermedad diarreica aguda,2014-01-01,16,14,54,38,16,13,8,14,56,36,16,8,166,123,289
AUCAPATA,otras infecciones,enfermedad diarreica aguda,2014-01-01,3,1,6,8,0,0,1,0,1,2,0,2,11,13,24
AYATA,otras infecciones,enfermedad diarreica aguda,2014-01-01,2,6,9,7,0,0,0,0,1,0,0,0,12,13,25
AYO AYO,otras infecciones,enfermedad diarreica aguda,2014-01-01,6,2,8,4,0,0,0,1,7,2,2,4,23,13,36
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,enfermedad diarreica aguda,2014-01-01,24,18,68,56,1,0,2,3,6,7,2,1,103,85,188
