,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,1,1,0,1,1,3,1,0,0,5,3,8
ACHOCALLA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,1,0,0,0,1,1,0,1,2,3
AIQUILE,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,1,1,0,1,0,0,0,2,1,3
ALALAY,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTO BENI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ANCORAIMES,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
APOLO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
ARANI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,2,0,2,0,0,0,1,1,0,0,5,1,6
ARBIETO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,1,1,1,0,1,4,0,2,3,7,10
ATOCHA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,1,0,2,2,0,0,3,2,5
AYATA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,1,1,0,0,0,0,0,1,1,2,3
AYO AYO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BATALLAS,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,5,4,3,4,7,5,3,3,0,0,18,16,34
BETANZOS,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,1,1,1,1,1,1,0,3,3,6
BOLIVAR,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
BUENA VISTA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
CABEZAS,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"CAIZA ""D""",otras infecciones,"no de personas expuestas al virus rabico(mordida,",2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
