,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
APOLO,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ARANI,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,1,2,4,0,0,2,5,7
COTOCA,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,1,2,7,2,0,0,8,4,12
GRAL. J.J. PEREZ (CHARAZANI),infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
GUAYARAMERIN,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,2,5,2,0,0,5,4,9
PAILON,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO SUAREZ,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
PUNATA,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,vih poblacion en general,2013-01-01,4,0,0,0,0,0,2,1,11,4,0,0,17,5,22
TRINIDAD,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA TUNARI,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WARNES,infecc. de transmision sexual,vih poblacion en general,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,infecc. de transmision sexual,vih poblacion en general,2013-02-01,0,0,0,0,0,0,0,0,7,7,0,0,7,7,14
EL ALTO,infecc. de transmision sexual,vih poblacion en general,2013-02-01,0,0,0,0,0,0,2,0,9,2,0,0,11,2,13
EL TORNO,infecc. de transmision sexual,vih poblacion en general,2013-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
GUAYARAMERIN,infecc. de transmision sexual,vih poblacion en general,2013-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LA PAZ,infecc. de transmision sexual,vih poblacion en general,2013-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
