,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,1,1,2,0,0,1,3,4
ACHACACHI,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHOCALLA,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,0,0,4,2,0,2,4,6
AIQUILE,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,3,0,30,0,1,0,34,34
ALCALA,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,1,0,14,0,0,0,15,15
ALTO BENI,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
APOLO,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,1,0,4,0,6,0,1,0,12,12
ATOCHA,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
AYO AYO,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
AZURDUY,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,3,0,2,0,0,0,5,5
BAURES,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
BERMEJO,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,1,0,31,0,0,0,32,32
BETANZOS,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,4,0,16,0,0,0,20,20
BOLPEBRA,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,8,0,42,0,1,0,51,51
CAMARGO,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CAMIRI,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,1,7,2,32,0,0,3,39,42
CAQUIAVIRI,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
CARANAVI,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,1,0,3,0,0,0,4,4
CARMEN RIVERO TORREZ,infecc. de transmision sexual,flujo uretral (vaginal),2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
