,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ALTO BENI,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
BAURES,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BETANZOS,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,2,0,4,0,1,0,7,7
CHIMORE,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,1,0,0,2,0,0,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COBIJA,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,infecc. de transmision sexual,ulcera genital,2013-01-01,1,0,0,0,0,0,8,9,27,15,1,1,37,25,62
EL ALTO,infecc. de transmision sexual,ulcera genital,2013-01-01,0,2,0,0,0,0,4,20,20,79,0,6,24,107,131
IRUPANA (VILLA DE LANZA),infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
LA PAZ,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,1,3,38,1,1,4,40,44
MIZQUE,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ORURO,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,3,10,0,0,3,10,13
PAMPA GRANDE,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
POTOSI,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,2,0,5,0,0,0,7,0,7
QUILLACOLLO,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,0,26,0,0,0,26,26
RAVELO,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,1,0,0,0,2,1,7,0,0,1,10,11
SAN ANDRES,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN JULIAN,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,ulcera genital,2013-01-01,0,0,0,0,0,0,1,7,9,87,0,5,10,99,109
