,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHACACHI,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
AIQUILE,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ARBIETO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAMIRI,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARANAVI,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CHALLAPATA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHAYANTA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CHIMORE,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,5,5,10
COCHABAMBA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,3,4,11,19,0,1,0,2,0,0,14,26,40
COLCAPIRHUA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COROICO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COTOCA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
EL ALTO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,2,0,1,5,12,20,4,0,3,2,0,0,22,27,49
EL TORNO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,3
INQUISIVI,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,2,3,7,19,3,2,0,3,4,0,16,27,43
LLALLAGUA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4
MAIRANA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,4,3,7
OKINAWA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ORURO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,9,7,16
PALOS BLANCOS,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
POTOSI,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,1,0,0,0,6,6,12
PUNATA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,3
QUILLACOLLO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
RIBERALTA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SACABA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SAN BENITO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN CARLOS,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JAVIER(BNI),infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LORENZO(TJA),infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,6,26,41,1,18,0,4,0,2,27,72,99
SIPE SIPE,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SUCRE,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,2,3,1,8,18,4,3,0,1,0,1,15,26,41
TARIJA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,4,5
TIQUIPAYA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
TRINIDAD,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TUPIZA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UNCIA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VIACHA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VILLA MONTES,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLAZON,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VINTO,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
WARNES,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
YACUIBA,infecc. de transmision sexual,verruga genital,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AIQUILE,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BERMEJO,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAPINOTA,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARANAVI,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHIMORE,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,4,2,6
COCHABAMBA,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,1,15,16,1,0,0,0,3,0,20,17,37
COLCAPIRHUA,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COPACABANA,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COROICO,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COTOCA,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,2,12,11,3,3,3,6,0,2,19,24,43
ENTRE RIOS CBBA,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
LA GUARDIA,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
LA PAZ,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,4,4,12,19,1,2,1,0,3,0,21,25,46
LLALLAGUA,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
MAPIRI,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MONTERO,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,2,4,6
ORURO,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,11,4,1,0,0,1,0,0,12,5,17
POTOSI,infecc. de transmision sexual,verruga genital,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
